Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Colonna3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;dubbi;Commenti
PBB014;#647927;doc#91;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=1069391&end=1070781;1069391;1070781;PBB014;;0,022152778;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;46-50;F;;oper;;;estero;dip_lic;2;intervista semistrutturata;codice della strada se ti butti in contro mano su una strada a senso unico tipo san felice // // ti fiondano contro~ // ma tu;comunque;sei su un veicolo // tu devi rispettare il codice della strada perchè // e loro fan così loro tagliano vanno pensano di es~;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB014;#648054;doc#91;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=1099697&end=1104438;1099697;1104438;PBB014;;0,022152778;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;2;intervista semistrutturata;molta incoscenza molto menefreghismo finché poi non // mh // anche perché poi nonostante sia dalla parte della ragione;comunque;è l''autista che poi ci va di mezzo // assolutamente // anche perché alla fine sì è sempre un // un problema se ti succede //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB014;#649621;doc#91;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=1534722&end=1543925;1534722;1543925;PBB014;;0,022152778;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;46-50;F;;oper;;;estero;dip_lic;2;intervista semistrutturata;n~ diciamo tu non avevi responsabilità quindi // no no no no no no no // no eh diciamo una marea di testimoni // mhmh // poi;comunque;sono arrivati subito i vigili la polizia no mi han fatto l''alcool test e tutto perché sono obbligati a farlo nel momento;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD021;#654454;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=998234&end=1003085;998234;1003085;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;andarei a milano andrei a roma // mh mh // s~ andrei ineh grandi città in cui le industrie si stanno spostando torino;comunque;ha perso molto a livello // mh mh // di qualunque co~ cioè la rai la fiat la stampa son tu~ son tutte dislocate tra l''italia e;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD021;#655028;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=1162209&end=1167332;1162209;1167332;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;21-25;M;;oper;;;puglia;dip_tec_prof;5;intervista semistrutturata;una famiglia dietro è quello che paga // però sì // ti vedono giovane // ti vedono giovane anche se non sanno se studi o no;comunque;ti fanno un prezzo da studente // mh mh meh // mh // però è vero quello che dicevi secondo me eh // o molti affittano solo agli;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#660205;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=2646991&end=2647593;2646991;2647593;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;coffe shop a barcellona // e lei cosa cosa va a fare // a torino visto che in italia sta diventando legale // eh a torino sì //;comunque;// ma non lavori sei ore a settimana // mh // se lo apri tu lavori ventiquattr''ore su ventiquat~ // e non ti bastano perchè;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
PTD021;#662498;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=3284121&end=3287752;3284121;3287752;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;dei pullman eh // ci sono e // se no li vado a suonare oh // esatto // abbiamo un ospedale che è grande come sto tavolo ma;comunque;c''è ed è a un passo // poi vabbè c''è la reggia // mh mh // che xxxxx // sono reali // esatto // noi abitiamo al settimo piano;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#664141;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=3775761&end=3780496;3775761;3780496;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;mica io // cazzo vuoi // e // e non ci volevo proprio venire qua // eh // // // // che poi non erano un problema perchè;comunque;vnivano su per lavorare e quindi si facevano il mazzo quadruplo // certo // e e // cioè gl~ gli unici stranieri che vedevi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#665362;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=4093924&end=4099436;4093924;4099436;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;26-30;F;;intell;;;lombardia;phd;5;intervista semistrutturata;// sì // è vero che ci sono // a me sembra che siano aumentati in effetti anche se passeggi cioè nel weekend in centro così;comunque;ce n''è un sacco // però boh io non ho // però ripeto non essendo di qua non ho l''impressione di questa cosa invasiva // mh //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#666750;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=4476382&end=4477415;4476382;4477415;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;26-30;F;;intell;;;lombardia;phd;5;intervista semistrutturata;libera giochiamo // okay // sì però giochi giochi // giochi in scatola giochi di società // okay // sì sì sì // ma in casa;comunque;// sì sì // sì // okay // e mh vabbè vabbè io per esempio invece xxx il pomeriggio quando ho i pomeriggi liberi // vado in un;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#669301;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=5189740&end=5191708;5189740;5191708;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;impegnati // che per venderlo agli italiani // ti fan fare la commedia ma poi sotto c''è il messaggio più fico del mondo // o;comunque;c''è la storia dietro importante // mh // e io credo che il cinema italiano sia morto dopo gli anni ottanta con l''avvento;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#670077;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=5414966&end=5418608;5414966;5418608;PTD021;;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;21-25;M;;oper;;;puglia;dip_tec_prof;5;intervista semistrutturata;fatto questo sbalzo qua quindi daleh videogioco // xxxxx // single player // mh mh // al multi player // un multi player;comunque;però locale esatto // locale // aleh videogioco on line con grafica pazzesca della play quattro quello per me quello è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2015;#675164;doc#94;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2015&begin=108926&end=115740;108926;115740;BOD2015;;0,015439815;;https://search.corpuskiparla.it/corpus/conversations/BOD2015.html;https://search.corpuskiparla.it/corpus/conversations/BOD2015_jefferson.html;21-25;F;;stud;;;veneto;laurea in corso;2;intervista semistrutturata;mh // come spiegare a~ abbandoni un po'' l'' infanzia~ // di come pas~ // cioè prima magari ti basta quello che c'' è perchè //;comunque;è un ambiente molto sicuro puoi essere indipendente già da piccolo perchè non c'' è bisogno di avere un grande controllo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS010;#684626;doc#96;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=208210&end=212200;208210;212200;KPS010;;0,021724537;;https://search.corpuskiparla.it/corpus/conversations/KPS010.html;https://search.corpuskiparla.it/corpus/conversations/KPS010_jefferson.html;21-25;F;;intell;;;puglia;dip_lic;4;pasto;e tutto quanto e io gli facevo eh lo so // lui è più fortunatodi te // e~ e io gli facevo eh lo so perchè li organizziamo noi //;comunque;questo tipo di persone con chi sa non fanno bella figura ma con chi non sa // mh // antonio marco // vabbè sono quelli che;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOD2012;#691187;doc#97;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=755998&end=758471;755998;758471;TOD2012;;0,03162037;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;esempio // poi quando mi son trasferita che stavo di fronte all'' ospedale maggiore // se in bicicletta è un quarto d'' ora;comunque;// sono pigra non mi va di sudare // ehmh // comunque l~ eh cioè // lì la pista ciclabile c'' era solo fino a un certo punto;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;1;;
TOD2012;#694440;doc#97;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=1703670&end=1705835;1703670;1705835;TOD2012;;0,03162037;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;il portiere // mhmh // che credo in italiano sia il portinaio ma per noi comunque è il portiere // portinaio // eh // ch~ che;comunque;ci dava sempreun occhio // personaggio il portiere il signor toni // mhmh // che // oddio // ci dava un occhio ogni tanto;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD022;#698783;doc#98;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD022&begin=202133&end=204450;202133;204450;PTD022;;0,009155093;;https://search.corpuskiparla.it/corpus/conversations/PTD022.html;https://search.corpuskiparla.it/corpus/conversations/PTD022_jefferson.html;26-30;F;;intell;;;lombardia;phd;2;intervista semistrutturata;così comodi e veloci che // mh mh mh // ti puoi tranquillamente spostare facilmente // okay quindi potendo scegliere;comunque;rimarresti qua // assolutamente // okay // poi dipende eh se mi viene chiesto // certo // che mi arriva un contratto;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA014;#709269;doc#101;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=734590&end=735570;734590;735570;PBA014;;0,019375;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;// eh ben tenuti // mh // comunque mi sembrano un po'' logori così // non al livello delle strade di roma // però // mi sembra;comunque;che // si possa fare qualosa in più // non so adesso io non sono // un esperto del genere però // però sì mi pare che siano un;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS002;#711773;doc#102;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=23208&end=23878;23208;23878;KPS002;;0,025960648;;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;3;pasto;non so // speriamo che // sia una terapia miracolosa perchè con un tumore ai polmoni e metastasi al cervello // non lo so //;comunque;// ma fuma? // no no mai fumato // comunque mo penso sta andando bene // però // a verità per non farle prendere la macchina;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS002;#712932;doc#102;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=374284&end=375494;374284;375494;KPS002;;0,025960648;;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;3;pasto;effettivamente non è che riuscissi proprio a es~ me e sarò sembrata una morta più di quanto ero già // non lo sei // mh //;comunque;si con lui si // con claudio rossi // x // infatti ieri cioé tutte le altre cose magari davvero // ti ho x il pane // no no // x;;;;1;1;1;1;;;;;;;;;1;;;;;;;;;;;;;;0;;Funzione fatica
KPN003;#720501;doc#103;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=137085&end=138586;137085;138586;KPN003;;0,034884259;;https://search.corpuskiparla.it/corpus/conversations/KPN003.html;https://search.corpuskiparla.it/corpus/conversations/KPN003_jefferson.html;21-25;F;;disocc;;;emilia-romagna;laurea;3;pasto;sempre da mh da mettere in camera // io farei qualcosa sulla motivation comunque // never stop dreaming // sì // cioè lei;comunque;si è laureata nel // sì sì sì eh ma infatti anche la scritta tipo never stop qualcosa // nel ballo // se era una scritta una;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;1;;
KPN003;#723880;doc#103;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=1436705&end=1440568;1436705;1440568;KPN003;;0,034884259;;https://search.corpuskiparla.it/corpus/conversations/KPN003.html;https://search.corpuskiparla.it/corpus/conversations/KPN003_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;pasto;era la mamma di una compagna di classe di lara // e fa // lì da dada? // sì che ci lavorava // e fa ah guarda che stan cercando;comunque;un''altra un''altra commessa // non so se qualche tua nipote è interessata // ma sì ma li è perfetto cioè è sotto casa // sì //;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPN003;#725687;doc#103;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=2133378&end=2135372;2133378;2135372;KPN003;;0,034884259;;https://search.corpuskiparla.it/corpus/conversations/KPN003.html;https://search.corpuskiparla.it/corpus/conversations/KPN003_jefferson.html;21-25;F;;disocc;;;emilia-romagna;laurea;3;pasto;// mh // il loro? // un coltello che mancava // mancava vero? // ok // ma sì cioè // se c''è la forchetta // no dai // otto //;comunque;la la tipa ci ha spiegato tutte le birre // un po'' veloce // un po'' velocemente eh però // però di sua spontanea volontà // mh;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPN003;#726985;doc#103;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=2475781&end=2478880;2475781;2478880;KPN003;;0,034884259;;https://search.corpuskiparla.it/corpus/conversations/KPN003.html;https://search.corpuskiparla.it/corpus/conversations/KPN003_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;pasto;stivaletti // e sto da di~ sto da dio adesso vediam stasera // però sì no // // cioè avevo delle v~ cose // che poi xxxx si ma;comunque;è una seratina tranquilla // a mezzanotte andiamo a casa // sì è vero // vabbè però in effetti a mezzanotte siamo usciti;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
PBB008;#729730;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=284642&end=290302;284642;290302;PBB008;;0,039340278;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;46-50;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;bologna anche quest''affezione che ogni tanto uno dice // ma perchè ancora sono così affezionata questa città // però //;comunque;rispetto ad altre città dove non succede assolutamemte nulla // è ovviamente mh // bologna ha il suo punto di forza i~ in;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
