Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;
PBB022;#147322;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=939940&end=946113;939940.0;946113.0;PBB022;BOI086;00:58:37;;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;;artig;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;come si fa // esatto credo credo sia una delle poche cose di cui non ho ben presente ormai come si fa perchè // che // eh;praticamente;tu fai addensare eh il il riso con cotto nel latte se non se non mi ricordo male // ah // eh il latte aromatizzato con poi in;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB022;#155723;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=3281050&end=3284600;3281050.0;3284600.0;PBB022;BOR024;00:58:37;;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;cos''è lo spillo? // no // è // bisogna insegnargli tutto a questa gente io non lo so // ma no ma da noi carnevale // non esiste;praticamente;è un peccato esisteva quando ero piccola // no? // io ho sempre fatto i carri passavano sempre poi // secondo me anche per;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3015;#159466;doc#23;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3015&begin=969794&end=973890;969794.0;973890.0;BOD2015;BO115;00:23:11;;https://search.corpuskiparla.it/corpus/conversations/BOA3015.html;https://search.corpuskiparla.it/corpus/conversations/BOA3015_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;conversazione libera;e si mollano una volta a settimana // sì que~ quello è sem~ sì ê così da quando si sono conosciuti // sì nnon cambia niente;praticamente;sempre la stessa situazione // ma lui è a rimini? // e simone invece hai saputo di simone? // sì sì è stato allora l'' ho visto;;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;1.0;
PBB009;#161287;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=115667&end=120287;115667.0;120287.0;PBB009;BOI028;01:12:38;;https://search.corpuskiparla.it/corpus/conversations/PBB009.html;https://search.corpuskiparla.it/corpus/conversations/PBB009_jefferson.html;71-75;F;;intell;;;molise;laurea;3;intervista semistrutturata;// da ottobre? eh antonio? // s~ credo // credo di sì // sì // da ottobre abbiamo iniziato presso la cgil // mhmh // e quindi;praticamente;organizza la cgil e noi // siamo tutti del @nomeassociazione veniamo a fare // a insegnare ai agli immigrati // okay // e;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB009;#164339;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=1324436&end=1334196;1324436.0;1334196.0;PBB009;BOI027;01:12:38;;https://search.corpuskiparla.it/corpus/conversations/PBB009.html;https://search.corpuskiparla.it/corpus/conversations/PBB009_jefferson.html;31-35;M;;intell;;;calabria;laurea;3;intervista semistrutturata;cancro infantile // mhmh // e e la fondazione è quella di @nomefondazione l''ac~ l''accademia del cinema che l''accademia;praticamente;di @nomeazienda di @nomeazienda di @nomeazienda // sì // ehm la fondazione si chiama appunto @nomefondazione e // io;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB009;#164835;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=1501064&end=1507241;1501064.0;1507241.0;PBB009;BOI027;01:12:38;;https://search.corpuskiparla.it/corpus/conversations/PBB009.html;https://search.corpuskiparla.it/corpus/conversations/PBB009_jefferson.html;31-35;M;;intell;;;calabria;laurea;3;intervista semistrutturata;maniera casuale // sì // e // perchè io ho studiato a napoli // mhmh // ho vissuto a napoli anche dopo aver studiato lì // e //;praticamente;nel duemila quindici eh faccio questo excursus poi dimmi tu se ha senso no? // sì sì sì sì no no va bene // eh // nel duemila e;;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;1.0;
PBB009;#166800;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=2103330&end=2107725;2103330.0;2107725.0;PBB009;BOI027;01:12:38;;https://search.corpuskiparla.it/corpus/conversations/PBB009.html;https://search.corpuskiparla.it/corpus/conversations/PBB009_jefferson.html;31-35;M;;intell;;;calabria;laurea;3;intervista semistrutturata;// sì // se invece te lo fai tutto dritto dall''altro lato arrivi // alla certosa // eh sì no a parte la certosa ma;praticamente;la ciclabile che arriva in centro // mhmh // eh sì // quindi no sotto questo punto di vista non è è innegabile che sia forse;;;;;1;;;;;;;;;;;;;1;;;1;;;;;;;;;1.0;
PBB009;#171666;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=3760652&end=3764541;3760652.0;3764541.0;PBB009;BOI027;01:12:38;;https://search.corpuskiparla.it/corpus/conversations/PBB009.html;https://search.corpuskiparla.it/corpus/conversations/PBB009_jefferson.html;31-35;M;;intell;;;calabria;laurea;3;intervista semistrutturata;che arrivano a san lu~ quindi il mio aneddoto è abbastanza // sì // per i portici? // passando per i portici che vanno da;praticamente;// la fine di via saragozza verso san luca // ah sì // sì sì // e // vabbè // il mio aneddoto è monotono // nel senso che andavo e;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PTA016;#179364;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=1368100&end=1370350;1368100.0;1370350.0;PTA016;TOI033;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;M;;oper;;;piemonte;dip_tec_prof;2;intervista semistrutturata;andare i nostri amici robe varie // e alla fine ci hanno portato in una via di torinoin un posto sperdutissimo // e;praticamente;ci hanno portato in un bar // anzi li hanno portati in un bar perché io non ero andato con loro // perché avevo // sapendo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTA016;#180240;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=1592380&end=1596090;1592380.0;1596090.0;PTA016;TOI033;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;M;;oper;;;piemonte;dip_tec_prof;2;intervista semistrutturata;ileh in quel momento lì // e la cosa che m''ha dato fastidio di questi ragazzi che son due ragazzi tral''altro della mia età;praticamente;// mhmh // boh se la tirano un pochettino // e io avevo detto ragazzi io sono il tecnico gli avevo detto se c''è qualche;;;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;
PTA016;#182340;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=2200940&end=2205340;2200940.0;2205340.0;PTA016;TOI033;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;M;;oper;;;piemonte;dip_tec_prof;2;intervista semistrutturata;// ah okay quindi non è razzismo ma è // quindi // x // esa~ // no c''è gen~ no c''è gente che è convinta di questa cosa perché xx;praticamente;è razzismo // tipo // sì // perché è razzismo ma c''è gente che è convinta di che non è razzismo cioè io lo faccio // a favore;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTA016;#182832;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=2337940&end=2339680;2337940.0;2339680.0;PTA016;TOI033;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;M;;oper;;;piemonte;dip_tec_prof;2;intervista semistrutturata;la guardo veramente poco // mhmh // perché in settimana la guardo // uscendo di casa sette e mezza // entrando a casa;praticamente;alle nove // mhmh // guardo giusto i film // ah okay // ehm // unicamente film // quindi guardi i film // tra sky netflixeh;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBC001;#191382;doc#28;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC001&begin=1667119&end=1670037;1667119.0;1670037.0;PBC001;BOI001;00:55:41;;https://search.corpuskiparla.it/corpus/conversations/PBC001.html;https://search.corpuskiparla.it/corpus/conversations/PBC001_jefferson.html;61-65;M;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;vi~ // mh probabilmente in eg~ in egual misura ecco però per quanto mi riguarda per me boh per me il basket io // io sono nato;praticamente;in via san felice quindi // xxx // è inutile dire a quale parrocchia appartengo // quello per me è uno de de de de dei ricordi;;;;;1;;;;;;;;;;;;;1;;;;;1;;;;;;;1.0;
PBC001;#193056;doc#28;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC001&begin=2191220&end=2197530;2191220.0;2197530.0;PBC001;BOI001;00:55:41;;https://search.corpuskiparla.it/corpus/conversations/PBC001.html;https://search.corpuskiparla.it/corpus/conversations/PBC001_jefferson.html;61-65;M;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;// facendo campionati // di serie inferiore // e e e e già il primo anno faceva tremila abbonamenti poi subito dopo ne fac~;praticamente;era tutto in // in abbonamento voglio dire // problemi non non non // cioè qua c''è una un''amore tale per il basket che forse;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;
TOD1016;#206716;doc#29;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1016&begin=4882860&end=4888874;4882860.0;4888874.0;TOD1016;TO070;01:37:51;;https://search.corpuskiparla.it/corpus/conversations/TOD1016.html;https://search.corpuskiparla.it/corpus/conversations/TOD1016_jefferson.html;46-50;F;;intell;;;piemonte;phd;1;lezione;però ricordatevi // che // in queste in questa frase qui non si pasce di cibo mortale chi si pasce di cibo celeste;praticamente;// mozart // usa tutti i dodici suoni a disposizione il cosiddetto totale cromatico no? // e quindi questo vuol dire che;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOD2002;#214279;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2002&begin=98898&end=102510;98898.0;102510.0;TOD2002;TO081;00:16:33;;https://search.corpuskiparla.it/corpus/conversations/TOD2002.html;https://search.corpuskiparla.it/corpus/conversations/TOD2002_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;terrore dei cani // do di matto mi paralizzo // addirittura? // sì // // è proprio irrazionale // ma come mai? // e non si sa;praticamente;nessuno se lo ricorda a casa mia // perché cioè vivendo in campagna senza un recinto insomma probabilmente è arrivato un;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
TOD2002;#214807;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2002&begin=242580&end=245338;242580.0;245338.0;TOD2002;TO081;00:16:33;;https://search.corpuskiparla.it/corpus/conversations/TOD2002.html;https://search.corpuskiparla.it/corpus/conversations/TOD2002_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;facilissimo // e niente è molto grande ci sono tantissime stanze // ci sono il piano terra primo piano secondo piano // e;praticamente;la stiamo ristrutturando perché siamo tre fratelli // e quindi ogni // piano dovrebbe essere destinato a noi // che però;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD2002;#217054;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2002&begin=882660&end=887798;882660.0;887798.0;TOD2002;TO081;00:16:33;;https://search.corpuskiparla.it/corpus/conversations/TOD2002.html;https://search.corpuskiparla.it/corpus/conversations/TOD2002_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;sì vita sociale vera e propria // non troppa in verità // vabbè ma non c'' è niente da fare in effetti in settimana è tutto;praticamente;chiuso morto se non // in estate quando c'' è molto turismo in langhe allora sì // se no zero // eh // boh sì però esco // posso;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
BOC1004;#227697;doc#33;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=450750&end=456081;450750.0;456081.0;BOC1004;BO091;00:20:03;;https://search.corpuskiparla.it/corpus/conversations/BOC1004.html;https://search.corpuskiparla.it/corpus/conversations/BOC1004_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;esame;se~ tra segnalazione e recensione? // la segnalazione è più legata magari appunto alla s~ a chi ehmh // eh // a rece~ cioè;praticamente;deve esporre il pro~mh libro che magari è edito // eh mentre // mh // anche la segnalazione // sì la segnalazione scusi;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;
BOD2009;#231971;doc#35;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=30649&end=35993;30649.0;35993.0;BOD2009;BO056;00:23:42;;https://search.corpuskiparla.it/corpus/conversations/BOD2009.html;https://search.corpuskiparla.it/corpus/conversations/BOD2009_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;spostare lo facevano // però effettivamente nella zona nuova del mio quartiere che è quello dove abito io ora era;praticamente;tutto vuoto // okay // un sacco di spazio una zona tranquilla dove ci siam'' sempre trovati da dio alla fine conveniva;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3021;#239638;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=588383&end=591395;588383.0;591395.0;BOA3021;BO157;01:11:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;4;conversazione libera;benson ha fatto ha pu~ cioè mh // in realtà non l'' ha prodotto lui l'' han~ l'' ha prodotto? // inri torino // sì que~ che;praticamente;è tiromancino // l'' inferno dei vivi // sì no ma infatti inri tipo anche levan~ eh ha prodotto il primo album di levante //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3021;#240950;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=971516&end=975980;971516.0;975980.0;BOA3021;BO157;01:11:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;4;conversazione libera;// sì ma m'' ha detto mh // mi ha detto la marta che eh è la la ragazza del eh del mio gruppo // ehmh // eh ha detto che l'' ha visto;praticamente;che è arrivato alle otto e mezza in facoltà // // cioè no eh // eh lei è arrivata alle otto e mezza lui stava andando via // sì;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3021;#241502;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=1134090&end=1137876;1134090.0;1137876.0;BOA3021;BO157;01:11:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;4;conversazione libera;mi fa incazzare a me fa incazzare lui eh s~ c'' è // quello è il messaggio subliminale la rabbia // sì no ma eh vi dico questo //;praticamente;sì lui era andato quella mattina per fare ''sto esame // eh e tipo non c'' era // e ha deciso quindi di iniziare a prepararne un;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;1;;1.0;
BOA3021;#247856;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=3147635&end=3149851;3147635.0;3149851.0;BOA3021;BO156;01:11:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;4;conversazione libera;l'' app // io non l'' ho ancora cioè ho visto un po'' il funzionamente non so se effettivamente ha dei benefici o cosa // ehm //;praticamente;ti fa visualizzare // eh // le le le parole // solo le ci~ praticamen~ ti manda // a raffica tutte le parole tutta la;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3021;#249358;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=3640507&end=3641838;3640507.0;3641838.0;BOA3021;BO158;01:11:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;4;conversazione libera;dio po'' che caldo // merda // in piedi stretti // // // concerto da sala // con // il basso diventava un contrabbasso // // sì;praticamente;sì // con ozzy osbourne che entra e dice // tipo mi ero slogato la spalla quella volta // mamma mia // cos'' è che ti dice già;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS003;#256965;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS003&begin=117820&end=122930;117820.0;122930.0;KPN001;PKP135;00:37:28;;https://search.corpuskiparla.it/corpus/conversations/KPS003.html;https://search.corpuskiparla.it/corpus/conversations/KPS003_jefferson.html;21-25;F;;intell;;;abruzzo;dip_lic;2;pasto;una nuova società con alcune delle squadre con cui abbiamo giocato in serie a quest''anno // mh non tutte // e mh //;praticamente;rinizia una sett~ cioè adesso son rimasti gli ultimi allenamenti a bologna ma son tipo // tre e poi // tutto agosto //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPS003;#257087;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS003&begin=159730&end=163200;159730.0;163200.0;KPS003;PKP010;00:37:28;;https://search.corpuskiparla.it/corpus/conversations/KPS003.html;https://search.corpuskiparla.it/corpus/conversations/KPS003_jefferson.html;51-55;F;;uff;;;abruzzo;laurea;2;pasto;si vede e nel caso le intenzioni sono buone perchè mh appunto abbiamo unito queste squadre siamo tutti presi bene //;praticamente;non ti chia~ scusa la tua squadra come si chiama adesso // no allora // adesso il nome della squadra nuova sarà tipo le;;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;1.0;
KPS003;#258813;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS003&begin=805010&end=809480;805010.0;809480.0;KPS003;PKP010;00:37:28;;https://search.corpuskiparla.it/corpus/conversations/KPS003.html;https://search.corpuskiparla.it/corpus/conversations/KPS003_jefferson.html;51-55;F;;uff;;;abruzzo;laurea;2;pasto;la sorella delle gemelline // mh // giulia? // mh giu~ eh insomma // sai già che si chiama giulia // con hous~ // ma cioè;praticamente;erano due wurstel di mozzare~ di mo~ ehm di mortadella // di mozzare~ // così // che bea ha fatto di quei uà // e si è e io così;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
KPN017;#263378;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=82535&end=85167;82535.0;85167.0;KPN016;PKP061;00:33:52;;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;56-60;F;;non-qualif;;;emilia-romagna;dip_tec_prof;2;pasto;ma si dai è una pasta asciutta via // alla nonna è piaciuta? // mh secondo me non non t~ non tantissimo // mh // mh // infatti;praticamente;ne ha tenuto là un mucchiettino così adesso // ma tienne di più che xxx // eh // #a gh''è mìa piasù dimondi // son delle;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPN017;#265902;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=1295305&end=1299482;1295305.0;1299482.0;KPN017;PKP057;00:33:52;;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;pasto;// mhmh sì sì // cioè è separato ma // si sta bene ecco nella sua // e co~ mhmh e coniglietti? c''erano? // ci sono ci sono //;praticamente;ehm stanno fuori son tutti umidi // cucciolini // sì // però sì // si vanno a riparare? un po'' sotto una tanetta o? // ma le;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
KPN017;#266376;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=1518841&end=1523742;1518841.0;1523742.0;KPN016;PKP061;00:33:52;;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;56-60;F;;non-qualif;;;emilia-romagna;dip_tec_prof;2;pasto;vale un anno? // un anno un anno sì sì // c''era un''altra clausoletta ''spetta perché era anche quella lì // non si sa mai // mh;praticamente;se perdi le chiavi puoi rifarle gratuitamente // è aggiunta? // ah okay // ehm che in genere è più importante su una;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;1.0;
PTA006;#273903;doc#40;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA006&begin=1914029&end=1916034;1914029.0;1916034.0;PTB026;TOR002;01:05:12;;https://search.corpuskiparla.it/corpus/conversations/PTA006.html;https://search.corpuskiparla.it/corpus/conversations/PTA006_jefferson.html;26-30;M;;intell;;;piemonte;phd;4;intervista semistrutturata;quindi // quello che manca a torino è un''altra metro ad esempio altre linee di metro // mh mh mh mh // ma dicono di farla;praticamente;// se ciao // è da quando sono arrivata che mi han detto arriva la metro // sono lungo il quattro praticamente // sì? // xxx;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PTA006;#280062;doc#40;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA006&begin=3672516&end=3673468;3672516.0;3673468.0;PTA006;TOI006;01:05:12;;https://search.corpuskiparla.it/corpus/conversations/PTA006.html;https://search.corpuskiparla.it/corpus/conversations/PTA006_jefferson.html;26-30;M;;comm;;;piemonte;dip_tec_prof;4;intervista semistrutturata;umbri di dove ah di terni a io gli ho fatto ah io tifo grifo tifo perugia gli ho detto allora // e il bambino gli ha fatto //;praticamente;sì // mh mh // // abbiamo iniziato a a scontrarci un attimo il padre fa allora // col bambino? // sì anche col bambino;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBC017;#280966;doc#41;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC017&begin=56261&end=62471;56261.0;62471.0;PBC017;BOI042;00:51:26;;https://search.corpuskiparla.it/corpus/conversations/PBC017.html;https://search.corpuskiparla.it/corpus/conversations/PBC017_jefferson.html;71-75;M;;pens;;;emilia-romagna;med;2;intervista semistrutturata;un po'' di anni // ehm si trova meglio a casalecchio le piaceva di più dove stava prima? // beh prima ero fuori in campagna;praticamente;ero eravamo isolati diciamo facevamo i custodi in una villa // su a paderno gaibola paderno fra gaibola e paderno era una;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBC017;#281209;doc#41;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC017&begin=137840&end=140014;137840.0;140014.0;PBC017;BOI042;00:51:26;;https://search.corpuskiparla.it/corpus/conversations/PBC017.html;https://search.corpuskiparla.it/corpus/conversations/PBC017_jefferson.html;71-75;M;;pens;;;emilia-romagna;med;2;intervista semistrutturata;che facevano i buchi nelle strade con il martello pneumatico che veniva a casa che tremava ancora // ah okay // // // e;praticamente;diciamo // e gli anni più belli li ho vissuti a casalecchio perché l''infanzia da diciamo da quindici anni si cominciano;;;;;1;;;;;;;;;;;1;;1;;;;;;;;;;;;1.0;
PBC017;#284111;doc#41;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC017&begin=1043700&end=1049654;1043700.0;1049654.0;PBC017;BOI042;00:51:26;;https://search.corpuskiparla.it/corpus/conversations/PBC017.html;https://search.corpuskiparla.it/corpus/conversations/PBC017_jefferson.html;71-75;M;;pens;;;emilia-romagna;med;2;intervista semistrutturata;c''era il diciannove // erano due tre linee che avevano avevano messo anche questi autobus doppi // un autista solo;praticamente;con la con la d normale senza la e perché allora aver la e era // non è che potevano obbligarmi a me perché io sono entrato con;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
