Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
KPC005;#378591;doc#51;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC005&begin=1235211&end=1236147;1235211;1236147;PKP065;KPC005;00:32:16;;https://search.corpuskiparla.it/corpus/conversations/KPC005.html;https://search.corpuskiparla.it/corpus/conversations/KPC005_jefferson.html;56-60;F;;uff;;;calabria;dip_tec_prof;3;pasto;eh non gliela c''è xxxx sì però gli regalavo quello che me pareva e non andavo manco lì // non xxxx il fatto che sei lì xxxxx //;capito;// cioè io ce so~ rimasta male per questo perché pensavo che // che che era una roba che facevamo tutti insieme capito // no;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;0;;
KPC005;#378754;doc#51;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC005&begin=1281770&end=1286686;1281770;1286686;PKP065;KPC005;00:32:16;;https://search.corpuskiparla.it/corpus/conversations/KPC005.html;https://search.corpuskiparla.it/corpus/conversations/KPC005_jefferson.html;56-60;F;;uff;;;calabria;dip_tec_prof;3;pasto;// ma mh // a me sembra strano che ha comprato solo // no le scarpine poi gli avrà preso qualco~ qualcos''altro sicuro però;capito;io // un paio di scarpine // con quel prezzo lì // gli potevo // no ma avresti di meno di sicuro // a parte mh avrei speso di;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;0;;
KPC005;#379560;doc#51;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC005&begin=1530919&end=1531590;1530919;1531590;PKP065;KPC005;00:32:16;;https://search.corpuskiparla.it/corpus/conversations/KPC005.html;https://search.corpuskiparla.it/corpus/conversations/KPC005_jefferson.html;56-60;F;;uff;;;calabria;dip_tec_prof;3;pasto;che c''ha già tutte la secon~ le due dosi de // vaccino // eh sì // qualcuno anche la terza // e qualcuno anche la terza sì //;capito?;// allora // cioè // torniamo indietro a quello che ho sempre sostenuto // e non per // non è quello è che // quel no questa;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;1;;
KPC005;#380189;doc#51;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC005&begin=1731797&end=1737373;1731797;1737373;PKP063;KPC005;00:32:16;;https://search.corpuskiparla.it/corpus/conversations/KPC005.html;https://search.corpuskiparla.it/corpus/conversations/KPC005_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;pasto;quattro giorni vedrai che te dura // no perché ecco io risparmio a prendere il ceppo d''insalata // certo gianni // eh ho;capito;però dopo per due giorni tre giorni devo mangiare tutto un ceppo d''insalata // cioè io mangio anche altro // perché;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA3006;#381737;doc#52;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3006&begin=278488&end=281318;278488;281318;BO072;BOA3006;00:09:45;;https://search.corpuskiparla.it/corpus/conversations/BOA3006.html;https://search.corpuskiparla.it/corpus/conversations/BOA3006_jefferson.html;21-25;M;;stud;;;calabria;laurea in corso;4;conversazione libera;con ci acca // siamo a new yorche // new yorche! // vabbè cioè io sono bas~ sono in un~ non mi va di giudicare // e non ho mai;capito;perchè tyler durden in the fight club // dice che se c'' è uno srittore~ un~ una personalità americana con cui vorrebbe;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA3006;#382706;doc#52;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3006&begin=543732&end=546640;543732;546640;BO071;BOA3006;00:09:45;;https://search.corpuskiparla.it/corpus/conversations/BOA3006.html;https://search.corpuskiparla.it/corpus/conversations/BOA3006_jefferson.html;21-25;M;;stud;;;lombardia;laurea in corso;4;conversazione libera;// non sei un personaggio televisivo // che prende le sembianze di maurizio ma tu in verità tu sei~ tu sei ancora a casa;capito?;// mi spiace ma devi resta'' un mese ferma sulla rai almeno // eh sì e sei io sono un cazzo tu che sei un salame lesso? // okay //;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ininterpretabile
PBC004;#397989;doc#55;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=2952146&end=2952633;2952146;2952633;BOI011;PBC004;00:58:50;;https://search.corpuskiparla.it/corpus/conversations/PBC004.html;https://search.corpuskiparla.it/corpus/conversations/PBC004_jefferson.html;66-70;F;;pens;;;emilia-romagna;laurea;2;intervista semistrutturata;mh // dai cioé // però cose eh // oppure // v~ v~ voglio vol~ volevo delle pistinaghe mature // mhmh // pistinaghe cosa // //;capito;// è come uno che una persona incolta no che va al mercato e vede pere sfuse // e fa // mi dà un chilo di pere sfius // mhmh // dai;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;0;;
PBC004;#398509;doc#55;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=3123566&end=3127820;3123566;3127820;BOI011;PBC004;00:58:50;;https://search.corpuskiparla.it/corpus/conversations/PBC004.html;https://search.corpuskiparla.it/corpus/conversations/PBC004_jefferson.html;66-70;F;;pens;;;emilia-romagna;laurea;2;intervista semistrutturata;generale di tutt il teatro il poveretto // mhmh // // // riusciva più ad andare avanti // cioé il bolognese si esplica così;capito;il bolognese non bestemmia non è cattivo // però per una battuta fatta bene // si venderebbe un braccio veramente eh // mh;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;0;;
PBC005;#436660;doc#64;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=151020&end=151790;151020;151790;BOR002;PBC005;01:01:27;;https://search.corpuskiparla.it/corpus/conversations/PBC005.html;https://search.corpuskiparla.it/corpus/conversations/PBC005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;croce sole forse non c''era però perchè passava // sotto // e v~ allora luna sicuramente e forse sole non c''era neanche //;capito;// e sono cambiate anche le persone che vivono nel quartiere? // le persone decisamente quelle che ricordo io eh;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC005;#437747;doc#64;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=570450&end=572340;570450;572340;BOI014;PBC005;01:01:27;;https://search.corpuskiparla.it/corpus/conversations/PBC005.html;https://search.corpuskiparla.it/corpus/conversations/PBC005_jefferson.html;76-80;F;;pens;;;emilia-romagna;dip_lic;2;intervista semistrutturata;leva // potevano essere considerati anche dei // partigiani quindi quando eo scappavano sempre // dovevano scappare;capito?;// e questi // #tognini perchè poi in italiano erano diventati i tognini ma // loro ne parlavano in dialetto li chiama~;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;0;;
