Reference;Tok_ID;Doc_ID;Year;Topic;conv_transcription;conv_jefferson;Speaker_Age;età;Speaker_Gender;Place;Provenience;Relationship;Text_Type;Job;Education;N_Speakers;annotation.audio_file;Left;KWIC;Right;Non SD;presenta complementatore;sta per sapere, es. saper dire;;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
KPS001;#1449116;doc#187;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;;F;CZ;calabria;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=4827006&end=4830419;che aspetto a farle ancora? // e sì da aspetta che scendiamo un pochino // eh // eh // no // che c''è un film che era papa ratzi~;mi sa;che è una cagata di film insomma // mh // // eh // ce l''hai presente quello là papa ratzi~? // sì no un pochino sì ma poi // no è;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC011;#1456990;doc#189;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPC011.html;https://search.corpuskiparla.it/corpus/conversations/KPC011_jefferson.html;76-80;;F;AR;toscana;simmetrico;pasto;pens;elem;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC011&begin=1729316&end=1730765;// e vanno in su a piedi // vabbè in giù via de pier della francesca non s''è mai fatta comunque eh // eh sì no no // mh // xx //;mi sa;che ci stanno un pezzo // sì penso de sì // urca // dice che c''è // no questa non te la dico nonna // // xxxx // che me sa che te fa;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS024;#1463319;doc#190;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS024.html;https://search.corpuskiparla.it/corpus/conversations/KPS024_jefferson.html;26-30;;M;CE;campania;simmetrico;pasto;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS024&begin=703778&end=706517;un brutto anno perchè // scusa beh ma perchè? // non ha abortito? // perchè lo volevano // ma è stato non voluto però // no;mi sa;che è stato casuale la la // eh casua~ mh // la mh // diciamo mh // la gravidanza // però una volta avuto // diciamo no~ non si;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS018;#1469744;doc#191;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS018.html;https://search.corpuskiparla.it/corpus/conversations/KPS018_jefferson.html;21-25;;M;MT;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=361690&end=363405;persa l''ho persa in centro // ah // e dopo e quindi non si sa se è la mattina o il pomeriggio no perché // no // niente non lo so;mi sa;che sono anche // due o tre turni cioè due di mattina uno la mattina tipo alle dieci uno verso l''ora di pranzo o poco prima;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS018;#1471870;doc#191;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS018.html;https://search.corpuskiparla.it/corpus/conversations/KPS018_jefferson.html;21-25;;M;MT;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=1012281&end=1018993;di tutte le fonti di tutti i materiali // quindi tu ti devi fare il lavoro per un''altra persona praticamente e in più;mi sa;che si discute in alcune ingegnerie a bologna // comunque l''hanno cambiato il sistema eh? // completamente // vabbè // e;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS018;#1477193;doc#191;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS018.html;https://search.corpuskiparla.it/corpus/conversations/KPS018_jefferson.html;21-25;;M;MT;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=2620252&end=2621775;di sera di notte andiamo a vedere? // no // no non abbiamo non abbiamo la programmazione // // // eh sì // va bene // bah // io;mi sa;che andrò // al ghiaccio non l''hai assaggiato // no non mi va // okay // mi sa che poi prendo il caffé e vado a studiare // va;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS018;#1477211;doc#191;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS018.html;https://search.corpuskiparla.it/corpus/conversations/KPS018_jefferson.html;21-25;;M;MT;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=2625148&end=2627493;// // // eh sì // va bene // bah // io mi sa che andrò // al ghiaccio non l''hai assaggiato // no non mi va // okay //;mi sa;che poi prendo il caffé e vado a studiare // va bene // va bene // allora posso chiudere la registrazione? // sì se vuoi //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN014;#1503593;doc#195;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN014.html;https://search.corpuskiparla.it/corpus/conversations/KPN014_jefferson.html;21-25;;F;RE;emilia-romagna;simmetrico;pasto;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN014&begin=1641280&end=1642440;arrivi il f~ al fondo è caldissimo // ma come funziona la salsina? si pucciano lì dentro o si prende il cucchiaino e xxxx //;mi sa;che si pucciano // buona // sai che mi sono scolato tutta la tua salsa teriyaki così? // quella che mi avevi lasciato;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN002;#1551394;doc#202;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN002.html;https://search.corpuskiparla.it/corpus/conversations/KPN002_jefferson.html;21-25;;F;VE;veneto;simmetrico;pasto;;;5;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN002&begin=1204670&end=1207010;solo tu lei pensa di essere solo lei di esser la più intelligente al mondo // l''abbiamo persa // un po'' // quello è uno o x //;mi sa;che non gli concedono la sedia in più // no // no // eh sono le regole // eh ci dobbiamo dividere // dai adesso divido adesso;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN002;#1551785;doc#202;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN002.html;https://search.corpuskiparla.it/corpus/conversations/KPN002_jefferson.html;21-25;;F;VE;veneto;simmetrico;pasto;stud;laurea in corso;5;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN002&begin=1304850&end=1309060;sei fortu nella // però è bello dà soddisfazione poi gli ho fatto vedere anche // // ma c''è la lim? // son tornata a casa però;mi sa;che la prossima settimana torno su a verona // sì // umh // fortunati // io tipo a matematica ho utilizzato un sacco la lim;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN029;#1560099;doc#204;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPN029.html;https://search.corpuskiparla.it/corpus/conversations/KPN029_jefferson.html;26-30;;F;BO;basilicata;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN029&begin=445866&end=446548;tipo // vabbe // // scelta discutibile ma lui sta a bologna // cioé studia a bologna // o lavora tipo // alessio // eh //;mi sa;di sì // mi sa che // cioé ma dovrebbe andare in facoltà con elena // ma da poco // perché cioé se tu mi dici // sabato sera;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN029;#1560104;doc#204;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPN029.html;https://search.corpuskiparla.it/corpus/conversations/KPN029_jefferson.html;21-25;;F;BO;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN029&begin=446548&end=447005;vabbe // // scelta discutibile ma lui sta a bologna // cioé studia a bologna // o lavora tipo // alessio // eh // mi sa di sì //;mi sa;che // cioé ma dovrebbe andare in facoltà con elena // ma da poco // perché cioé se tu mi dici // sabato sera andiamo in;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN029;#1565608;doc#204;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPN029.html;https://search.corpuskiparla.it/corpus/conversations/KPN029_jefferson.html;21-25;;M;BO;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN029&begin=1866927&end=1868224;// cioè una volta uscita saltellavo tipo // cioé è stato bellissimo // bellissimo // morto // vabbé comunque //;mi sa;che possiamo concludere qua // la registrazione // sì dai trentuno minuti // eccoci qua // allora // eh la prima domanda è;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN009;#1570153;doc#206;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN009.html;https://search.corpuskiparla.it/corpus/conversations/KPN009_jefferson.html;16-20;;M;BO;sicilia;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=46256&end=47204;tutti? // mhmh // mhmh // okay // con cos''è? // quello col polpo // mi prendi quel pezzettino xx? // buono // mh grazie //;mi sa;di plastica // vabbè per quanto abbiamo pagato // in quello rosa cosa c''è? // mh dovrebbe essere quello di vitello e di;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN009;#1570258;doc#206;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN009.html;https://search.corpuskiparla.it/corpus/conversations/KPN009_jefferson.html;21-25;;F;BO;friuli-venezia-giulia;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=109538&end=111025;// okay // per ora son buoni // mh // xx x lo saprebbe sguscia~? // eh eh lo so // è già tanto che non ci ha cagato il xxx //;mi sa;che questo qua dovevo prenderlo là // no no no daniele occhio ti salta s~ addos~ // pepi giù // dai // usa l''ascensore // mh?;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN009;#1570327;doc#206;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN009.html;https://search.corpuskiparla.it/corpus/conversations/KPN009_jefferson.html;21-25;;F;BO;friuli-venezia-giulia;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=135715&end=137408;ehm mannaggia // no ma ma se uno dice noodle gli vengono in mente quelli piccolini // sembra il salmone // eh infatti //;mi sa;che io tra poco vado a prendere la forchetta // io gli spaghetti non li so nemmeno mangiare con la forchetta figurati te;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN009;#1570733;doc#206;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN009.html;https://search.corpuskiparla.it/corpus/conversations/KPN009_jefferson.html;21-25;;M;BO;toscana;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=295681&end=296527;sì ce l''ho messa è collata tutta de fori però in teoria ci sarebbe // dopo per i sacchetti c''erano delle bustine // nel mio;mi sa;di no // aspetta ricontrollo // comunque questi // la consistenza non è male // di cosa sanno? di un caz~ // dove cazzo è? //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN009;#1572133;doc#206;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN009.html;https://search.corpuskiparla.it/corpus/conversations/KPN009_jefferson.html;21-25;;F;BO;friuli-venezia-giulia;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=860163&end=864009;avevo quello più scuro // io il tonno // era il tonno quello // io to~ tonno marinato e cotto // il il salmone cotto // allora;mi sa;che avevano confuso i due perchè salmone cotto invece è tipo // sai tipo c''era // no il salmone cotto è tipo quello che ti;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN009;#1573731;doc#206;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN009.html;https://search.corpuskiparla.it/corpus/conversations/KPN009_jefferson.html;21-25;;M;BO;toscana;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=1384419&end=1390137;aprire sono un disabile // sono proprio un cazzo di disa~ sono un disabile // // wow // vai matte'' // come si presenta? // no;mi sa;che no aspetta no grazie // x // x // con un''altra ottica // ma io // cosa ne pensi? // a me me fa xx // no ma buoni // io pensavo //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN009;#1574701;doc#206;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN009.html;https://search.corpuskiparla.it/corpus/conversations/KPN009_jefferson.html;21-25;;M;BO;toscana;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=1742845&end=1743666;faccio anch''io // io mi sono mangiata tre di questi // fatto xx // quelli sono coi xx // però non so se hai mangiato xx // x //;mi sa;di dove // basta // x xx sti cosi? // eh? // xx xx xx // daniele coi denti // lui apre le birre coi denti dai eh quell''affare //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC004;#1585532;doc#208;2023;libero;https://search.corpuskiparla.it/corpus/conversations/KPC004.html;https://search.corpuskiparla.it/corpus/conversations/KPC004_jefferson.html;26-30;;M;RM;lazio;simmetrico;pasto;uff;laurea;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=126435&end=128820;pagine della nostra vita // però parlando lei con dei suoi amici // che film è le pagine della nostra vita l''ho sentito ma;mi sa;che non l''ho mai visto // quello super romantico che loro c''è la storia d''amore che // poi scrivono que~ // lui scrive;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN020;#1624546;doc#213;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN020.html;https://search.corpuskiparla.it/corpus/conversations/KPN020_jefferson.html;21-25;;M;VE;veneto;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN020&begin=778807&end=782600;abbastanza rustico allora ti fa il prezzo buono e poi ci son quelli // beh chiedo al papà della ale semmai magari;mi sa;dire qual~ cosa volete mangiare? carne? // sì // qualsiasi roba stiamo in compagnia // ma bisogna trovarlo a metà strada;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS003;#1646970;doc#218;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS003.html;https://search.corpuskiparla.it/corpus/conversations/KPS003_jefferson.html;51-55;;F;PE;abruzzo;simmetrico;pasto;uff;laurea;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS003&begin=391340&end=393590;da xx // e perchè non // il docente avrà un tavolo tipo molto ridotto // eh ma // con delle ruote // perchè // eh perchè;mi sa;che sta cosa di spostare // mah boh // e noi avevamo appena finito di quelli lì finito di comprare tutti gli i mobili banchi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1005;#1656732;doc#219;2019;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;;M;TO;friuli-venezia-giulia;asimmetrico;ricevimento studenti;intell;phd;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1621838&end=1624793;è piccolino // questo è po'' tecnichino // o ma questo vediamo forse potre~ // concept of science in india and europe // no;mi sa;che fritz xx troppo difficile // a~ adesso finiamo eh // no no // vediamo vediamo companion to xxxxx vediamo questo // le;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS021;#1672847;doc#221;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;;M;CE;campania;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=3079607&end=3083255;cioè // no sei nipote no // no assolutamente no // che cosa è stato? // è una tegola // un pezzo di tegola // qua un giorno;mi sa;che finiamo come il terremoto di // amatrice // magari quando non ci sarò // ma me lo auguro // sì ma guarda secondo me un;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS021;#1673295;doc#221;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;;M;CE;campania;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=3202593&end=3207413;in realtà sì // no di tumore no // però ha avuto problemi di salute abbastanza // vabbè però quella è una cosa ereditaria;mi sa;che voi avete del problemi ai reni eccetera // problemi ai reni sì // ma prima di avere problemi ai reni lui aveva problemi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD021;#1674427;doc#222;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;26-30;;F;TO;lombardia;asimmetrico;intervista semistrutturata;intell;phd;5;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=260338&end=263163;lacrimoni e // certo ci credo // eh // festa // okay // la domanda dopo è lavori in proprio o sei dipendente ma;mi sa;che // beh dipendente // di entrambi vero? mh mh // dipendente certo // avete sempre fatto lo stesso lavoro? // no;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3014;#1704137;doc#227;2019;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3014.html;https://search.corpuskiparla.it/corpus/conversations/TOA3014_jefferson.html;21-25;;F;TO;lombardia;simmetrico;conversazione libera;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3014&begin=364575&end=366100;quindi tu xxx // ah sei stata da verdi // ma pranzo? avete pranzato insieme? // io ho pranzato lui aveva già pranzato // io;mi sa;che farò comitato sociale // io organizzativo ma perché in realtà ho balzatol'' esecutivo // l'' hai già fatto poi // ah eh;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3014;#1705456;doc#227;2019;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3014.html;https://search.corpuskiparla.it/corpus/conversations/TOA3014_jefferson.html;21-25;;F;TO;lombardia;simmetrico;conversazione libera;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3014&begin=772633&end=773760;novara // vabbè noi dal bunker a piedi il bunker è in barriera // da lì a piedi c'' avem messo dieci minuti // va bene // io;mi sa;che devo andare // grazie eh // oh no mi è caduta la siga // cioè era spenta eh però era finita // okay // tu ti ricordi quando;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA012;#1758291;doc#235;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA012.html;https://search.corpuskiparla.it/corpus/conversations/PBA012_jefferson.html;21-25;;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;disocc;dip_lic;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA012&begin=205140&end=207060;ritorna su cioè // mh // ah okay // ce l''ho il video // io ho il video mi sa mo lo chiedo a anna // vabbè poi ce lo fai vedere // ma;mi sa;che l''ha tipo che l''avevate mandato // non so se su inst~ no su sul gruppo mi sa // davvero // sì forse in quello del del mio;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA012;#1759221;doc#235;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA012.html;https://search.corpuskiparla.it/corpus/conversations/PBA012_jefferson.html;21-25;;F;BO;calabria;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA012&begin=535833&end=538200;// più che i giardini margherita a me piace il parco ahm undici settembre che è quello vicino al cinema lumière // ma ehm;mi sa;che non ci sono mai stata però // sì sì // tipo la sede del dams // è dove ci siamo messi per terra quando siamo andati a magnà;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3008;#1803711;doc#241;2017/18;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;;M;TO;sicilia;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=8990&end=12390;// mio pa~? // tuo nonno? // mio nonno è di là // adesso vado a farmi fare un caffè // bene // mh // questa cosa mi fa male //;mi sa;che mi comprerò un telefono al cinque percento xx // tanto ti si romperà tra due giorni tranquillamente // tranquilla //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN005;#1876546;doc#252;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;21-25;;F;BO;emilia-romagna;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=426550&end=428830;rosa // xx cosa c''è? vuoi andar fuori? // mhmh // rosa mosqueta // dai che chiudiamo eh // vuoi andar fuori? // sì alla fine;mi sa;che sta registrazione fallirà // // // ma va bene cioè // no no // che rottura di palle // ma l''altra? // l''hai finita quella;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB028;#1927431;doc#259;2024;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB028.html;https://search.corpuskiparla.it/corpus/conversations/PBB028_jefferson.html;31-35;;M;BO;emilia-romagna;asimmetrico;intervista semistrutturata;artig;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB028&begin=2523431&end=2524716;ah sì in cattedrale in realtà fanno campanili aperti // si può? // ah okay // fanno le visite // però quando ci sono // no //;mi sa;che fan le visite lo stesso // portano su // ma nessuno suona // tu vedi // no però non è che se si presenta domani lei per dire;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB028;#1927795;doc#259;2024;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB028.html;https://search.corpuskiparla.it/corpus/conversations/PBB028_jefferson.html;31-35;;M;BO;emilia-romagna;asimmetrico;intervista semistrutturata;artig;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB028&begin=2625610&end=2628870;di bologna? // sì // unione campanari bolognesi // che esiste ancora? // ucb // sì // sì sì // se no c''è la stanislao mattei;mi sa;che si chiama // quella di altri? // sì che sono di san lazzaro? casalecchio? // comunque la mattei se comunque cerchi su;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA016;#1934413;doc#260;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA016.html;https://search.corpuskiparla.it/corpus/conversations/PBA016_jefferson.html;16-20;;M;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA016&begin=1210597&end=1212009;è vicino a pesaro però sul mare sì cioè // gradara? // eh non so // fano? // x // no fano è dentr~ xx è dentro fano // no // no fano;mi sa;che è nell''interno // fano no // eh tipo // vabbè adesso non mi ricordo // mh // x // boh io sono al sud delle marche comunque;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2013;#1953793;doc#262;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;31-35;;M;TO;abruzzo;simmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=1104276&end=1107922;allora corsoubria è lunghissima // eh si infatti xxx se // pure quella tipo corso le~ anzi a un certo punto corso umbria;mi sa;che // vaafinire in corso lecce non mi vorrei sbagliare // non sono mai arrivata fi~ // potrebbe essere non son sicura //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3017;#1967113;doc#264;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;;F;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=73328&end=74108;// a parte che // no perché scivola // a parte che pallotti fa anche il coso // l'' aperitivo no? // sì non so come lo fa cioè //;mi sa;che costa // vabbè però è anche // è anche ristorante // quella volta che ci siamo andati noi non c'' era un granché mi pare //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3017;#1968970;doc#264;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=636952&end=638992;vuol dire che ho mangiato e che siamo a tavola // // un giorno ci trascriviamo mentre scopiamo? // daniela // // // //;mi sa;che dobbiam bippare tutto // // tutti i due minuti // no perché? // eh? // // a beh i due minuti // // ti puoi impegnare? // oh;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3017;#1969211;doc#264;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;;F;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=715497&end=718857;xxxx // eh? // la finiremo quando torniamo xxxxxx // che dici che dici l'' uovo? // eh sì // vuoi l'' uovo? // mh mh // ma;mi sa;che dovete parlare forte raga se no dopo andrea non sente // fate normale // // meglio che se non capisco niente scrivo;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3017;#1969742;doc#264;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;;F;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=908942&end=912022;andre // eh beh te lo ricicla da là // ti porto giù quello là tanto non lo mangio mai // intero // io te ne volevo regalare uno;mi sa;che non te lo regalo dopo questa // xx // oddio sono offeso // quanto sei stronzo // se vuoi te ne regalo uno a me non me ne;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
