Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
TOA3011;#36354;doc#2;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3011&begin=1108049&end=1113443;1108049;1113443;TO087;TOA3011;00:23:54;;https://search.corpuskiparla.it/corpus/conversations/TOA3011.html;https://search.corpuskiparla.it/corpus/conversations/TOA3011_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;4;conversazione libera;chiama? // il menarca // menar~ // e tra l'' altro in tutto questo disagio a luglio io la devo eh sterilizzare // sì quindi io;immagino;soltanto sto cane che pure è appena sterilizzato isterico in vacanza con noi // mai voluto un cane nella mia vita // no;1;penso soltanto a sto cane;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA004;#38289;doc#3;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=222440&end=226727;222440;226727;BOR018;PBA004;00:57:15;;https://search.corpuskiparla.it/corpus/conversations/PBA004.html;https://search.corpuskiparla.it/corpus/conversations/PBA004_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;intervista semistrutturata;mai qua a bologna però // ti devi solo abituare un po'' // sì // secondo me è terribile cioè sono pazzi qua a guidare e voi pure;immagino;xxx // allora // // allora per esperieza mia lavorativa che viaggio in tutta italia // bologna è // un paradiso // ah per~;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBA004;#43929;doc#3;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2039410&end=2041730;2039410;2041730;BOR018;PBA004;00:57:15;;https://search.corpuskiparla.it/corpus/conversations/PBA004.html;https://search.corpuskiparla.it/corpus/conversations/PBA004_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;intervista semistrutturata;però sì non ho mai avuto a parte il basket quando ero piccolo non ho mai avuto grandi hobby // mhmh // boh a parte quello // ma;immagino;a questo punto // che eri un~ eri e sei magari un grande appassionato della virtus della cioè lo senti il // il~ il ~ la //;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;0;;
PBA004;#44378;doc#3;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2191880&end=2196930;2191880;2196930;BOI061;PBA004;00:57:15;;https://search.corpuskiparla.it/corpus/conversations/PBA004.html;https://search.corpuskiparla.it/corpus/conversations/PBA004_jefferson.html;21-25;F;;comm;;;emilia-romagna;dip_tec_prof;4;intervista semistrutturata;invece è jamaicano // è bello cattivo // mh // e prima di questo ho fatto // e kungfu // eh un''arte marziale cinese;immagino;comunque voi facendo cinese // // eh meh no e // lì ero anche abbastanza bravina // mh ho fatto nazionali // confermo // le;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOD2001;#50912;doc#4;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2001&begin=811735&end=825910;811735;825910;TO999;BOD2001;00:15:59;;https://search.corpuskiparla.it/corpus/conversations/BOD2001.html;https://search.corpuskiparla.it/corpus/conversations/BOD2001_jefferson.html;26-30;M;;intell;;;piemonte;phd;2;intervista semistrutturata;come al solito cioè se io abito in un posto non è che ho poi tanto interesse a conoscere chi chi viene da fuori perché cioè;immagino;che l'' austriaco di turno avrà il suo giro avrà // mh // mh sì esatto esatto sì poi loro son molto chiusi quindi comun~ molto;1;;; suppongo che l'austriaco di turno avrà il suo giro;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC010;#65143;doc#7;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC010&begin=1552907&end=1556200;1552907;1556200;BOR001;PBC010;00:45:06;;https://search.corpuskiparla.it/corpus/conversations/PBC010.html;https://search.corpuskiparla.it/corpus/conversations/PBC010_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// tu riconosci nell''altro qualità che magari tu non hai // sì // sì sì // e~ ehm ehm // lei dice di essere di bologna quindi;immagino;che abbia lavorato // cioé se è qui da sette anni avrà lavorato prim~ prima in altre // sì ho lavorato parecchio fuori;1;;credo che tu abbia lavorato;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2005;#108082;doc#13;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1002805&end=1003947;1002805;1003947;BO073;BOD2005;00:33:08;;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;F;;stud;;;basilicata;laurea in corso;3;intervista semistrutturata;è una cosa che puoi anche immaginare cioè non che ci sta g~ lo giustifico però // si // no vab~ però uno sa che succede // me lo;immagino;// eh me lo immagino // già prima so che cosa posso trovare // che so uscivo io ogni tanto senza maurizio che aveva da fare //;1;me lo penso;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;non so bene come sostituirlo per il test;
BOD2005;#108087;doc#13;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1004007&end=1004998;1004007;1004998;BO073;BOD2005;00:33:08;;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;F;;stud;;;basilicata;laurea in corso;3;intervista semistrutturata;immaginare cioè non che ci sta g~ lo giustifico però // si // no vab~ però uno sa che succede // me lo immagino // eh me lo;immagino;// già prima so che cosa posso trovare // che so uscivo io ogni tanto senza maurizio che aveva da fare // ma maglie anche;;me lo penso;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;non so bene come sostituirlo per il test;
BOD2006;#113531;doc#14;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2006&begin=805460&end=810160;805460;810160;BO049;BOD2006;00:18:57;;https://search.corpuskiparla.it/corpus/conversations/BOD2006.html;https://search.corpuskiparla.it/corpus/conversations/BOD2006_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;in altre in altre band ecco diciamo vedi questa // e quindi questo cioè la musica ti porta via gran parte del tuo tempo;immagino;// non é che me lo porta via me lo porta in casa é tempo mio sì sì // si // okay // beh sì si prende una bella fetta di tempo // bene;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;
PBA021;#141579;doc#18;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=2475863&end=2477895;2475863;2477895;BOR030;PBA021;00:45:31;;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;va molto va davvero tanto // però sì ascolto generi abbastanza come dire tranquilli ecco // mh // e vai anche a concerti;immagino;// sì // assolutamente sono una patita di concerti // a quali sei andata recentemente? // recentemente ne ho fatti tre //;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOA1001;#156524;doc#21;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=465455&end=469186;465455;469186;BO020;BOA1001;00:37:20;;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;2;ricevimento studenti;non potrei fa~ cioè mh mi sembra difficile d~ raccogliere dei dati così approfonditi // eh su tante scuole anche perché;immagino;che // sì no questo non è possibile infatti cioè le domande del questionario ehmh mh // sì // per altro a risposta aperta;1;;credo che;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2007;#191300;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=726618&end=727547;726618;727547;BO049;BOD2007;00:28:12;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;in centro però // è più raro? // cioè andare in campagna coi miei amici insomma è un'' idea che mi piacerebbe molto // eh;immagino;// feste tutte le sere // però // xxx tutte le sere // bello // no però insomma // e com'' è // alla fine anche andare in una casa;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;
KPS006;#227701;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=215995&end=216955;215995;216955;PKP005;KPS006;00:34:12;;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;"https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html
";56-60;M;;uff;;;basilicata;dip_lic;5;pasto;sarebbe andata via // è grande // non è che // eh // sarebbe stata una cosa // comunque // che sarebbe successa // xxx //;immagino;il papà // eh // anche il papà sta abbastanza male // non è che mi può accusare // che stando in campagna // io non la facevo;1;penso al papà;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS006;#228006;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=320424&end=321395;320424;321395;PKP006;KPS006;00:34:12;;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;81-85;F;;intell;;;basilicata;laurea;5;pasto;questo secondo me // il punto fondamentale è // che cosa dice la gente di questa storia // uh // più che // la cosa in sé //;immagino;// mettili tutti che fai? // è troppo mamma // ma lascia stare // xxx // xxx // di cose // xxx // eh // xx // li congelo;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;
KPS006;#230153;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=1176794&end=1177846;1176794;1177846;PKP004;KPS006;00:34:12;;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;51-55;F;;intell;;;puglia;dip_tec_prof;5;pasto;proprio di questo // lui e // la sua equipe // vabbè il primario del sant''orsola non può essere un cazzone // eh beh lo;immagino;// ma poi le recensioni sono tutte // ottime // così quello lì // della spalla // come si chiama? // rossini // rossi~ //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3012;#272729;doc#37;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=313896&end=315013;313896;315013;TO089;TOA3012;18:02:00;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;4;conversazione libera;poverella // chi? // io // ti sembro fusa? // sì // // eheh vedi? // come aldo proprio // in maniera molto molto simpatica //;immagino;// prova a firmare se riesci // è vero // non lo so bip // bip // non è che bippi te tutto te bippano loro // no no mica si bippano;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;
PBB004;#277324;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=402580&end=404380;402580;404380;BOR005;PBB004;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;abitavo a pianoro ma ero sempre a bologna comunque cioè // mh // e // rispetto cioè quindi prima a pianoro // comunque;immagino;sia un piccolo comune // beh insomma piccolo neanche tanto insomma // è un bel comune // abbastanza grandino c''avrà non;1;;;suppongo sia un piccolo comune;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS021;#286935;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1297600&end=1299246;1297600;1299246;PKP126;KPS021;00:54:20;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;il bene però // vabbè // de gustibus alla fine // lo capisco io adesso cioè nel senso // se razionalizzo capisco perché //;immagino;che tu tip~ metti // un carciofo davanti che a me i carciofi fanno // marò buonissimi // cioè a me anche l''odore dei;1;;;suppongo che tu;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS021;#288838;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1871301&end=1872352;1871301;1872352;PKP127;KPS021;00:54:20;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;F;;stud;;;campania;laurea in corso;3;pasto;le // cioè lei pe~ per lei secondo me il momento // si sentiva // più brutto della sua vita è stato perdere sua figlia // eh;immagino;// cioè ma si vede proprio // che dopo quel momento la sua vita // infatti non ne ha voluto neanche parlare oggi cioé ha;;;;;1;1;;;1;1;;;;;;;;;;;;;;;;;;;;1;;
KPS021;#293133;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=3154422&end=3156425;3154422;3156425;PKP126;KPS021;00:54:20;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;// ua // ma stai scherzando non hai mai sentito parlare del // scuola cadute quelle fatte di amianto // ma l''amianto me lo;immagino;diverso non lo so poi eh // matteo l''amianto l''hai mai visto xx di amia~ eh quel // sì // mi sembra più // x però l''amianto;1;lo penso diverso;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3008;#300745;doc#40;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=3278355&end=3283500;3278355;3283500;TO050;TOA3008;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;21-25;M;;stud;;;campania;laurea in corso;4;conversazione libera;// il barbiere // fa la barba // a chi non la fa da sè // sì // quando la persona non la fa da sè? // cioè lui la fa // quindi;immagino;il barbiere che controlla se lui ti fa la barba da mh da te da sè come si dice // se lui fa la barba da solo // se non ti fai la;1;penso al barbiere;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA015;#310034;doc#41;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=931228&end=933090;931228;933090;TOR006;PTA015;00:37:36;;https://search.corpuskiparla.it/corpus/conversations/PTA015.html;https://search.corpuskiparla.it/corpus/conversations/PTA015_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;di usare // diciamo questa tua // competenza // per fare delle cose sceme? // cioè nel senso tu sei un grafico sai fare //;immagino;delle cose grafiche // l''hai mai usato per fare scherzi o // ma non lo so l''ultima roba che mi viene in mente è un video che ho;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTA015;#311599;doc#41;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=1520875&end=1522360;1520875;1522360;TOI032;PTA015;00:37:36;;https://search.corpuskiparla.it/corpus/conversations/PTA015.html;https://search.corpuskiparla.it/corpus/conversations/PTA015_jefferson.html;21-25;M;;oper;;;friuli-venezia-giulia;dip_tec_prof;2;intervista semistrutturata;casa mh // eh la casa che di sicuro mi è piaciuta di più era quella in cui ero fino a due ani f~ // d~ di più // eh // cinque anni fa;immagino;// mh mh // ehmh // perché aveva il giardino // // okay // però in realtà eh ora abito in un appartamento in un condominio //;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;
PBB007;#324140;doc#43;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB007&begin=1518135&end=1520161;1518135;1520161;BOI024;PBB007;00:37:32;;https://search.corpuskiparla.it/corpus/conversations/PBB007.html;https://search.corpuskiparla.it/corpus/conversations/PBB007_jefferson.html;36-40;F;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;perchè ovviamente se i locali si chiudono // mh // la gente non non insomma va da un''altra parte // a casa a dormire;immagino;// // ci sono anche altre forme cioè i ragazzi anche ognuno in casa sua eh può essere molto più facilmente in contatto con;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;0;;
PBC013;#328816;doc#44;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=919090&end=926090;919090;926090;BOR009;PBC013;01:08:09;;https://search.corpuskiparla.it/corpus/conversations/PBC013.html;https://search.corpuskiparla.it/corpus/conversations/PBC013_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;// e lei ha sempre poi vissuto perché mi diceva nella casa a ca'' de fiori ha s~ ha sempre vissuto lì o adesso non vive più lì;immagino;// no // no no no dunque ho vissuto lì coi miei genitori // okay infatti // ho vissuto lì coi miei genitori intanto;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;0;;
PBC013;#330902;doc#44;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=1763974&end=1770413;1763974;1770413;BOI035;PBC013;01:08:09;;https://search.corpuskiparla.it/corpus/conversations/PBC013.html;https://search.corpuskiparla.it/corpus/conversations/PBC013_jefferson.html;76-80;F;;pens;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;// mh un po'' tutti un po'' in emilia romagna fu particolamente // intensa questa attività ma anche altre regioni le marche;immagino;anche il piemonte immagino // sicuramente in emilia romagna che aveva una forte tradizione anche comunista laddove;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;credo sia anche filler ma non ne sono sicura;
PBC013;#330906;doc#44;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=1763974&end=1770413;1763974;1770413;BOI035;PBC013;01:08:09;;https://search.corpuskiparla.it/corpus/conversations/PBC013.html;https://search.corpuskiparla.it/corpus/conversations/PBC013_jefferson.html;76-80;F;;pens;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;romagna fu particolamente // intensa questa attività ma anche altre regioni le marche immagino anche il piemonte;immagino;// sicuramente in emilia romagna che aveva una forte tradizione anche comunista laddove comunista significa;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOD2018;#363757;doc#49;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2018&begin=1074185&end=1082910;1074185;1082910;BO118;BOD2018;00:28:08;;https://search.corpuskiparla.it/corpus/conversations/BOD2018.html;https://search.corpuskiparla.it/corpus/conversations/BOD2018_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;2;intervista semistrutturata;della città cioè io // sì xx // poi una città come bologna che comunque è una città universitaria // si // cioè io non me lo;immagino;da grande coi miei figli fare una passeggiata per bologna con tutti studenti cioè preferisco farmi una passeggiata a;1;non lo penso;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;non sono sicura di aver fatto bene il test;
KPN014;#412466;doc#59;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN014&begin=699930&end=700550;699930;700550;PKP057;KPN014;00:53:52;;https://search.corpuskiparla.it/corpus/conversations/KPN014.html;https://search.corpuskiparla.it/corpus/conversations/KPN014_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;pasto;misurare cose diverse e solo questo // xxx // e c''è rimasto bene? // sì gli è piaciuto un sacco // bene // era ben piegato //;immagino;// era ben piegato e // fatto eravamo in un circolo lì vicino ai petali // tipo sembra una bociofila // eh // è tipo un grosso;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;0;;
PBB023;#457684;doc#66;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=870110&end=875340;870110;875340;BOR026;PBB023;00:33:46;;https://search.corpuskiparla.it/corpus/conversations/PBB023.html;https://search.corpuskiparla.it/corpus/conversations/PBB023_jefferson.html;21-25;M;;stud;;;sardegna;laurea in corso;4;intervista semistrutturata;male // vanno anche gestiti x // sì assolutamente sì assolutamente sì // sì // eh invece vabbè per il mangiare comunque;immagino;sia cioè li~ come mangiano come gli altri cani no o // sì sì // sì sì assolutamente // sì // assolutamente // noi siamo col //;1;;;suppongo sia;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB023;#460282;doc#66;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=1606310&end=1612767;1606310;1612767;BOI087;PBB023;00:33:46;;https://search.corpuskiparla.it/corpus/conversations/PBB023.html;https://search.corpuskiparla.it/corpus/conversations/PBB023_jefferson.html;51-55;M;;uff;;;emilia-romagna;dip_tec_prof;4;intervista semistrutturata;storicamente l''emilia romagna non è una zona // particolarmente // eh // bigotta diciamo dai // come dire ecco // per cui;immagino;di sì immagino che sia una zona dove rispetto ad altre zone d''italia c''è un po'' più di // ateismo insomma // ci sta ci sta //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB023;#460285;doc#66;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=1606310&end=1612767;1606310;1612767;BOI087;PBB023;00:33:46;;https://search.corpuskiparla.it/corpus/conversations/PBB023.html;https://search.corpuskiparla.it/corpus/conversations/PBB023_jefferson.html;51-55;M;;uff;;;emilia-romagna;dip_tec_prof;4;intervista semistrutturata;l''emilia romagna non è una zona // particolarmente // eh // bigotta diciamo dai // come dire ecco // per cui immagino di sì;immagino;che sia una zona dove rispetto ad altre zone d''italia c''è un po'' più di // ateismo insomma // ci sta ci sta // credo // non lo;1;;credo che sia;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN025;#473634;doc#68;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=1662278&end=1663873;1662278;1663873;PKP110;KPN025;00:31:32;;https://search.corpuskiparla.it/corpus/conversations/KPN025.html;https://search.corpuskiparla.it/corpus/conversations/KPN025_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;4;pasto;// e fa la mamma vuole discutere riguardo al treno // così // quindi hanno avuto questa discussione che // quanto;immagino;abbia parlato solo l''anna // e gli ha detto che non potevano andare giù // eh // dai // ci avrà riflettuto di notte // sì // ci;1;penso abbia parlato solo l'Anna;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA002;#477610;doc#70;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=103250&end=109390;103250;109390;BOR010;PBA002;00:27:58;;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;medievale // figurante // mh // se fai fai tu? stai facendo tu l''intervista grazie // // e // quindi vabbè p~ ehm // quindi;immagino;che non abbiate cioè avete sempre vissuto comunque a san lazzaro e lì in zona non penso bologna eh deduco // no io a bologna;1;;;suppongo che non abbiate mai vissuto comunque a san lazzaro;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA002;#477811;doc#70;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=162440&end=165249;162440;165249;BOR010;PBA002;00:27:58;;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;dai // non so mai girato un po''? // sì // // beh apprezzo // apprezzo // mano male // e non so poi ci sono cose che // tene~ non;immagino;che cose che migliorereste di // son le vostre città // immagino di no // quest~ da come mi dite // mh // da me no // forse //;1;non penso a che cose migliorereste;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA002;#477823;doc#70;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=166580&end=167331;166580;167331;BOR010;PBA002;00:27:58;;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;// mano male // e non so poi ci sono cose che // tene~ non immagino che cose che migliorereste di // son le vostre città //;immagino;di no // quest~ da come mi dite // mh // da me no // forse // stefano // da migliorare // miglio~ i i rapporti tra vicini // //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;non sono sicura al 100%;
PBA002;#477859;doc#70;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=176430&end=177800;176430;177800;BOR010;PBA002;00:27:58;;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;come mi dite // mh // da me no // forse // stefano // da migliorare // miglio~ i i rapporti tra vicini // // quello sì // tu xxxx;immagino;// abbastanza // dipende dai vicini però // si sentiva xx per il lanciafiamme // // lo sapevo // e // invece bologna vabbè;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBA002;#478038;doc#70;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=234650&end=236950;234650;236950;BOR010;PBA002;00:27:58;;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;modi se se non hai una macchina che può entrare in ztl di arrivare in centro in modo comodo ecco // eh sì perchè gli autobus;immagino;sarebbe un po'' // eh l''autobus eh è comodo però se devi tornare tardi // a un certo punto finiscono le corse e // ciao // // da;;; credo sarebbe un po'(...);;1;;;;;;;;;;;;;;;;;;;;1;;;;;0;;
PBA002;#478083;doc#70;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=250080&end=250943;250080;250943;BOR010;PBA002;00:27:58;;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;devi tornare tardi // a un certo punto finiscono le corse e // ciao // // da soli // sì no non è il massimo // x x x // mamma mia //;immagino;// arrivo anch''io quindi // e poi cosa volevo chiedervi? ehm // vabbè e quindi comunque siete cioè per attività che fate;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;
PBA002;#479421;doc#70;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=700920&end=704630;700920;704630;BOR010;PBA002;00:27:58;;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;sotto i portici? // ma eh // diciamo un po'' impazzisce ecco che a volte non non prende // ah // mettiamo il gps // ecco quindi;immagino;che in realtà l''obiettivo non fosse esattamente quello però // eh sì // non so ecco oh finalmente tra l''altro ho trovato;1;penso che in realtà l'obbiettivo (...);;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
