Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PTA001;#832154;doc#118;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1905510&end=1908700;1905510;1908700;PTA001;;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;eh che s''è che un pallone d''oro che se n''è presi un paio di fila in un derby roma lazio // eh maicon // aveva un gran piede però;comunque;insomma // // // eh // se no tendenzialmente hanno sempre le ciabatte // // eh i terzini sono abbastanza buoni sugli stop;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
PTA001;#832531;doc#118;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2021800&end=2024001;2021800;2024001;PTA001;;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;// // al campo dovevo essere tipo la partita era alle due forse xx // ma io c''ero? // non mi ricordo se c''eri quell''anno //;comunque;torno a casa a mezzogiorno e mezza // prendo la borsa all''una vado al campo alle due vado a giocare // sul rinvio del;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTA001;#836834;doc#118;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=3427510&end=3432707;3427510;3432707;PTA001;;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;F;;intell;;;lombardia;phd;3;intervista semistrutturata;così male // quello che cos''è? a che bello sìsìsìsìsìsì // vai // vai // ehi // cosa vuoi? ehi // vai // ma sai poi torino;comunque;anche solo il fatto che la vita costi molto di meno riesci a godertela anche un po'' di più // sì sì sì // mh sta di fatto che;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTA001;#840043;doc#118;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=4872510&end=4875303;4872510;4875303;PTA001;;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;intell;;;piemonte;phd;3;intervista semistrutturata;// tu tu // tu tu malefico tu // prendiamola di cuori e non di picche // mh sì // tieni questi son per te // non lo volevo il tre;comunque;// // non mi serviva // tieni // non te lo volevo dire // te la me~ // te lo metto lì lo stesso // vai // cazzo sei a una carta // eh;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA001;#841026;doc#118;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=5405105&end=5406402;5405105;5406402;PTA001;;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;F;;intell;;;lombardia;phd;3;intervista semistrutturata;di testicolo porca miseria // // qual era l''altra tua? // era la mia questa // era più facile da sistemare quella // dai;comunque;due su due eh // eh // sì // // da qua t''ho smontato tutto // tutti i quattro tutti eh // // ma come cazzo hai fatto a capire? che;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
KPN026;#844558;doc#119;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN026&begin=840035&end=842322;840035;842322;KPN026;;00:38:32;;https://search.corpuskiparla.it/corpus/conversations/KPN026.html;https://search.corpuskiparla.it/corpus/conversations/KPN026_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;4;pasto;un''autostrada cioè // devi uscire in puglia poi fare le stradi~ o no? // eh // eh // è in mezzo ai monti // adesso ci guardo //;comunque;volevo dirvi che rossi è stato molto carino // non so se mi ha scritto // cioè? // perchè gli ha insistito la x // però // mi ha;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPN026;#846436;doc#119;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN026&begin=1443669&end=1445058;1443669;1445058;KPN026;;00:38:32;;https://search.corpuskiparla.it/corpus/conversations/KPN026.html;https://search.corpuskiparla.it/corpus/conversations/KPN026_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;4;pasto;lo guarderò // sì ma guarda che // che se lo cerchi d~ di forlì anche lì te le dà cioè n~ // // vabbè dai // è calda vero? //;comunque;volevo dire che // la bianchi m''ha detto // vengo alle ventuno e quarantacinque perchè prima sono a fare il servizio alla;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS017;#851176;doc#120;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=392465&end=393130;392465;393130;KPS017;;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;16-20;M;;stud;;;sardegna;laurea in corso;4;pasto;gente che ha preso no centodieci e lode // proprio non capiscono niente poi // // // no c''hai ragionissima in effetti sì //;comunque;// vabbè // se devi prende re centodieci e lode prendilo alla magistrale // mi hai tranquillizzato un po'' // sì è buona;;;;;1;;1;;;;;;;1;;1;;;;;;;;;;;;;;1;FATICO;
KPS017;#861102;doc#120;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=2447170&end=2448390;2447170;2448390;KPS017;;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;81-85;F;;pens;;;sardegna;med;4;pasto;buttata // infatti questa // eh no l''abbiamo mangiata comunque // l''abbiamo buttata // // // l''abbiam mangiata;comunque;// anche io ma infatti // però anche lei era un po'' mortificata dice non mi è mai capitato eh vabbè sono cose che succedono;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN001;#890575;doc#124;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=665720&end=674242;665720;674242;KPN001;;00:53:21;;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;21-25;F;;intell;;;abruzzo;dip_lic;2;pasto;ah poi la presentazione cioè claudia mi ha detto // è proprio un''esperienza cioè lo fai oltre che per andare lì a mangiare;comunque;ti fa piacere vedere il clien~ cioè vieni trattato in un determinato modo // avoglia // ehm trovi effettivamente dei;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN001;#891005;doc#124;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=799020&end=805102;799020;805102;KPN001;;00:53:21;;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;21-25;F;;intell;;;abruzzo;dip_lic;2;pasto;me poi non so come vederci io molto poco perchè per me tipo vado in vacanza è fondamentale cosa mangio dove vado // certo o;comunque;appunto tu sei lì sai che c''è un ristorante xx ma anche che può essere // ehm // mh // vai vai // scusa no è che stiamo anche;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBA011;#898569;doc#125;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA011&begin=113265&end=118320;113265;118320;PBA011;;00:39:11;;https://search.corpuskiparla.it/corpus/conversations/PBA011.html;https://search.corpuskiparla.it/corpus/conversations/PBA011_jefferson.html;21-25;M;;comm;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;bologna // e // però non ci farei tutta la mia vita intera ecco // chiaramente // arriva un // a un''età nella vita dove;comunque;cerchi qualcosa di nuovo cerchi una zona nuova un posto nuovo // noi parliamo molto in questo modo qua a zona // è vero //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA011;#898681;doc#125;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA011&begin=148319&end=151191;148319;151191;PBA011;;00:39:11;;https://search.corpuskiparla.it/corpus/conversations/PBA011.html;https://search.corpuskiparla.it/corpus/conversations/PBA011_jefferson.html;21-25;M;;comm;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;che magari vengono da altre zone perchè c''è zona san vitale // zona san donato mh // zona mazzini // eh zona san lazzaro che;comunque;non è molto // eh diffusa zona san lazzaro in un certo senso cioè // mhmh // più si dice più san lazzo o sanna // sanna che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA011;#902241;doc#125;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA011&begin=1170865&end=1172874;1170865;1172874;PBA011;;00:39:11;;https://search.corpuskiparla.it/corpus/conversations/PBA011.html;https://search.corpuskiparla.it/corpus/conversations/PBA011_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;intervista semistrutturata;anche appunto // // beh ci sta // vabbè se mi doveste descrivere tipo un''uscita // bolognese di sera // voi che la girate;comunque;la sera bologna // è dura ah la stiamo cercando anche noi da ventun anni // // perchè? // una serata // nel senso mh dipende;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#907851;doc#126;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=444373&end=444880;444373;444880;BOD2008;;00:30:30;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// gnocco e tigelle è comunque un un ristorante tipico non troppo rustico diciamo // bene // allora ci andremo presto //;comunque;// vi aspetto // è grande il ristorante di tuo padre? // ehm sì lo definirei // ha molti posti o // medio grande diciamo che;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
BOD2008;#908131;doc#126;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=557838&end=562754;557838;562754;BOD2008;;00:30:30;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;opzione // e comunque la zona dove viviamo è una zona comoda per quanto la casa non sia delle più nuove // mh // è una zona;comunque;vicina alle scuole vicina al centro // quindi diciamo che è comoda proprio per i servizi quotidiani che puoi usufruire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#908797;doc#126;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=791693&end=797686;791693;797686;BOD2008;;00:30:30;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;avendo visto anche bologna ma non avendoci vissuto // ovviamente capisci la differenza da una città di provincia a;comunque;una // una città come bologna che sicuramente da tutti i punti di vista può offrire molte opportunità ma non solo;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;0;;
BOD2008;#909523;doc#126;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1043415&end=1049086;1043415;1049086;BOD2008;;00:30:30;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;quanto ormai eh // dove ho fatto questo // eh no non era la terza media forse un anno eran già le superiori primo superiore;comunque;// dove ho fatto questa esperienza dove sono stato in irlanda una // bellissimo // una una settimana appunto per con;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOD2008;#910767;doc#126;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1413416&end=1415616;1413416;1415616;BOD2008;;00:30:30;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;tutto qua per eh // mh per andare via cioè // ci sta // non l'' ho mai sentita come una priorità // mhno capisco // poi mh cioè;comunque;un // un po'' ci~ cioè nel senso ci si pensa però non // mai in modo troppo troppo serio ecco // mh capito ehm // con gli esami;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD2008;#910989;doc#126;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1497237&end=1501488;1497237;1501488;BOD2008;;00:30:30;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;avanzata non sono proprio piccoli piccoli // peròtra l'' altro quest'' anno forse invece abbiamo anche quelli piccolini;comunque;mi sono // ritagliato molto tempo per questo quindi // facendolo tre tre annate alla fine quest'' anno // eh mi occupano;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;0;;
TOC1001;#913409;doc#127;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1001&begin=513358&end=520660;513358;520660;TOC1001;;00:25:01;;https://search.corpuskiparla.it/corpus/conversations/TOC1001.html;https://search.corpuskiparla.it/corpus/conversations/TOC1001_jefferson.html;21-25;M;;stud;;;piemonte;laurea in corso;2;esame;ma io sono andato subito sul sul tragico e così // mhperò c'' è anche questa realtà comunque che va considerata perché // e;comunque;a questo proposito sì mi viene in mente che eh nel caso delle rimesse infatti si parla propriamente di;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD019;#917387;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=503264&end=509154;503264;509154;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;ma allora ti dico anch''io tendenzialmente // cioè vorrei rimanere in questo ambito qua // mhmh // e poi il discorso è che;comunque;cioè mh lo sviluppo software l''informatica è una cosa enorme e ta~ e tante // e diciamo tanti lavori e tante mansioni;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD019;#917520;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=549058&end=551492;549058;551492;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;e un po'' meno // mhmh // ehm cioè // di di realizzazione pratica delle cose // mhmhmh // okay // però in linea di massima;comunque;son felice sì // okay // per cui anche tu comunque rimanendo sempre nell''ambito? // assolutamente sì sì sì sì // ehm;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD019;#917668;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=602366&end=604594;602366;604594;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;36-40;M;;comm;;;piemonte;dip_lic;4;intervista semistrutturata;ero il pivello che faceva queste cose qui le facevo male // adesso mi~ credo di farle un po'' meglio // però noto che;comunque;è questa la tendenza // mhmh // cioè // io ho fatto anche qualche esperienza fuori // e quello che vedi cioè è proprio u~ u~;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD019;#921451;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=1701337&end=1705036;1701337;1705036;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;36-40;M;;comm;;;piemonte;dip_lic;4;intervista semistrutturata;per lavoro sì // okay // è un ogni tanto fare un viaggio // è quella cosa che ti da un po'' di riequilibra un po'' la mente // no;comunque;una cosa se posso aggiungere questa magari // che pirla xx) // no scusa guardavo lui non volevo // xxx // // a~ anche anche;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
PTD019;#922623;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2038770&end=2041466;2038770;2041466;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;corso racconigi // mhmh // e adesso invece sono mh sono lì po~ poco distante via @nomeluogo // okay // okay io abito in zona;comunque;no? è vicino a dove abito io // io non so un cavolo non so neanche dove abito anch''io abito lì allora siamo a posto sì bravo //;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD019;#923060;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2134991&end=2137256;2134991;2137256;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;e cinquanta sì all''etto quindi vuol dire trentacinque euro al chilo // al netto // a~ al al al nerx to x to // suca // vabbè;comunque;stavam dicendo eh // eh perchè ti piace la tua zona // perchè mi piace la mia zona? ma principalmente per il mercato // // no;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD019;#923628;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2268093&end=2275362;2268093;2275362;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;36-40;M;;comm;;;piemonte;dip_lic;4;intervista semistrutturata;trasferiti da da me ( figata) // però c''è il parcheggio c''è devi devi girare un casino per trovare il parcheggio poi;comunque;lo trovi eh e sei felice insomma eh // okay // per te invece? ah scusami stavi finendo? // il // x // no no no vabbè no // bah;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD019;#924347;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2461067&end=2467479;2461067;2467479;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;36-40;M;;comm;;;piemonte;dip_lic;4;intervista semistrutturata;// no in altre zone // in altre zone // perchè sono i miei vecchi amici che insomma abitano un po'' si son spostati però;comunque;arrivano dalla dalla stessa zona // mhmh // quindi barriera? // sì // okay // sì no~ non tutti però comunque adesso uno che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD019;#926178;doc#128;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2976537&end=2981100;2976537;2981100;PTD019;;00:54:47;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;era la domanda? sì // aha // sono contento di torino // al netto di tutto di come è cambiato di come non è cambiato sono;comunque;contento // mhmh // okay // abbiamo quasi finito cosa fate durante il tempo libero? // quale tempo libero no no;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN027;#948201;doc#131;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=517058&end=519667;517058;519667;KPN027;;00:23:56;;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;2;pasto;macchina // è bravo // così allora invece di fargli il regalo // gli ha fatto tutte le foto // gli ha fatto tutte le fo~ // che;comunque;se prendevi un fotografo ti partivan dei gran soldi // quindi è xx bel regalo // // allora niente // avevamo aperto sta;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN027;#949267;doc#131;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=814518&end=815271;814518;815271;KPN027;;00:23:56;;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;2;pasto;alla fine io e sara siamo amiche da sette anni // per i primi due tre anni // non abbiamo avuto tutto sto rapporto // perchè;comunque;// era ancora poco che erava~ // beh eravate piccole ancora // esatto // eravamo piccole eravamo poco che eravamo amiche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB011;#960272;doc#133;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB011&begin=278473&end=282933;278473;282933;PBB011;;00:22:57;;https://search.corpuskiparla.it/corpus/conversations/PBB011.html;https://search.corpuskiparla.it/corpus/conversations/PBB011_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;e // per // per quel che riguarda comunque sempre il lavoro a bologna // ehm // credi che sia un buon posto per lavorare o t~;comunque;anche ti vorresti anche trasferire perchè // magari dici non so qua a bologna non trovo più di tanto // no bologna eh // con;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB011;#960895;doc#133;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB011&begin=475977&end=480100;475977;480100;PBB011;;00:22:57;;https://search.corpuskiparla.it/corpus/conversations/PBB011.html;https://search.corpuskiparla.it/corpus/conversations/PBB011_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;// e i tuoi amici sono ancora // ehm in a potenza oppure hai trovato anche degli amici anche qua a bologna // allora // mh // o;comunque;hai hai dei hai mantenuto i rapporti con i tuoi amici // diciamo // ho mantenuto dei rapporti con pochissime persone;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
PBB011;#962316;doc#133;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB011&begin=943177&end=948673;943177;948673;PBB011;;00:22:57;;https://search.corpuskiparla.it/corpus/conversations/PBB011.html;https://search.corpuskiparla.it/corpus/conversations/PBB011_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;di più quando c''è caldo // sì // e x quindi passi sotto i portici // sempre // mhmh // ehm // mh sei d''accordo sul fatto che;comunque;adesso i portici sono entrano a far parte della // del patrimonio dell~ dell''unesco? // molto // molto // e secondo te;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB022;#972471;doc#134;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2428996&end=2433800;2428996;2433800;PBB022;;00:58:37;;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;;artig;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;capito adesso comunque un po'' per la questione del del turismo che dicevamo no // mh // ehm c''è comunque gente ci sono;comunque;negozi aperti l~ l~ cioè la vita continua comunque abbastanza normalmente // invece una volta il mese di agosto era un;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB022;#976200;doc#134;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=3432330&end=3440980;3432330;3440980;PBB022;;00:58:37;;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;;artig;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;mh eh più persone e quindi lo spettacolo è più dato dalle persone che non dalla trasformazione del del carro // mhmh // e;comunque;appunto ogni carro ha un titolo e mh eh e nel suo spillo poi nella sua trasformazione dà un un un significato un commento //;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PTD012;#978895;doc#135;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=798639&end=803286;798639;803286;PTD012;;01:55:04;;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;;intell;;;lazio;laurea;2;intervista semistrutturata;gli dicevamo ragazzi ma state in italia cioè di là è peggio // nel senso che di là la domanda d''asilo non ve la fanno // di là;comunque;c''avete le impronte prese in italia per cui comunque vi acchiappano e vi rispediscono quantomeno in italia // certo //;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD012;#979112;doc#135;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=849349&end=853661;849349;853661;PTD012;;01:55:04;;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;;intell;;;lazio;laurea;2;intervista semistrutturata;ma io voglio andare in fra~ allora molti perchè c''hanno gli amici lo zio il cugino i parenti // ed effetti~ // molti perchè;comunque;la francia è al netto del fatto che sono di destra anche loro // un paese più accogliente // e soprattutto che ti fa sognare;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD012;#980142;doc#135;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=1111447&end=1115873;1111447;1115873;PTD012;;01:55:04;;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;;intell;;;lazio;laurea;2;intervista semistrutturata;nero qua ce l''han tutti con me vaffanculo me ne vado // certo // di là comunque siamo di più // mi mimetizzo meglio // di là;comunque;si parla la mia lingua e se tu devi fare il clandestino è meglio farlo in un paese di cui capisci anche // qualunque mezza;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD012;#986898;doc#135;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=3337720&end=3338502;3337720;3338502;PTD012;;01:55:04;;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;;intell;;;lazio;laurea;2;intervista semistrutturata;questa fettina perchè poi anche lìmh secondo me non è neanche giusto // dire ah è tutto movimento no tav magari // perchè;comunque;// in valle sono già ospiti da // due o tre anni // un duecento persone // con il progetto di microaccoglienza diffusa // e;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD012;#988864;doc#135;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=3894996&end=3898175;3894996;3898175;PTD012;;01:55:04;;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;;intell;;;lazio;laurea;2;intervista semistrutturata;fuori // certo // magari poi l''opinione pubblica qualcosa // anche in termini economici te la te la dimostra pure // e;comunque;tu non vai a sciare in un posto dove c''hai // i ragazzini che dormon fuori in tenda nella neve // certo // quindi // quello è;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
