Reference;Token number;Document number;Anno di raccolta;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;annotation.audio_file;Left;KWIC;Right;Non SD;Test dell'omissione;Test della reggenza sintattica;Test prosodico;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PTA018;#169610;doc#22;;2958455;2961860;TOR006;PTA018;;;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2958455&end=2961860;le otto // okay // poi // poi cosa capita? // striscia la notizia fazio // la domenica // okay // quindi li guardi alla sera;diciamo;ovviamente perché di giorno // sì sì // poti le piante // non la accendo no // ehm // altre cose della croce rossa che si; ;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBA003;#171844;doc#23;;458088;462230;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=458088&end=462230;oppure // ma secondo me sì // però // quello che ho notato perlomeno nel mio corso di laurea è che questo corso era //;diciamo;la prosecuzione logica // mhmh // fisiologica del corso di laurea precedente della triennale e quindi chi aveva; ;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PBA003;#172540;doc#23;;813366;817006;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=813366&end=817006;la trovavo diciamo un''idea stimolante // mhmh // anche conoscere un po'' // altre università altri sistemi // ehm // però;diciamo;che alla fine ehm // per via delle selezioni bologna è stata la prima che mi ha // che mi ha presa diciamo // e quindi alla;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA003;#172952;doc#23;;1016170;1019816;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1016170&end=1019816;la città // e diciamo che anche adesso che faccio il dottorato comunque i ritmi sono un po'' più flessibili // e quindi sì;diciamo;che adesso mi trovo un po'' meglio // cioè sto cercando adesso di rendere diciamo anche la città un po'' più mia vorrei;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA003;#173216;doc#23;;1122686;1127897;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1122686&end=1127897;voglio andare a cena fuori // e diciamo che mi sento un po'' più libera di farlo invece magari prima // stavo cioè un po'';diciamo;in ristrettezza o comunque mi sentivo in dovere di // spendere il meno possibile anche per i miei genitori che; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA003;#173876;doc#23;;1400529;1405199;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1400529&end=1405199;da qui però neanche più di tanto più vicino all''università // e quindi devo informarmi sui costi adesso // e il problema;diciamo;è sempre avere lo strumento a casa // perchè se vado a lezione poi dopo a casa però dovrei esercitarmi // mhmh // quindi mi; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA003;#174984;doc#23;;1882166;1886603;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1882166&end=1886603;un giorno fa siamo cioè eravamo solamente io e matteo // quindi // cioè // il professore praticamente non c''è quasi mai;diciamo;// mh proprio in sede // o comunque non è che viene nel nostro piano seminterrato a farci un saluto e a vedere se; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA003;#175474;doc#23;;2108571;2111912;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2108571&end=2111912;delle attività altre sportive di qualsiasi tipo // perchè // cioè riteneva che ehm avendo un qualcosa che si possa //;diciamo;iniziare e finire anche nel breve tempo // fosse comunque // come dire? più mh // non mi viene il termine // più //; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA003;#176263;doc#23;;2472487;2475826;BOI056;PBA003;;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2472487&end=2475826;punto però // vabbè poi dopo ritornati dalle vacanze estive // so'' ritornati anche tutti gli altri studenti quindi;diciamo;che // la capienza era più o meno // al massimo // e quindi sì // però quindi nonostante non potessi andare tutti i giorni in;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOC1003;#180973;doc#24;;1010104;1021275;TO006;TOC1003;;;https://search.corpuskiparla.it/corpus/conversations/TOC1003.html;https://search.corpuskiparla.it/corpus/conversations/TOC1003_jefferson.html;56-60;M;;intell;;;piemonte;phd;2;esame;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1003&begin=1010104&end=1021275;va bene i tipi li abbiamo individuati // direi che è sufficienteehmh direi che la sua è una buona preparazione mhmh //;diciamo;che semmai eh eh è il problema della sua esposizione che risulta un po'' ehmh neh non direi confusa perché la confusione è;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2007;#189817;doc#26;;271165;276951;BO052;BOD2007;;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=271165&end=276951;grande aveva eh ha preso il diploma lei quindi tutto il giorno sta a suonare il flauto traverso // ah // e quindi insomma eh;diciamo;che io mi mi faccio sentire molto meno di di lei quando suono // ehm // ehm // nel nel tuo quartiere ci sono ci abitano anche;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2007;#190270;doc#26;;414372;416768;BO052;BOD2007;;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=414372&end=416768;oppure // no son sempre sempre stato lì // da quando sei nato? // mh mh sì // e hai notato cambia~ cambiamenti in casa // eh io;diciamo;che // a parte la tua camera // diciamo che io cerco di portar dei cambiamenti però la mia famiglia non è molto d'' accordo;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2007;#190408;doc#26;;450220;452473;BO052;BOD2007;;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=450220&end=452473;ruba gli spazi // no no no eh // alla fine con le sue amiche cioè viene solo alcune volte non non viene sempre // eh poi si cioè;diciamo;che anche // anche l'' arredamento~ cioè è una casa abbastanza vecchia perché oramai avrà trent'' anni cioè bisgonerebbe;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2007;#191060;doc#26;;647663;656909;BO052;BOD2007;;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=647663&end=656909;// no perché con le mie cose cioè sono molto pignolo anche // sì // però cioè son le mie cose e quindi sono mie // eh e si cioè;diciamo;che poi vabbè andare a vivere con altre persone cioè ognuno insomma deve fare le sue cose eh // ha i suoi impegni e insomma;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2016;#232663;doc#32;;98851;103766;BO119;BOD2016;;;https://search.corpuskiparla.it/corpus/conversations/BOD2016.html;https://search.corpuskiparla.it/corpus/conversations/BOD2016_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2016&begin=98851&end=103766;// no no no no assolutamente // ah okay ah quindi è un po'' meno // per quanto riguarda spazi in comune magari meno vissuta;diciamo;// pochi spazi zero sì sì // eh vabbè comunque con le coinquiline ti trovi bene come rapporto tra di loro // sì diciamo; ;;;;1;;;;;;;;;;;;;;;;;;;1;;;;1;;1;;
BOD2016;#232687;doc#32;;108862;120020;BO120;BOD2016;;;https://search.corpuskiparla.it/corpus/conversations/BOD2016.html;https://search.corpuskiparla.it/corpus/conversations/BOD2016_jefferson.html;26-30;M;;stud;;;puglia;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2016&begin=108862&end=120020;diciamo // pochi spazi zero sì sì // eh vabbè comunque con le coinquiline ti trovi bene come rapporto tra di loro // sì;diciamo;abbastanza bene per quel poco che vivo in casa diciamo che una convivenza una convivenza non convivenza perché; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTB026;#238577;doc#34;;136103;137793;TOR002;PTB026;;;https://search.corpuskiparla.it/corpus/conversations/PTB026.html;https://search.corpuskiparla.it/corpus/conversations/PTB026_jefferson.html;26-30;M;;intell;;;piemonte;phd;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB026&begin=136103&end=137793;// no no solo quello poi se mi mette anche qui sottoscritto nato a // residente in vabbé solo perché // per identificarvi;diciamo;// #sì ma a chi va susì? // ah mi // questo é perché se arriva un controllo e io non vi ho fatto firmare questo foglio // #fan an; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTB026;#247864;doc#34;;3964803;3970905;TOR002;PTB026;;;https://search.corpuskiparla.it/corpus/conversations/PTB026.html;https://search.corpuskiparla.it/corpus/conversations/PTB026_jefferson.html;26-30;M;;intell;;;piemonte;phd;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB026&begin=3964803&end=3970905;pensione // #eh beh stan bin // eh // sì // vabbé lei faceva cioé non é che era nella dirigenza diciamo faceva l''impiegata;diciamo;// eh beh però insomma eh beh // #eh beh ma stan bin alora // eh // sì diciamo che // #non é cume nui operai ed la madona // tutti; ;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;
PBB001;#263713;doc#36;;285254;291303;BOI002;PBB001;;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;51-55;F;;comm;;;estero;dip_lic;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=285254&end=291303;con // la una nostra una un''amica nonchè mamma di un compagnetto di dani che ha avuto un incidente // mh mh // e siccome poi;diciamo;che dalla gravità dell''incidente non era detto che si salvasse // sì // quando è riuscita a camminare // siamo andati;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB001;#264420;doc#36;;517572;521696;BOI002;PBB001;;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;51-55;F;;comm;;;estero;dip_lic;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=517572&end=521696;// e poi ci siamo spostati piano piano verso via murri attra~ sì // mh // in @nomeluogo poi dopo arrivando fin qua quindi;diciamo;questa è // sì // sì // da poco che abitiamo qua // mhmh // e ti piace preferivi san lazzaro preferivi // sì // no quest~ mh; ;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PBB004;#278842;doc#38;;886350;891290;BOR005;PBB004;;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=886350&end=891290;un po'' di allenamento // sì sì ci vuol l''ambulanza per me // levi ambulanza anzi // levi ambula~ // e poi da lì c''è anche // da;diciamo;dal di lato c''è anche tutta la vista su tutta bologna // no è bella // sì sì sì // che si vede anche l''aeroporto // sì // anche; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOA3008;#296990;doc#40;;2134341;2139655;TO052;TOA3008;;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=2134341&end=2139655;esistenti // ah e quindi lui l'' ha interpretato come se fosse xx xx // di giacomo noventa che che era il suo maestro;diciamo;no? con cui mh // ah sì // e invece // // e invece e era giacomo magrini che era un unmh // e questa cosa pesava cioè xx xx x // sì; ;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOA3008;#297084;doc#40;;2158410;2166436;TO052;TOA3008;;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=2158410&end=2166436;// se è è che non ho detto cose pazzesche ho detto cose abbastanza mh che ne~ che per gli addetti ai lavori sono chiare;diciamo;// il punto è che come le hai messe insieme xx xx un conto è quello che hai detto cioè magari il tuo intervento è stato bello; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTA015;#307970;doc#41;;137097;140770;TOI032;PTA015;;;https://search.corpuskiparla.it/corpus/conversations/PTA015.html;https://search.corpuskiparla.it/corpus/conversations/PTA015_jefferson.html;21-25;M;;oper;;;friuli-venezia-giulia;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=137097&end=140770;con @nomeazienda // e lì che cosa facevi concretamente? // eh lì in realtà avendo avuto poco tempo per // apprendere;diciamo;come funzionava il macchinario e tutto // mh mh // ero solo a sostegno // eh in questo periodo che avevano uneh // un grande; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PTA015;#308053;doc#41;;171426;173360;TOI032;PTA015;;;https://search.corpuskiparla.it/corpus/conversations/PTA015.html;https://search.corpuskiparla.it/corpus/conversations/PTA015_jefferson.html;21-25;M;;oper;;;friuli-venezia-giulia;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=171426&end=173360;// okay // un lavoro manuale // sì // possiamo dire okay // ehmh // hai mai pensato di metterti in proprio? // eh sì // però;diciamo;non in questo ambito // mh mh // perché ho studiato musica continuo a studiare musica e quindi in realtà // ehmh // sto; ;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PTA015;#308354;doc#41;;295571;297400;TOI032;PTA015;;;https://search.corpuskiparla.it/corpus/conversations/PTA015.html;https://search.corpuskiparla.it/corpus/conversations/PTA015_jefferson.html;21-25;M;;oper;;;friuli-venezia-giulia;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=295571&end=297400;la scuola per avere quel pezzo di carta e per poter mandare il curriculum // in queste scuole // se uno volesse farlo;diciamo;come // privato aprire una scuola di musica // il discorso è diverso perché comunque bisogna avere // eh // dei soldi per; ;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;0;;
PTA015;#310279;doc#41;;1023110;1026278;TOR006;PTA015;;;https://search.corpuskiparla.it/corpus/conversations/PTA015.html;https://search.corpuskiparla.it/corpus/conversations/PTA015_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=1023110&end=1026278;// no // // // ti voglio fare una domanda un po'' // s~ mh più concettuale // allora il tuo lavoro è di grafica no? // quindi è;diciamo;arte applicata possiamo dire? // ti daresti mai all''arte in quanto o~ arte // cioè non so dipingi // disegni // eh cioè con; ;;;;1;;;;;;;;;;;;;;;;;;;1;;1;;;;1;;
