Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1: Regge qualcosa come una subordinata o un obliquo?;Test 2: Ha un soggetto?;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;;
KPN003;#725202;doc#103;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=1948640&end=1949588;1948640;1949588;KPN003;;00:50:14;;https://search.corpuskiparla.it/corpus/conversations/KPN003.html;https://search.corpuskiparla.it/corpus/conversations/KPN003_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;pasto;lì attaccato // mhmh // un po'' rock // mh // mhmh // è un po'' da halloween // tanto a halloween sarà tutto chiuso // a me;va bene;// è che era bello andare al buco ad halloween // mh // quella festa // era un a~ l''anno scorso // che bello // il più bello è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
PBB008;#731193;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=809830&end=815075;809830;815075;PBB008;;00:56:39;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;46-50;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;futura classe dirigente andare in giro in giacca e cravatta o che ne so io come // negli anni sessanta ma anche no insomma;va bene;ma invece di sentirsi // mh dei~ l''avvenire di questo paese comunque // vanno in giro a bere birra e pisciare per strada //;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;
BOC1002;#740209;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=846843&end=848170;846843;848170;BOC1002;;00:28:44;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;41-45;M;;intell;;;emilia-romagna;phd;2;esame;cioè la numerazione dei periodici lei è stata a lezione? // no // allora non gliela facio perché non la xxx // allora //;va bene;attenta // è fatta bene e sono contento attenta a queste // precisazioni eh perché la bilbiografia èmh molto pre~ molto;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;;;
BOC1002;#740830;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=1045206&end=1051410;1045206;1051410;BOC1002;;00:28:44;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;41-45;M;;intell;;;emilia-romagna;phd;2;esame;di marco // mh mh // la biblioteca spiegata agli studenti universitari // ehmh la biblioteca di marco guerrini // mh //;va bene;allora due domande uno da dal manuale il manuale mi dice per favore che cos'' è una bibliografia nazionale? // mh mh // ehmh;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;
BOC1002;#741391;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=1221056&end=1222890;1221056;1222890;BOC1002;;00:28:44;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;2;esame;di tipografia dove sono finiti? // non non ne ho idea // adesso lei si informa e mi sscrive una mail per favore // mi infor~;va bene;// si informa dalla zia // va bene va bene // e dice che il bianchi che è un'' appassionato di tipografia // che comunque è //;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;
BOC1002;#741401;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=1222968&end=1224580;1222968;1224580;BOC1002;;00:28:44;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;2;esame;non ne ho idea // adesso lei si informa e mi sscrive una mail per favore // mi infor~ va bene // si informa dalla zia // va bene;va bene;// e dice che il bianchi che è un'' appassionato di tipografia // che comunque è // ehmh vuol sapere dove son finite le sue i;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;
BOC1002;#741432;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=1231184&end=1232620;1231184;1232620;BOC1002;;00:28:44;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;2;esame;che è un'' appassionato di tipografia // che comunque è // ehmh vuol sapere dove son finite le sue i suoi materiali //;va bene;glielo chiederò // perché se sono in un magazzino // perché comunque ero piccolina avevano insomma era quasi alla fine;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
BOC1002;#741495;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=1244011&end=1244797;1244011;1244797;BOC1002;;00:28:44;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;2;esame;// boh non anni settanta o ottanta credo // lei si informi magari le dicono che le hanno messe in una casa di campagna e //;va bene;// mh mh // e sono materiali imporanti // va bene allora glielo chiederò // quindi il tipografin origine era il tipografo;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
BOC1002;#742701;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=1689570&end=1692216;1689570;1692216;BOC1002;;00:28:44;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;2;esame;// mh mh // che mi è piaicuto molto quindi la volevo dare ma poi // ho pensato e ho detto // se l'' è giocata lì // no ma;va bene;almeno almeno l'' imparo // che mi servirà // allora le chiedo la sua password senza digitare invio però eh // sì // aspetti;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
PTD001;#747090;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1500087&end=1503141;1500087;1503141;PTD001;;00:51:20;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;// con l''alcool con queste robe qua allora dici speriamo il padre eterno solo che non succeda nien~ // eh ma no ma non;va bene;troppa libertà tro~ // dopo quando si trovano i figli così uguale allora // come ha detto papa francesco è meglio che non;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
PTD001;#749252;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=2204959&end=2208481;2204959;2208481;PTD001;;00:51:20;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;facciamo come vuoi tu e chiudiamola lì eh e // sì per cercare di // e bon e finisce ma è non è proprio per cercare di dire // eh;va bene;chiudiamola è proprio per dire // sì // vabbè facciamo come dici tu o facciamola finita // vabbè facciamolo andare //;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;;;
PBB005;#761258;doc#107;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2368794&end=2370441;2368794;2370441;PBB005;;00:46:48;;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;// x aspetta no no che rispondo // non posso ti chiamo fra un po'' // madonna // mah // // brutalità // // // no no vabbè // mh //;va bene;e per il solo // una cosa per il lavoro c~ ehm // cioè è stato è stato faticoso trovare // lavoro a bologna? cioè // ci sono;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;;;
BOA3020;#770393;doc#109;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3020&begin=639090&end=641320;639090;641320;BOA3020;;00:22:52;;https://search.corpuskiparla.it/corpus/conversations/BOA3020.html;https://search.corpuskiparla.it/corpus/conversations/BOA3020_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;1;conversazione libera;// // // beh detta così brutalmente // no che non mi sembra una cosa negativa // grazie del supporto // se se va bene;va bene;se va male va mh // esatto // normale // ti togli // aprire un canale youtube // youtube? // no non mi // sì // secondo me è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#774315;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=376476&end=376924;376476;376924;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;// e allora lo chiarisco subito // sostenga // il contrario cioè le anime son xx create individualmente da dio ex novo //;va bene?;// e il bambino // gli viene inf~ sufflata la vita dallo spirito vitale la sua anima personale e indivudale da dio //;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#774548;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=452705&end=453345;452705;453345;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;verranno alcune condannate mentre le anime dei musulmani saranno bene o male tutte salvate e raggiungeranno allah //;va bene?;// nel // in paradiso // eh // tra l'' altro // i bambini // e i mar~ così come i martiri i bambini che sono innocenti così come i;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#775180;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=674994&end=676234;674994;676234;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;certo però sto solo dice~ questo deve chiarire questo punto qua e poi dire lo approfondiremo in seguito // sì okay // okay;va bene;// mh? // il culto xx posso spiegarlo in breve o è // in breve sì non dobbiamo andare troppo fuori strada dobbiamo;;;;;1;1;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;
TOA1006;#775312;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=718464&end=719124;718464;719124;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;un'' idea un articolo // un altro tema un altro articolo // un'' altra spunto teorico un altro articolo // va bene? // okay //;va bene;// eh e invece ovviamente in un libro ci sono i capitoli // in una tesi ci sono i capitoli // si possono affrontare anche;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;
TOA1006;#775347;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=729629&end=730140;729629;730140;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;i capitoli // in una tesi ci sono i capitoli // si possono affrontare anche temi prospettive differenti // mh? // okay //;va bene?;// va bene allora adesso x un po'' sta parte // quindi accenni al culto xx direttamente collegato // al~ al~ la questione;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#775350;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=729629&end=732061;729629;732061;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;// in una tesi ci sono i capitoli // si possono affrontare anche temi prospettive differenti // mh? // okay // va bene? //;va bene;allora adesso x un po'' sta parte // quindi accenni al culto xx direttamente collegato // al~ al~ la questione dei bambini;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;
TOA1006;#775399;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=743587&end=744396;743587;744396;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;dei bambini e della // diversità non in generale al culto xx // se non è collegato // okay // e non so se è colelgato //;va bene;// mh sì // no // no // in questo momento non è collegato lo collego e non faccio il paragrafo // e una cosa unica // va bene //;;;;;1;;;;;1;;;;;1;;;;;;;;;;;;;;;1;;;;
TOA1006;#775431;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=755120&end=756610;755120;756610;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;// mh sì // no // no // in questo momento non è collegato lo collego e non faccio il paragrafo // e una cosa unica // va bene //;va bene;solo per // quindi aggiungo questa cosa e collego quest''altra // invece poi devo collegare anche l'' introduzione ma;;;;;1;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;
TOA1006;#775548;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=789893&end=790534;789893;790534;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;e poi deve fare attenzione // al linguaggio alla scrittura noi non abbiamo fretta quindi facciamoli per bene // x sì //;va bene?;// come non abbiamo fretta certo che abbiamo fretta // perché? // mi devo laureare a marzo // ma ce la facciamo xxx deve;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#775601;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=802011&end=804855;802011;804855;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;scrivere ancora cinque pagine // eh sì // eh sì mio dio // ah // mi sa che dovrò tagliare tanto poi // dieci toh dieci pagine;va bene?;// io scrivo poi tagliamo // no // no // no // no no no lei pa~ e allo~ // funzione così quando si scrive qualcosa che sia;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#775975;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=923278&end=925690;923278;925690;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;ah no questo è il mio no scusi no no no il suo è // il suo è // di più d~ dodici addirittura // troppo // no sei // sì eh troppo sì sì;va bene;// vabbè ma eh venti deve essere compreso l'' indice la // s~ se ci un po'' di più // v~ non t~ sì mh una ventina con l''indice ne ha;;;;;1;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;
TOA1006;#776026;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=937647&end=938280;937647;938280;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;// v~ non t~ sì mh una ventina con l''indice ne ha scritto no ne ha scritte // po~ po~ poche in realtà // no okay // sette otto //;va bene;// conteggio parole // sono sette cartelle // va bene? // x devo scrivere cinqua~ cinqua~ cinquantami~ no // sì al;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;
TOA1006;#776059;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=951068&end=951568;951068;951568;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;x devo scrivere cinqua~ cinqua~ cinquantami~ no // sì al massimo cinquantamila sì // cinquantamila okay // va bene? //;va bene;// al ma~ con tutto con la bibliografia e tutto ci~ // ma al massimo eh // quindi quarantamila van bene // okay // okay? // va;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#776087;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=960434&end=960831;960434;960831;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;// al ma~ con tutto con la bibliografia e tutto ci~ // ma al massimo eh // quindi quarantamila van bene // okay // okay? //;va bene;// va bene? // va bene allora ci sentiamo presto // devo farle vede~ aspetti // ecco deve? // una curiosità personale;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#776625;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=1125867&end=1126432;1125867;1126432;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;il nome completo // xx // okay // oppure non lo proprio ma non l'' iniziale puntata // vabbè in questo caso lo metto perché //;va bene?;// quest~ lì penso che sia xx // gesù // e lì andreas // zempleni // sì andreas è scritto co~ // andreas sì sì andreas sì x //;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA1006;#776960;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=1242948&end=1243546;1242948;1243546;TOA1006;;00:45:54;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;si possono fare dei collegamenti partendo dal presupposto che ci vuole una certa cautela e non saranno mai perfetti //;va bene?;// che uno sciamano no è uno schizofrenico è uno sciamano // okay // che però abbia una personalità scissa doppia // e sia;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;
