Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;"Omissione: omettendo ""sai"" cambia il senso della predicazione";"Sintassi: ""sai"" regge una subordinata secondaria (es. sai che…)";"Prosodia: ""sai"" non costituisce un'unità prosodica indipendente";SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;Macrofunzioni;Microfunzioni
PBB033;#113646;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=536459&end=538308;536459;538308;BOR037;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;2;intervista semistrutturata;i sette segreti di bologna ne hai sentito parlare // i sette segreti di bologna? ah beh certo io li conosco // cono~;sai;quali sono // sì certo i sette segreti di bologna sono vabbè per me sono alcuni particolari // sì // uno sono // le misure;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB033;#115057;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=974939&end=979573;974939;979573;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;tantissimi trenini effettivamente o bus eh // sì sì ce n''è uno che va anche a san luca // mh // e me l''han detto alcuni tu li;sai;oddio? ospiti stranieri anche // m''hanno detto che // sì // eh sono stati a san luca col trenino // no sicuramente è una;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB033;#115187;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1029134&end=1032246;1029134;1032246;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;fatti in casa // mhmh // essere fatti sul dito mignolo dovrebbero essere piccolissimi // perché il dito mignolo? // sì //;sai;che sono stati inventati sull''ombelico di venere // mh xi tortellini dicono no? // sì // c''è chi dice che l''hanno;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB033;#115925;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1275371&end=1283413;1275371;1283413;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;// presepe // l''andavamo a vedere in chiesa andavam~ lo facciamo anche noi lo facevamo l''abbiam fatto anche il presepe;sai;con muschio queste cose qui c''era un po'' di partecipazione però // sì // presepe mi ricordo che l''andavamo sempre a;;;;;1;;;;;;;;1;;;;;;;;1;;;;;;;1;;1;;;Interazionale & Metatestuale & Cognitiva;Marcatura della conoscenza condivisa & Esemplificazione & Attenuazione
PBB033;#116504;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1471313&end=1471578;1471313;1471578;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;// ah sì sì no // ehm a bologna è più sentito pasqua natale il carneva~ ah che esa~ tipo il carnevale com''è festeggiato? //;sai;// se è festeggiato // il carnevale sì ma i carnevali poi più famosi sono quelli della periferia quello di san giovanni in;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;
PBB033;#116716;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1531880&end=1535540;1531880;1535540;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;per il resto era più sentito natale natale era la festa più grande che c''era a bologna // mhmh // sì // più grande che dicevo;sai;natale con i tuoi e pasqua con con chi vuoi // // per cui pasqua potevi anche andare via decidere di fare delle cose insomma;;;;;1;;;;;;;;1;;;;;;;1;;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Marcatura di citazione/discorso riportato
PBB033;#118101;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1984767&end=1986558;1984767;1986558;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;ce ne sono tu li conoscerai // sì sì sì // e il tuo locale preferito dove mangiare a bologna qual è? // quello che più mh // ma;sai;io // preferisci // una volta mangiavo volentieri da vito perché poi sai lì si si giocava a carte poi c''era sempre musica;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;1;;1;;;Metatestuale & Cognitiva;Filler, riempimento dei tempi di formulazione & Attenuazione
PBB033;#118114;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1987756&end=1993594;1987756;1993594;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;a bologna qual è? // quello che più mh // ma sai io // preferisci // una volta mangiavo volentieri da vito perché poi;sai;lì si si giocava a carte poi c''era sempre musica sai // andavi lì a mezzanotte perché io // ho lavorato sai che facevo il;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB033;#118125;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1987756&end=1993594;1987756;1993594;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;io // preferisci // una volta mangiavo volentieri da vito perché poi sai lì si si giocava a carte poi c''era sempre musica;sai;// andavi lì a mezzanotte perché io // ho lavorato sai che facevo il turno al radio taxi di sera delle volte prendevo su le;;;;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
PBB033;#118136;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=1996099&end=2002914;1996099;2002914;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;vito perché poi sai lì si si giocava a carte poi c''era sempre musica sai // andavi lì a mezzanotte perché io // ho lavorato;sai;che facevo il turno al radio taxi di sera delle volte prendevo su le telefona~ // mhmh // e smettevo a mezzanotte a;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB033;#118204;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2016398&end=2021256;2016398;2021256;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;;intervista semistrutturata;mangiavamo dove andavano a mangiare gli artisti che facevano teatro al duse // mh sì // stavamo insieme alla notte loro;sai;ci siam divertiti un sacco cantavamo insieme // perché questa era la vita che facevamo a bologna // di notte eh era;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;1;;;Interazionale & Cognitiva;Marcatura della conoscenza condivisa & Marcatura dell'inferenza
PBB033;#118331;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2056806&end=2061821;2056806;2061821;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;così sai bologna è una città di musicisti di tutti i tipi per cui // mh // sì // sì io da vito ho fatto mattina tante volte;sai;e cantando insieme a diciamo tutti // sì // e lì eh oh da vito era era e dev''essere così ancora perché x x // c''avevano i;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB033;#118450;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2098338&end=2103607;2098338;2103607;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;comunque che con con il turismo che c''è anche straniero // sì sì // s sono un po'' dovuti adeguare // parte che;sai;il turismo frequenta più ristoranti turistici per cui // mhmh // le osterie di bologna sono ancora un po'' // eh alcune ce;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
PBB033;#118549;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2134304&end=2140474;2134304;2140474;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;che comunque n nel~ negli ultimi mesi è saltato fuori che comunque // la garisenda è a rischio crollo // eh sì beh vabbè;sai;sono molto attivi una volta sai pro~ eh le torri erano uno simbolo // sì // di potenza delle famiglie per cui tutti;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB033;#118555;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2134304&end=2140474;2134304;2140474;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;mesi è saltato fuori che comunque // la garisenda è a rischio crollo // eh sì beh vabbè sai sono molto attivi una volta;sai;pro~ eh le torri erano uno simbolo // sì // di potenza delle famiglie per cui tutti tendevano a fare la torre a bologna dove;;;;;1;1;;;;;;;1;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
PBB033;#118902;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2252816&end=2258190;2252816;2258190;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;hanno ancora insomma // no no infatti secondo me // ma sai di bolognesi doc ce ne sono pochi anc~ ormai cioè non lo so perché;sai;// sì a bologna sinceramente ci sono più magari fuorisede o persone che comunque // una volta s''incontravano e il;;;;;1;1;;1;;;;1;;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Cessione del turno
PBB033;#119656;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2512980&end=2518833;2512980;2518833;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;doc il portico // sì sì // è un po'' un nido per i bolognesi insomma eh a bologna posson girar senza ombrello // però;sai;adesso la gente va dappertutto però oh // teniam presente che queste cose sono ancora gradevoli insomma // sì sì sì sì ci;;;;;1;1;;;;;;;1;;;;;;;;;1;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Filler, riempimento dei tempi di formulazione
PBB033;#120806;doc#17;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2898214&end=2903234;2898214;2903234;BOI119;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;71-75;M;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;l''intervista // ah sì // xsto un po'' di dom~ insomma ho fatto molte domande // no ah beh vabbè per me è un piacere insomma;sai;riv~ ricordare un pochino // bologna per il suo momento di grande gloria insomma bologna sai // sì // perfetto // una;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PTD019;#123767;doc#18;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=952285&end=959139;952285;959139;TOI011;PTD019;00:54:47;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;TO;comm;sì;asimmetrico;lombardia;dip_tec_prof;4;intervista semistrutturata;quello che dice mattia cioè // m~ mi ha stufato un po'' ma no~ non per per torino in sè ma è proprio una questione di // mhmh //;sai;di cambiamento perchè dopo un po'' dici vabbò nel senso quello che mi doveva dare me l''ha dato e e e quindi boh // certo //;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;Cognitiva;Approssimazione
PTD019;#130021;doc#18;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2660340&end=2662976;2660340;2662976;TOR001;PTD019;00:54:47;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;26-30;F;TO;intell;sì;asimmetrico;lombardia;phd;4;intervista semistrutturata;// mhmh // mhm // e comunque sono abbastanza vicino ai posti che devo raggiungere diciamo // corso francia è lungo;sai;che passeggiate // eh piedi eh metro // okay // metro che prendo tendenzialmente tutti i giorni // e il longboard // e;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD019;#130444;doc#18;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2768330&end=2773083;2768330;2773083;TOI011;PTD019;00:54:47;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;TO;comm;sì;asimmetrico;lombardia;dip_tec_prof;4;intervista semistrutturata;// certo // mh mhmh // tra l''altro dove sono io se ne trovano // sì // abbastanza quindi cioè non c''è neanche il problema;sai;che sei in centro le s~ le spostano tutti // mhmh mhmh eh sì // e quindi per me quella roba lì xx è stata abbastanza una svolta;;;;;1;;;;;;;;1;;;;;;;;1;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Esemplificazione
PTD019;#130948;doc#18;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2919161&end=2926605;2919161;2926605;TOI010;PTD019;00:54:47;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;36-40;M;TO;comm;sì;asimmetrico;piemonte;dip_lic;4;intervista semistrutturata;// non c''è un cazzo da fare // mhmh mhm // essenzialmente quello // cioè non anche perchè comunque // da da coppia //;sai;da giovane qualcosa magari lo trovavi no? cioè da coppia comunque cosa fai se non s~ se non è il solito museo quelle robe lì;;;;;1;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Riformulazione
TOD2008;#144999;doc#21;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2008&begin=701348&end=708197;701348;708197;TO044;TOD2008;00:29:54;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2008.html;https://search.corpuskiparla.it/corpus/conversations/TOD2008_jefferson.html;21-25;F;TO;stud;sì;simmetrico;piemonte;laurea in corso;2;intervista semistrutturata;quindi magari lei si vuole andare a prendere un caffè // sì // e tu sei un po'' vincolato ad andare con lei perché non puoi //;sai;non p~ non puoi dire boh no io me ne vado di qua e poi ci vediamo a casa non so mi avrebbe generato mi avr~ mi sarei fatti più;;;;;1;;;1;;;;;;;;;;;;;;1;;;;;;;;1;;;Interazionale & Metatestuale;Richiesta di accordo/conferma & Filler, riempimento dei tempi di formulazione
TOD2008;#148728;doc#21;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2008&begin=1784770&end=1786700;1784770;1786700;TO044;TOD2008;00:29:54;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2008.html;https://search.corpuskiparla.it/corpus/conversations/TOD2008_jefferson.html;21-25;F;TO;stud;sì;simmetrico;piemonte;laurea in corso;2;intervista semistrutturata;più // però è stato figo così // sì cose che rimangono circoscritte // venti minuti bellissimi // eh ho detto magari poi;sai;// boh magari il destino e ci si rincontriare e invece non è stato // sì // e invece no~ non l'' hai più visto // però è stato;;;;;1;1;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
PBB017;#158964;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=821355&end=824200;821355;824200;BOI050;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;BO;uff;sì;asimmetrico;sardegna;dip_lic;2;intervista semistrutturata;non glielo do? e conti~ abbiamo continuato così per un po'' // // #e questo è per la sportina poi per la minestra //;sai;che la minestra eh da noi è il brodo // sì // la minestrina okay? // la minestra per loro è il primo il primo piatto quello che;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB017;#159311;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=921929&end=925268;921929;925268;BOI050;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;BO;uff;sì;asimmetrico;sardegna;dip_lic;2;intervista semistrutturata;e invece erano // maccheroncini // buoni ma non come le lasagne // no infatti // # e questi sono è come il tiro un altro mo~ lo;sai;il tiro cos''è? // il tiro sì // che ha tutto un significato legato ai cavalli ma non me lo ricordo // forse un dove sta~ non lo;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB017;#161261;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=1503664&end=1504904;1503664;1504904;BOI050;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;BO;uff;sì;asimmetrico;sardegna;dip_lic;2;intervista semistrutturata;// eh sì // e io la prima volta me la ricorderò perché son qui da da quanto? // eh s~ // parecchio // ci sei già da un po'' //;sai;che poi c''è un~ c''è un // quel modo di // mh // qualche fedele che~ che dic~ vorrebbe un qualcosa // e se lo ottiene in teoria;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB017;#162464;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=1864312&end=1867474;1864312;1867474;BOR011;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;21-25;M;BO;stud;sì;asimmetrico;sardegna;laurea in corso;2;intervista semistrutturata;un eff~ cioè sembra di esserci un effettivo pericolo // poi di metallo // eh // esa~ lì sì // se ti mettono qualcosa sotto;sai;che ti prende e sai che // certo // eh // io ho avuto io ho avuto paura mentre salivo su poi cerchi di combatterla perché vai;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB017;#162925;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=1997220&end=1999313;1997220;1999313;BOR011;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;21-25;M;BO;stud;sì;asimmetrico;sardegna;laurea in corso;2;intervista semistrutturata;in diagonale piazza maggiore lo sapevi questo? // eh queste cose non io non le so neanche una se // secondo me tu ne;sai;parecchie quindi // mah son tante cose che si dicono e si dice appunto che gli studenti // prima si devono laureare e poi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB017;#162984;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=2013492&end=2017415;2013492;2017415;BOI050;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;BO;uff;sì;asimmetrico;sardegna;dip_lic;2;intervista semistrutturata;in diagonale la piazza maggiore // e quante volte l''ho fatto quello // eh non lo sapevi quindi non conta da adesso lo;sai;e non farlo mai più // // no finché uno non lo sa uno non cioè non è che arriva e sa tutto // ma sono quei detti quelle curiosità;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB017;#163185;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=2076579&end=2084309;2076579;2084309;BOI050;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;BO;uff;sì;asimmetrico;sardegna;dip_lic;2;intervista semistrutturata;città che in un giorno tu giri // sì il centro sicuramente sì // il centro sì // quindi un bel giretto in piazza // a vedere;sai;gli archi dove si parla che c''è il telefono che è una simpatica che non so se esiste in altre città probabilmente sì // mhmh;;;;;1;;;;;;;;1;;;;;;;;1;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Esemplificazione
PBB017;#165411;doc#23;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=2766234&end=2767990;2766234;2767990;BOI050;PBB017;01:06:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;BO;uff;sì;asimmetrico;sardegna;dip_lic;2;intervista semistrutturata;non ci viv~ non ci passo più spesso in quelle zone non mi è capitato più // però // ci sono altre zone tipo la piazzola // cioè;sai;dov''é piazza otto agosto? // sì // lì ci sono delle persone che si capisce che che se vai a chiedere ti danno qualcosa //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3018;#169627;doc#25;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3018&begin=16440&end=19420;16440;19420;BO145;BOA3018;00:27:14;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3018.html;https://search.corpuskiparla.it/corpus/conversations/BOA3018_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;2;conversazione libera;// ascoltata sì giudicata // eh devo farlo di nascosto forse // ah vabbè non è che adesso non è che c'' ho problemi a parla'' lo;sai;// // quindi // eh ho visto l'' altra volta // dai ma è venuta così male cioè piena de parolacce quella conversaz~? // no non è;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3018;#171499;doc#25;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3018&begin=628507&end=629847;628507;629847;BO145;BOA3018;00:27:14;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3018.html;https://search.corpuskiparla.it/corpus/conversations/BOA3018_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;2;conversazione libera;perché dà quel senso come dire di familiare serve per // anche sì // non so non sentirsi persi magari nel mondo moderno //;sai;che è vero sai? // una buona deduzione // cioèmh eh lo vedo anche x con un sacco di // magari nuovi artisti che escono cioè;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3018;#174264;doc#25;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3018&begin=1514800&end=1516000;1514800;1516000;BO145;BOA3018;00:27:14;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3018.html;https://search.corpuskiparla.it/corpus/conversations/BOA3018_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;2;conversazione libera;// non so mi chiedo sempre in quanti abbiano effettivamente in mente questa cosa di voler far qualcosa che // non lo so;sai;// che che rimanga // e anche di cioè // a volte mi chiedo anche di tutti quelli che fanno comunque i generi di moda così //;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;Cognitiva;Approssimazione
PTB014;#186351;doc#27;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB014&begin=180896&end=183000;180896;183000;TOI050;PTB014;01:05:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB014.html;https://search.corpuskiparla.it/corpus/conversations/PTB014_jefferson.html;over 85;F;TO;pens;sì;asimmetrico;puglia;elem;5;intervista semistrutturata;// eh aspetti un attimino // noi non abbiamo fretta // no no non non abbiamo nessuna fretta // no perché non vorrei // ma;sai;che sei proprio un rompi rompi // #che sco~ che scola l''as fait la prima? // // chi tu l''hai fatto l''avviamento // sì vabbé;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
