Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Introduzione di topic/passaggio a un nuovo topic/ripresa di un topic allora, quindi, dopo di che ecc.;Chiusura di un topic;Riformulazione;Digressione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Intensificazione;Polifunzionalità
BOD2010;#297161;doc#44;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2010&begin=1240481&end=1246676;1240481;1246676;BO074;BOD2010;00:24:57;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2010.html;https://search.corpuskiparla.it/corpus/conversations/BOD2010_jefferson.html;21-25;M;BO;2;stud;sì;simmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;ci ved~ // ci beccavamo in giro ci vedevamo così // abbiamo iniziato a frequentarci proprio ad uscire insieme verso;direi;quindici sedici anni più o meno // ver~ sì verso i quindici anni più o meno abbiamo iniziato a // ad uscire anche con la s~;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBB031;#309528;doc#46;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=1395030&end=1398040;1395030;1398040;BOI108;PBB031;00:49:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;BO;3;comm;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;c''é anche quell''aspetto l''altra faccia della medaglia sicuramente // che non è // eh sempre positivo // dunque mh;direi;che // eh // fa un po'' parte della // di questi cambiamenti ecco // de // sì sì sì sì // mh // che mh ecco non abi~ non viverei mai;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB031;#310435;doc#46;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=1689560&end=1690930;1689560;1690930;BOR031;PBB031;00:49:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;21-25;M;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;si fa ecco tutto qua // okay sì // quindi quindi noi mh io non ho mai desiderato lui // con~ conviene stare qua // sì sì sì //;direi;di sì // i ragazzi per ora loro hanno fatto delle delle mh un altro~ cioè hanno mh // per ora sono qui con no~ // xx ancora in;;;;;1;;;;;;;;;;;;;;;;;;1;0
PBB031;#312102;doc#46;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2198160&end=2199380;2198160;2199380;BOI108;PBB031;00:49:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;BO;3;comm;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;a livello economico all''economia del paese sicuramente // sì sì // un incentivo cioè che non è non è da poco // quindi //;direi;che // eh mh e s~ secondo me dipende un po'' molto dalla volontà // di // ci sono un sacco di associazioni che a medicina sì;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB031;#314237;doc#46;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2847850&end=2850560;2847850;2850560;BOI108;PBB031;00:49:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;BO;3;comm;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;c''erano delle cose un po'' più un po'' diverse rispetto // eh certo sì // a quello che si faceva in città // però // adesso;direi;che più o meno // sono lì // siamo lì dai // okay xxxxx // non ci sono grosse differenze anche lì // capito // sì e // a san luca;1;;;;;;;;;;;;;;;;;;;;;;;0
PTD020;#324484;doc#48;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD020&begin=670137&end=678989;670137;678989;TOI008;PTD020;00:23:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD020.html;https://search.corpuskiparla.it/corpus/conversations/PTD020_jefferson.html;31-35;M;TO;2;comm;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;// appunto non uso i mezzi pubblici non eh // le varie cose che che facevo prima le faccio ancora adesso tranquillamente;direi;sì forse sotto l''aspetto come offerta culturale // mh mh // pubblica questo sì // mh mh // io ero affezionatissimo ai;;;;;1;;;;;;;;;;;;;;;;;1;;0
BOA3013;#367673;doc#55;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3013&begin=696722&end=699866;696722;699866;BO097;BOA3013;00:16:21;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3013.html;https://search.corpuskiparla.it/corpus/conversations/BOA3013_jefferson.html;21-25;F;BO;2;stud;no;simmetrico;lombardia;conversazione libera;laurea in corso;è eviden~ cioè anche se non succede niente tra i due io sarei un po'' // un po'' bloccata // cioè non magari // restia // esatto;direi;boh vabbè okay cioè chi se ne frega // sì tu sei con quella là // dici chi lo sa se è la ragazza o se // sì o anche // cioè resta;;;;;1;1;;;;;;;;;;;;;;;;1;1;1
PBA017;#377569;doc#57;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA017&begin=133277&end=134891;133277;134891;BOI080;PBA017;00:36:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA017.html;https://search.corpuskiparla.it/corpus/conversations/PBA017_jefferson.html;21-25;M;BO;3;comm;sì;asimmetrico;friuli-venezia-giulia;intervista semistrutturata;dip_lic;come magazziniere // a giugno // eh nella stessa azienda che lavoro ora però come tecnico // sì // poi vabbè //;direi;tipo il eh // l''evento clue della nostra // amicizia stretta è stato sicuramente il rally // sì // sì // siamo andati al;;;;;1;1;;;;;;;;;1;;;;;;;;1;1
PBA017;#378599;doc#57;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA017&begin=418758&end=421538;418758;421538;BOI081;PBA017;00:36:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA017.html;https://search.corpuskiparla.it/corpus/conversations/PBA017_jefferson.html;21-25;M;BO;3;oper;sì;asimmetrico;veneto;intervista semistrutturata;med;fatto sto raduno // per ricordare i vecchi tempi quindi erano tutti sti ultra cinquantenni ubriachissimi // va oltre io;direi;ultra sessantenni anche // ultra sessantenni sì erano vecchissimi // // bellissimo // è stato fantastico e xx siamo;1;;;;;;;;;;;;;;;;;;;;;;;0
BOD2011;#384898;doc#58;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2011&begin=106040&end=108690;106040;108690;BO075;BOD2011;00:22:52;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2011.html;https://search.corpuskiparla.it/corpus/conversations/BOD2011_jefferson.html;21-25;M;BO;2;stud;sì;simmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;media più o meno // e mi sono innamorato e poi lì la street art è diventata // eh un amore folle e // eh sì // bene // quindi;direi;direi ericailcanene e blu // ai primi tempi poi pian pianoeh // ah // sono saltati fuori altri autori straordinari però i;;;;;1;;;;;;;;;;1;;;;;;;;;0
BOD2011;#384899;doc#58;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2011&begin=106040&end=108690;106040;108690;BO075;BOD2011;00:22:52;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2011.html;https://search.corpuskiparla.it/corpus/conversations/BOD2011_jefferson.html;21-25;M;BO;2;stud;sì;simmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;più o meno // e mi sono innamorato e poi lì la street art è diventata // eh un amore folle e // eh sì // bene // quindi direi;direi;ericailcanene e blu // ai primi tempi poi pian pianoeh // ah // sono saltati fuori altri autori straordinari però i primi;;;;;1;;;;;;;;;;1;;;;;;;;;0
TOD2005;#392002;doc#59;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2005&begin=922087&end=926308;922087;926308;TO041;TOD2005;00:31:41;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2005.html;https://search.corpuskiparla.it/corpus/conversations/TOD2005_jefferson.html;21-25;F;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;ho visitato anche alcune città di paesi limitrofi sono stata a san pietroburgo a stoccolma a tallin // mhmh // quindi;direi;che per il tempo in cui sono stata lì ho viaggiato molto // però secondo me anche // lo scopo dell'' erasmus anche quello;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB001;#394710;doc#60;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=4723&end=6205;4723;6205;BOR001;PBB001;00:52:36;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;vedere anche magari punti di vista differenti // ho capito bene // grazie // okay // ehm // allora // beh per iniziare io;direi;che // sapendo che // tu // non sei nata qui // eccetera ti chiederei // mh innanzitutto per~ perchè com''è che sei arrivata;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB001;#403400;doc#60;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=3145901&end=3147185;3145901;3147185;BOR001;PBB001;00:52:36;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;me dipende // dalla mh // sì dalla persona // dalla persona sì // anche se è un''altra sona // dalla person~ // okay // io;direi;che // ti ho chiesto già tro~ // // un sacco di cose // ben~ // bene // quindi // ti ringrazio // grazie a te // e // fermo la;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB001;#403433;doc#60;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=3154501&end=3156202;3154501;3156202;BOR001;PBB001;00:52:36;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;chiesto già tro~ // // un sacco di cose // ben~ // bene // quindi // ti ringrazio // grazie a te // e // fermo la registrazione;direi;// sì che un po'' di dolcezza non fa mai male // no perché poi n~ non ce n''é più // // questo qua lì mangi tutti gianna altro che;;;;;1;;;;;;;;;;;;;;;;;1;1;1
PBA014;#415464;doc#62;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=763420&end=764553;763420;764553;BOI076;PBA014;00:27:54;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;BO;2;oper;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;in generale // comunque pensi che mh s~ // questa sia una città cioè una buona città in cui lavorare // allora in generale;direi;di sì // ma in anche // proprio come città in cui vivere // mh // perchè magari // okay // ci sono delle città belle o dei;;;;;1;1;;;;;;;;;;;;;;;;;1;0
PBB016;#438638;doc#66;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB016&begin=359236&end=361774;359236;361774;BOI049;PBB016;00:30:36;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB016.html;https://search.corpuskiparla.it/corpus/conversations/PBB016_jefferson.html;51-55;M;BO;2;disocc;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;in questo quartiere? // oddio c''è il parco qui vicino e mh // poi // no // posti carini proprio // okay // a parte il parco non;direi;proprio di no // mhmh // e mh // quindi // più in generale sulla sulla città // cioè spostandoci da // mhmh // e rispetto al;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB016;#439733;doc#66;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB016&begin=827156&end=828037;827156;828037;BOI049;PBB016;00:30:36;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB016.html;https://search.corpuskiparla.it/corpus/conversations/PBB016_jefferson.html;51-55;M;BO;2;disocc;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;io // me li ricordo sempre così mh // non // non ho notato grandi differenze // mh // da quando ero piccolo mh // adesso mh //;direi;proprio di no // okay // quindi // sono sempre stati un po'' // diciamo imbrattati // ma quello per me non è un problema cioè;;;;;1;1;;;;;;;;;;;;;;;;;1;0
PBB016;#440162;doc#66;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB016&begin=1013926&end=1016123;1013926;1016123;BOR006;PBB016;00:30:36;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB016.html;https://search.corpuskiparla.it/corpus/conversations/PBB016_jefferson.html;21-25;M;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;// monumenti // mhmh // eccetera ti farei qualche domanda sulla sul tempo libero // ad esempio // mh // prima;direi;sullo sport // mh? // hai detto prima // non fai attività fisica a parte la camminata // no mi piace camminare e basta // mh;;;;;1;;;;;;;;;;;;1;;;;;;;0
PBC001;#443714;doc#67;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC001&begin=515846&end=516357;515846;516357;BOI001;PBC001;00:55:41;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC001.html;https://search.corpuskiparla.it/corpus/conversations/PBC001_jefferson.html;61-65;M;BO;2;uff;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;ecco non no~ non ne ricordo casi di di di di di // particolari ecco di di violenze di di // in questa zona ecco mh no // mhm //;direi;di no // sì sì // e ehm // hai detto appunto che oggi // probabilmente non si fanno più // andare in giro i bambini da soli //;;;;;1;;;;;;;;;;;;;;;;;;1;0
PBC001;#445826;doc#67;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC001&begin=1256007&end=1257554;1256007;1257554;BOR001;PBC001;00:55:41;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC001.html;https://search.corpuskiparla.it/corpus/conversations/PBC001_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;// certi palazzi e mh // ma non san luca ecco // mh // e mi è venuta in mente una cosa eh // so che esistono // varie mh // storie;direi;aneddoti // tu sai perchè // perchè ci sono i portici da // da cosa hanno avuto origine // sì i portici per quanto ne ne so io;;;;;1;;;;;;;;;;;;1;;;;;;;0
PBC001;#452082;doc#67;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC001&begin=3329391&end=3331595;3329391;3331595;BOR001;PBC001;00:55:41;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC001.html;https://search.corpuskiparla.it/corpus/conversations/PBC001_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;cioè non non // eh // cioè è una delle tante cose che si stanno perdendo ecco non // mh // insieme a tutta quell''autenticità;direi;che // insieme a sì certo // di cui parlavi prima // sì sì assolutamente // mh // assolutamente sì // mhmh // va bene // okay;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA027;#454950;doc#68;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA027&begin=884487&end=887198;884487;887198;BOI106;PBA027;00:52:21;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA027.html;https://search.corpuskiparla.it/corpus/conversations/PBA027_jefferson.html;26-30;M;BO;3;tec;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;// è la festività più sentita // per entrambe le famiglie // siete en~ e per en~ per entrambi okay // sì sì sì // sì // e poi;direi;compleanni // compleanno // compleanni sì // la pasqua e ferragosto x molto meno // okay // primo dell''anno? non so //;;;;;1;;;;;;;;;;;;;;;1;;;;0
PBB030;#475774;doc#69;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=3643288&end=3644759;3643288;3644759;BOR025;PBB030;01:00:51;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;vabbè // nie~ n~ non è quello che si // comunque è una cosa molto invernale molto bello sì sì sì // eh // ho capito // basta io;direi;che // che siamo a posto // sì sì sì siamo // molto a posto noi ti ringraziamo // molto // okay ragazze vi auguro in bocca al;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1013;#480328;doc#71;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1013&begin=191210&end=203350;191210;203350;BO026;BOA1013;00:16:47;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1013.html;https://search.corpuskiparla.it/corpus/conversations/BOA1013_jefferson.html;56-60;F;BO;2;intell;no;asimmetrico;basilicata;ricevimento studenti;phd;sininomo no? la dimensione // comunque è xx eh // è vero // ehmh // il l'' uso perché qui c'' è l'' uso e l'' evoluzione no;direi;proprio la dimensione linguistica o mh la lingua italiana nella cinematografia costituisce un argomento di;;;;;1;1;;;;;;;;;;;1;;;;;;1;1
BOA1013;#480393;doc#71;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1013&begin=216683&end=218630;216683;218630;BO026;BOA1013;00:16:47;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1013.html;https://search.corpuskiparla.it/corpus/conversations/BOA1013_jefferson.html;56-60;F;BO;2;intell;no;asimmetrico;basilicata;ricevimento studenti;phd;// sì a volte mi capita di okay // però è chiaro però è chiaro // spezzare // eh sintaticamente è è chiaro // eh mentre qui io;direi;// uh qualcosa in più prima di dire // mhmh // eh t~ mh intanto non non darei questa enfasi tanto che // no? // okay // eh;1;;;;;;;;;;;;;;;;;;;;;;;0
