corpus	conv_id	token_id	token_span	speaker_id	audio	type	duration	participants-number	participants-relationship	moderator	topic	year	collection-point	occupation	gender	region	age-range	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIP	BOD1005	1081-10	1081-10|1081-11	BO094	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1005&begin=4879335&end=4885003	lecture	01:24:55	1	asymmetric	no	fixed	2018	BO	2-Professionals	F	toscana	66-70	yes	Richiesta di attenzione	_	_	aggiunge leggibilità // però per una macchina // è molto importante poter lavorare con delle strutture ben codificate	va bene?	// facciamo cinque minuti di intervallopoi riprendiamo // io comunque ora le chiedo punto uno quello che ha spiegato
KIPasti	KPN024	241-7	241-7|241-8	PKP080	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN024&begin=623850&end=626960	free-conversation	00:47:24	2	symmetric	no	free	2020	TV	0-Students	F	veneto	21-25	yes	_	Citazione/Discorso Riportato	_	se non che questo poveretto che le aveva detto non c''è problema // che si chiama armando // le riscrive in privato e le dice	va bene	dai ti cedo il mio posto // però se eventualmente poi dovessero cambiare i dpcm e riaprono le palestre io ho bisogno di
KIPasti	KPN024	856-2	856-2|856-3	PKP070	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN024&begin=2272410&end=2273250	free-conversation	00:47:24	2	symmetric	no	free	2020	TV	0-Students	M	veneto	21-25	no	_	_	_	// sì ho visto // che poi cazzo // vabbè ovviamente c''è stata gente che ha manifestato perchè // devono chiudere // e così	va bene	// però // eh // il controsenso di andare a spaccare un negozio // che // vabbè adesso non ha chiuso // eh m~ // perchè i
KIPasti	KPN024	920-3	920-3|920-4	PKP070	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN024&begin=2464472&end=2468660	free-conversation	00:47:24	2	symmetric	no	free	2020	TV	0-Students	M	veneto	21-25	yes	Accordo	Prolettico	_	che eh siano queste cose che hanno portato all''aumento dei contagi // mh anche se non lo credo perchè eh // okay chiudi	va bene	ma ci sono altrettante cose che continuano a rimanere aperte // ho visto tipo eh una serie di post su instagram di ehm // il
KIP	TOA3006	41-19	41-19|41-20	TO030	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3006&begin=105920&end=111390	free-conversation	00:21:21	2	symmetric	no	free	2018	TO	0-Students	F	liguria	21-25	no	_	_	_	che io dico ci sta // però che non mi metti anche il dams che noi abbiam fatto effettivamente un corso di cioèil dams	va bene	solo per regia // un corso // // per produzione e per sceneggiatura per produzione vogliono tipo marketing // esatto // e
KIP	TOA3006	49-1	49-1|49-2	TO030	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3006&begin=127561&end=135617	free-conversation	00:21:21	2	symmetric	no	free	2018	TO	0-Students	F	liguria	21-25	no	_	_	_	tipo che hai fattoun u~mh economia e commercio cose così che quello forse lo posso ancora capire // sì // ci sta // regia	va bene	il dams e invece per sceneggiatura vogliono filosofia e lettere che ci sta però anche il dams secondo me // ci sta però
ParlaBO	PBA007	254-11	254-11|254-12	BOI065	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA007&begin=881500&end=885090	semistructured-interview	00:35:18	3	asymmetric	yes	fixed	2022	BO	2-Professionals	F	emilia-romagna	16-20	yes	_	Chiusura del topic	Attenuazione	hai nulla perchè porta tutto papà e dici come fanno a salire con // // // tutti sti zainoni che io non ho nulla e muoio però	va bene	// // eh l''ha~ l''hai mai fatta? // la via degli dei? // sì // no no // non ti interessa? // no mi anzi sarebbe molto bella ma
KIP	BOD2003	275-0	275-0|275-1	BO070	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2003&begin=815182&end=815810	semistructured-interview	00:19:25	2	symmetric	yes	fixed	2018	BO	0-Students	F	N/A	N/A	yes	Accordo	_	_	la gente nell'' acqua // mh // ho capito // ehmh // so che fai politca // sì // mi vuoi parlare di questa tua passione? //	va bene	// perché fai politica? // perché faccio politica // allora innanzitutto faccio politica a sinistra // // così
KIP	BOD2003	388-0	388-0|388-1	BO057	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2003&begin=1159980&end=1162510	semistructured-interview	00:19:25	2	symmetric	yes	fixed	2018	BO	0-Students	F	calabria	21-25	no	_	_	_	ci sei stata? // l'' ultima volta ci sono stata // il sedici febbraio // prima di andare a lezione sono passata // okay //	va bene	così allora ti ringrazio // grazie // ciao // ciao // allora lei è di casalecchio ha detto // sì // quindi ha sempre vissuto
ParlaBO	PBC017	133-12	133-12|133-13	BOR009	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC017&begin=396550&end=400853	semistructured-interview	00:51:26	2	asymmetric	yes	fixed	2022	BO	0-Students	F	piemonte	21-25	no	_	_	_	insomma // perché poi siam venuti in quel discorso lì prima? // mh mi sono persa anche io ma tanto tutto quello che diciamo	va bene	quindi // vabbè comunque // e finite le scuole diciamo le le medie ho fatto fatica fatica perché per me studiare era una
ParlaBO	PBC017	677-6	677-6|677-7	BOI042	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC017&begin=2076449&end=2080478	semistructured-interview	00:51:26	2	asymmetric	yes	fixed	2022	BO	0-Retired	M	emilia-romagna	71-75	no	_	_	_	portato il beach tennis ha portato // quell''altro come si chiama quello che si gioca lì contro // che si tira la palla che	va bene	dappertutto squash sì una cosa // squash? no non lo so eh // insomma ha portato un po'' di innovazione lui ecco // ma sono
