corpus	conv_id	token_id	token_span	audio	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIP	TOA3001	311-6	311-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3001&begin=979283&end=980931	yes	_	_	Specificazione	con questo parlare con quest'' altro mh fare cioè come orientare cioè tutta una serie di cose // la fa la bono la tesi	praticamente	// esatto la rossi nel suo libro scriverà una tesi magistrale // cioè quello che è sicuro è che appunto marina aveva fino a
KIP	TOA3001	548-30	548-30	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3001&begin=1545739&end=1554213	yes	_	Marca di generalizzazione	_	i crediti ma ti pare ma a parte che ci fate un culo così che non finisce più ma poi ti pare siamo controllati a vista	praticamente	// ma poi xx xx così ah no non c'' è problema se non volete venire all'' esame mandatemi pure un paper // immaginate così xxxx
KIPasti	KPS015	199-0	199-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=283163&end=284076	yes	_	Filler	_	anche usciti // ah // siamo usciti un sa~ siamo uscite un sacco di volte la settimana scorsa // ah meno male // ehm // mh //	praticamente	// con gli amici // ah // e // parenti vabbè // ah // della mia coinquilina // ah // ehm // m~ niente siamo usciti ci siamo
KIPasti	KPS015	242-0	242-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=334858&end=336427	yes	_	Prolettico	_	là // cioè mi mi si inchinavano ai piedi // sarebbe stato il non plus ult~ poi si abituano male // esatto // // e poi // eh //	praticamente	mi ha scritto // uno // di dei ragazzi con cui con cui stavamo e mi ha detto // ah // ah // ah comunque la cheesecake era buoni~
KIPasti	KPS015	418-1	418-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=576618&end=577758	yes	_	Filler	_	agli altri di // sì // di arrivare // mhmh // // e infatti ne abbiamo parlato con con zia // prima // di questa cosa // eh // che	praticamente	// mh // ehm ele dato che è molto introversa // cioè r~ agli altri // agli occhi degli altri che non la conoscono risulta
KIPasti	KPS015	847-3	847-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1120819&end=1122451	yes	Richiesta di accordo/conferma	_	_	eh eh sì // infatti cioè è lunghissima comunque // cioè per ar~ lui comunque // è molto vicino // nel senso che // è in centro	praticamente	no? // ah // ah ah ah // però ci mette comunque quei // quella mezz''oretta // aspitò // m~ buona per andare all''università
ParlaBO	PBC016	6-4	6-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC016&begin=24150&end=29085	yes	_	_	Specificazione	si trova sul mh cioè diciamo visto che ha detto che è venuto comunque molto giovane // comunque si trova bene o // sì cioè è	praticamente	la mia città alla fine perché ho vissuto solo a bologna // perché sono venuto che avevo n n~ neanche cinque anni quindi //
KIPasti	KPN014	651-9	651-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN014&begin=2394847&end=2399493	yes	_	Filler	_	ehm // e poi pian piano metti la carne // quindi l''acqua si insaporisce // e diventa un brodo // e la roba la la la fai stufare	praticamente	dentro l''acqua // e poi la pucci nelle salse // la tiri su con le bacchette le lasc~ la lasci lì un po'' a bollire poi la tiri su
KIPasti	KPS018	61-2	61-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=142110&end=143847	yes	_	_	Approssimazione	quindi voglio dire // finalmente potevo fare merenda // eh già // comunque è meno gonfio vero? // sì no // è tornato	praticamente	alla normalità // meno male // mh // senti ma la data precisa quando la saprai? // la? // data precisa // per la laurea? // sì
KIPasti	KPS018	455-0	455-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=912972&end=914652	yes	Presa di turno	_	_	proprio la mia tesi // vabbè da citare come fonte // no // ah voleva la tua tesi per laurearsi con la tua tesi // e certo //	praticamente	voleva scopiazzarla // ma no // sì // prendeva spunto da dai lavori degli altri // cioè io per esempio una cosa che faccio
KIPasti	KPS018	497-11	497-11	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=1012281&end=1018993	yes	_	Marca di generalizzazione	_	quella tesi come raccolta di tutte le fonti di tutti i materiali // quindi tu ti devi fare il lavoro per un''altra persona	praticamente	e in più mi sa che si discute in alcune ingegnerie a bologna // comunque l''hanno cambiato il sistema eh? // completamente
KIPasti	KPS018	857-10	857-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=1793197&end=1797016	yes	_	_	Attenuazione	// eh mi ricordo sì sì // e lei si fece un sacco di pianti e dopo tanti mesi // tornò // se lo videro tornare a casa andò a morire	praticamente	a casa // sì // senza più x ha fatto a trovare la strada di casa perchè ha fatto un giro pazzesco // però // avevate tipo le
KIPasti	KPS018	1193-5	1193-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=2386873&end=2389825	yes	_	Chiusura del topic	_	bene // sì // però era bello il gatto era un sacco schivo diffidente cioè perchè era grande // non si fidava di nessuno	praticamente	però per dirti lei // // c''ha questa casa in campagna nei boschi praticamente // e periodicamente trovano un cerbiatto
KIPasti	KPS018	1195-8	1195-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=2390333&end=2393189	yes	_	_	Approssimazione	era grande // non si fidava di nessuno praticamente però per dirti lei // // c''ha questa casa in campagna nei boschi	praticamente	// e periodicamente trovano un cerbiatto abbandonato magari dalla madre // che bello // e quindi aspettano tipo un paio
KIPasti	KPN020	71-8	71-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN020&begin=137610&end=140820	yes	_	_	Approssimazione	lungo // solo per noi e siamo stati // ma tu sei eri verso il dentro della città o in xxxxxxxx? // verso il eh no appena fuori	praticamente	// in dentro // ah // allora come sono questi? // buoni x // xx buoni // noi ci lamentiamo di mestre che è difficile
KIPasti	KPN020	697-5	697-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN020&begin=1530800&end=1537210	yes	_	Prolettico	_	massi // buona // vedi che ogni tanto so bon far qualcossa // e bistecche // // // cento e rotti anni // ehm gli hanno detto	praticamente	ha fatto sto ictus gli hanno detto guardi che ci sono poche probabilità che sopravviva // mhmh // invece lei tra
ParlaTO	PTD011	265-3	265-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD011&begin=327205&end=329875	yes	_	Prolettico	Specificazione	il fatto di // avere le mie radici ma // anzi // ti dico da piccola andavo // spessissimo giù io fino // ai diciotto anni	praticamente	ho fatto la mia infanzia giù // mh mh // però io non l''ho vissuta come l''han vissuta loro // secondo me dai // no certo // il
KIP	BOC1003	204-3	204-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1003&begin=553340&end=556950	yes	_	Filler	Attenuazione	che era un critico un criti~ critico cinematografico // padre del dell'' altro cineasta cervi // che era costituito	praticamente	da una da libri // eh manoscritti // eh ma sostanzialmente fotografie // lettere // eh e che componevano
ParlaBO	PBA006	611-2	611-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=1449910&end=1453270	yes	_	Prolettico	_	non nasce nel frigo // // i la~ i vestiti non nascono puliti // una volta che li la~ li lasci nel secchio // allora pratical~	praticamente	la mia la mia quotidianità è // scomposta più o meno in questo modo mi alzo la mattina // di prima mattina sono un bravo
ParlaBO	PBA009	44-2	44-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=108401&end=111400	yes	_	Prolettico	Approssimazione	quando dato che io avevo il permesso di uscita anticipata anche se non è che servisse a molto perchè // okay // io uscivo	praticamente	dieci minuti prima di // di mh // degli altri quindi // sì // diciamo io avevo // eh dieci minuti per prendere la navetta che
ParlaBO	PBA009	356-9	356-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=926507&end=935284	yes	_	_	Approssimazione	provino // mh // ehm eh gli ultimi giorni del~ della quinta elementare // e eh ti sceglievano poi loro ti facevano provare	praticamente	a suonare cioè a suonare più che altro a toccare dei tasti di ogni strumento // giusto // e poi dopo sceglievano qual era
ParlaBO	PBA009	364-5	364-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=946413&end=953031	yes	_	Prolettico	Specificazione	// e poi // praticamente da // da quando son piccola canto cioè diciamo // ah bello // sì // mi piace perché vabbè ho	praticamente	tutta la famiglia da parte di mia mamma c~ mh che suonano cantano // eh si ri~ // si ritrovano in estate quando ci sono le le
ParlaBO	PBA009	450-0	450-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=1137881&end=1142896	yes	_	Prolettico	_	// eh la la montagnola autostazione ma comunque si sa diciamo i i posti quali sono // e // ehm ero con delle mie amiche e //	praticamente	due due uomini c''hanno c''hanno praticamente accerchiato // e lì è stato un po'' // traumatico però comunque // mh c''era
ParlaBO	PBA009	473-4	473-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=1180701&end=1183696	yes	_	Filler	_	// allora // eh diciamo // la zona di corticella mi piace abbastanza // mh // dov''è? esattamente // oddio corticella è	praticamente	eh // credo dopo // piazza dell''unità non so se hai presente // okay // okay // ehm // sì // quindi diciamo quella zona lì mi
ParlaBO	PBA009	552-3	552-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=1345060&end=1348302	yes	_	Prolettico	_	arena per vedere dei concerti // sì // ho visto // nel duemiladiciannove shawn mendes // mhmh // che è venuto // e è stato	praticamente	uno dei miei primi concerti da sola // okay // da sola? sola sola sola // e // sì // sì perchè // ero riuscita a trovare un solo
ParlaBO	PBB023	124-7	124-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=315360&end=324053	yes	_	Prolettico	_	crede molto in tutte le varie // cose cristiane // // ahimè molto rigide // quindi // // quindi e poi dopo gli piace quindi	praticamente	in casa abbiamo l''albero abbiamo il presepe che è un''abitudine che abbiamo io da quando sono nata c''è sempre il presepe
ParlaBO	PBB023	649-3	649-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=1643310&end=1646730	yes	_	Introduzione o ripresa del topic	_	adesso non mi ricordo per quale motivo forse per un tot di anni di apertura? // non mi ricordo ormai // per una banalità	praticamente	ci siamo ritrovati // // a baciarci // eh da lì è nato tutto ma dal nulla // e quindi vi conoscete da quanto tempo? // è vero //
ParlaBO	PBB023	721-0	721-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=1807454&end=1811187	yes	_	Prolettico	_	cosa fate? // allora io vengo da la città in cui c''è il carnevale più importante della sardegna che si chiama oristano //	praticamente	le strade del centro vengono coperte di sabbia e ci sono proprio i cavalieri che corrono // c''è questa corsa alla stella
ParlaTO	PTB023	680-0	680-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB023&begin=1414880&end=1416000	yes	_	Prolettico	_	della vita esce fuori // niente siamo solo coinquilini però non solo nel senso perchè // lì io sono arrivata dopo //	praticamente	// mi hanno scelto marco // e andrea che è l''altro coinquilino // e ci siamo trovati io marco andrea e lara // a vivere nella
ParlaTO	PTD006	51-3	51-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=109190&end=113820	yes	_	Prolettico	Approssimazione	mio papà in un paesino che si chiama bocale // okay // e mia mamma in un paesino che si chiama pellaro // però sono	praticamente	una vo~ una volta erano delle province di reggio calabria // ora invece sono praticamente dei quartieri perchè non c''è
ParlaTO	PTD006	182-5	182-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=446640&end=448348	yes	_	_	Specificazione	il galileo ferraris // ah eh non so // è un istituto cio'' è uno fra xxx // io conosco solo l''otto marzo di // sì che è a fianco	praticamente	// ah okay // a fianco all''otto è la stessa struttura solo che da una parte c''è il giolitti che è un istituo professionale e
ParlaTO	PTD006	279-1	279-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=714410&end=722921	yes	_	Prolettico	Specificazione	penso che lo facciano // esa~ e ci sono so che c''è la sede in via nizza mi sembra della di una di queste e e laehm // sì sì sì // e	praticamente	facevo da tipo dal venti di giugno al ven~ al trenta di luglio c''erano quei quelle cinque settimane di di lavoro // chiaro
ParlaTO	PTD006	290-1	290-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=749073&end=750359	yes	_	_	Intensificazione	fighissima // sì // ben molto peccato che era pesante perchè poi dovendo frequentare anche l''università // cioè	praticamente	non dormivi mai // non dormivo mai infatti // ah ora ho capito perchè hai sempre so~ // eh ho dovu~ ho dovuto mollare perchè
ParlaTO	PTD006	468-0	468-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=1283187&end=1287654	yes	_	_	Specificazione	// ah ma quindi sempre chiamavi comunque sempre al call center // sì sì io chi~ // sì sì io chiamavo però // okay //	praticamente	erano cinque domande e io mi ricordo che era la zona era roma e provincia // sì // quindi immagina eh le le imh // quante
ParlaTO	PTD006	640-7	640-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=1730652&end=1733631	yes	_	_	Approssimazione	quando lavoravo i~ ehm ora si chiama @nomeazienda // una roba del genere però lavo~ // ah ma era la la @nomeazienda	praticamente	// @nomeazienda io lavoravo // nella nella sede di via @nomeluogo vicino corso francia // e e ho lavorado lì daleh // dal
ParlaTO	PTD006	736-19	736-19	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=2001830&end=2007702	yes	_	Prolettico|Citazione/Discorso Riportato	_	un volo per andare giù in calabria quest''estate // e la la ragazza l''a l''a~ l''agente di viaggio che mi ha che mi ha servito	praticamente	mi ha detto guardi // il check in glielo faccio io qualche giorno prima online // eh io detto ma scusi ma perchè non lo posso
ParlaTO	PTD006	925-1	925-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=2481905&end=2484252	yes	_	Prolettico	_	è venuto anche buffon una volta // eh bu~ buffon // eh // tu la sai la storia di mia nonna e ibrahimovic? // no // allora	praticamente	c''era la festa all''asilo // quando marina era era piccola // e sai che pavel abita nedved abita qui vicino a noi no // si // e
