corpus	conv_id	token_id	token_span	speaker_id	audio	type	duration	participants-number	participants-relationship	moderator	topic	year	collection-point	occupation	gender	school-region	age-range	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
ParlaBO	PBA002	291-5	291-5	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=594130&end=595773	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	_	Modulazione del grado di confidenza	sono i portici // cioè andrebbero più // sponsorizzati // sai tipo con la spazzatura di sicuro // sì // non non è il massimo	direi	// ecco eh // infatti mi chiedevo anche proprio perchè sapevo che erano diventati patrimonio dell''unesco quindi //
ParlaBO	PBA002	534-7	534-7	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1110690&end=1113544	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	no	_	_	_	va bene così // vecchino // // io non c''entro // // e niente quindi // beh dai eh // vabbè lavori in proprio sei un dipendete	direi	che // sì è abbastanza evidente // sì direi // sì // è che non sono ancora diventata proprietaria // della pizzeria // s~ so
ParlaBO	PBA002	536-1	536-1	BOI053	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1115210&end=1115947	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	_	Modulazione del grado di confidenza	// // e niente quindi // beh dai eh // vabbè lavori in proprio sei un dipendete direi che // sì è abbastanza evidente // sì	direi	// sì // è che non sono ancora diventata proprietaria // della pizzeria // s~ so che vorresti però // invitare tutti i
ParlaBO	PBA002	596-2	596-2	BOI053	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1219110&end=1220378	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	Filler	_	con dei cioè in italia ma // o comunque tutte e due a bologna o // in altre città // mh // non so // se posso // no comunque	direi	// a bologna // o in zona // in provincia // è che ci sono affezionata // ho sempre vissuto qua // ah ci sta // ho tutti i
ParlaBO	PBA002	691-3	691-3	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1412170&end=1413794	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	no	_	_	_	vedo i miei compagni tutti eh ragazzi devo cercare una casa aiuto // praticamente // vabbè poi // domande sugli studi	direi	che // ah beh ecco una cosa che // non vi ho mai cioè // no~ non so voi // parte~ pa~ eh partecipate molto alla anche movida //
ParlaBO	PBA029	1057-5	1057-5	BOR028	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=3018630&end=3022990	semistructured-interview	00:50:24	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	21-25	no	_	_	_	è inquinata quest''aria // senti senti le microplastiche che mi entrano // mh cioè no // no // x ragazzi io vi ringrazio	direi	che possiamo chiudere // // amen basta // allora // in che quartiere di bologna vivi? e come ti trovi? // dunque io vivo
ParlaBO	PBC005	769-0	769-0	BOI014	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=1933800&end=1934500	semistructured-interview	01:01:27	2	asymmetric	yes	fixed	2021	BO	0-Retired	F	_	76-80	yes	_	_	Modulazione del grado di confidenza	// moltissimo // invece quando sono arrivati i nipoti? // quando sono arrivati i nipoti è stata la gioia // //	direi	// quasi più grande di avere dei figli perchè io la maternità l''ho vissuta con molto // mh // timore // perchè il primo
ParlaTO	PTD013	157-2	157-2	TOI111	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD013&begin=840787&end=846109	semistructured-interview	00:20:25	2	asymmetric	yes	fixed	2019	TO	2-Professionals	F	_	56-60	no	_	_	_	costruttivo bisogna in ogni caso // sempre discutere a un certo liv~ a un certo modoe rispettarsi a vicenda // quindi io	direi	che ho un buon rapporto con i miei colleghi vera amicizia forse non tanto // ho avuto rapporti di vera amicizia // però è
ParlaBO	PBA015	145-2	145-2	BOI077	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA015&begin=315149&end=318304	semistructured-interview	00:24:28	2	asymmetric	yes	fixed	2023	BO	0-Students	F	_	16-20	no	_	_	_	e i frutti di bosco // ho capito bene // ehm secondo te // a bologna adesso ci sono troppi turisti // oppure no // troppi non	direi	cioè poi dipende anche molto dalla zona // diciamo che mh // in alcun~ ad esempio verso le sette chiese già si concentrano
ParlaBO	PBA015	588-1	588-1	BOR019	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA015&begin=1324518&end=1327440	semistructured-interview	00:24:28	2	asymmetric	yes	fixed	2023	BO	0-Students	F	_	21-25	no	_	_	_	// poi con tutte le prove fatte prima mh // sì // bene e quanto ventun minuti // e ti chiedo giusto anche un''altra roba // poi	direi	che possiamo chiudere // ahm // mhmh mh // e // ah giusto // ehm // col fatto che qua ci sono i portici dappertutto // quando
ParlaBO	PBA015	631-0	631-0	BOR019	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA015&begin=1410768&end=1411649	semistructured-interview	00:24:28	2	asymmetric	yes	fixed	2023	BO	0-Students	F	_	21-25	no	_	_	_	voler fare chimica // ho capito che non era una grande idea far la persino in una lingua che non era la mia // no // mh no // //	direi	proprio di no // ehm // tuttora // mh non è la città che preferisco // nel se~ // mh // però io sono molto // io ho visitato
ParlaTO	PTA001	906-0	906-0	TOR002	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1773900&end=1775205	semistructured-interview	01:32:30	3	asymmetric	yes	fixed	2019	TO	2-Professionals	M	_	26-30	no	_	_	_	tu hai presente un sedicienne che entra a casa di uno a far suonare la chitarra la domenica mattina alle otto // //	direi	di no // mamma mia gli ho fatto delle cose in quella casa che // // // però comunque mi sarebbe sempre piaciu~ // è già tanto
KIPasti	KPN001	2-2	2-2	PKP135	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=12961&end=15955	free-conversation	00:53:21	2	symmetric	no	free	2020	BO	2-Professionals	F	_	21-25	no	_	_	_	ditemi pure diciamo // vi è tutto chiaro? // emh // tu non hai mai fatto queste foto quando sei andata in barca // no	direi	di no // o queste foto non l''abbiam mai fatte // tu non le vuoi fare // sempre che non ti vuoi far taggare da nessuna parte //
KIPasti	KPN001	548-2	548-2	PKP135	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=1461772&end=1463337	free-conversation	00:53:21	2	symmetric	no	free	2020	BO	2-Professionals	F	_	21-25	yes	Accordo	_	Intensificazione	lei era figlia di un parlamentare inglese // mhmh // quindi probabilmente aveva abbastanza soldi ereditati // beh eh	direi	// mh // ehm // e lei era fissata con la cucin~ con col mangiare // mh // e quindi ogni vacanza che faceva aveva comunque
ParlaTO	PTD004	160-2	160-2	TOI043	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=290011&end=292225	semistructured-interview	01:15:14	4	asymmetric	yes	fixed	2019	TO	2-Professionals	F	_	56-60	no	_	_	_	// pozzo strada devo dire che ci sono tanti anziani // mh mh // però vabbè vedi anche comunque famiglie // con bambini	direi	che è abbastanza misto // okay // come immigrati pf mh // forse più immigrazione dall''est // mh mh // quindi // appunto non
ParlaTO	PTD009	10-7	10-7	TOI060	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=16774&end=19473	semistructured-interview	00:56:23	2	asymmetric	yes	fixed	2019	TO	2-Professionals	M	_	41-45	no	_	_	_	anno // okay // ma sono son nato a torino ma ho sempre vissuto a san mauro // okay // la barca è proprio lì vicino quindi	direi	che // non mi sono spostato di molto // okay // e quindi ehm // adesso p~ ti sta suonando il telefono o è da fuori che arriva?
ParlaTO	PTD009	903-6	903-6	TOI060	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=2402928&end=2407581	semistructured-interview	00:56:23	2	asymmetric	yes	fixed	2019	TO	2-Professionals	M	_	41-45	no	_	_	_	e tutto quanto // non non è mia materia al momento però oggettivamente è è una bella piazza // ripeto la prima cosa che io	direi	a uno che a uneh a un turista che ha già visto // torino // e di uscire un po'' dalla lonely planet vai in piazza bodoni perché
ParlaBO	PBC011	305-8	305-8	BOI032	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC011&begin=912504&end=919191	semistructured-interview	01:16:04	2	asymmetric	yes	fixed	2022	BO	0-Retired	F	_	76-80	no	_	_	_	per cui // ecco questo è il il portico della morte ce l''ho ben presente // // gli altri era per fare una passeggiata e	direi	che li ho scoperti più dopo quando sono andata in pensione perché ho fatto un po'' la turista a bologna // certo // e allora
ParlaBO	PBC011	940-0	940-0	BOI032	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC011&begin=2897703&end=2898735	semistructured-interview	01:16:04	2	asymmetric	yes	fixed	2022	BO	0-Retired	F	_	76-80	no	_	_	_	anche che le capacità // anche vengono fuori nel momento in cui ti senti responsabile di fare una roba // per cui adesso //	direi	che // e lui va avanti come è questo dà anche fastidio cioè il fatto che sia // un sindaco che dice no io penso così vado così
ParlaTO	TOD2006	298-2	298-2	TO999	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2006&begin=797581&end=799060	semistructured-interview	00:13:19	2	symmetric	yes	fixed	2018	TO	2-Professionals	M	_	26-30	no	_	_	_	no sono tutti di solito contenti // certo // certo è fatto molto bene // okay cosa ti posso ancora chiedere? // basta così	direi	che siamo a posto // okay allora // voi abitate a bologna o in provincia? // provincia // e come si chiama il paese la città?
ParlaBO	PBB005	1323-0	1323-0	BOR001	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2806195&end=2807155	semistructured-interview	00:46:48	3	asymmetric	yes	fixed	2021	BO	0-Students	F	_	21-25	no	_	_	_	del cielo non c''è nulla di male // sì // però intanto speri insomma che vada in quel senso ecco // sì sì // mh // okay dai io //	direi	che // ue // thank you // meglio col sale? // eh sì // verso? // sì grazie // // tu vuoi rosa un po'' di vi~? // no grazie amo'' // un
KIP	BOA3017	798-1	798-1	BO147	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=1237194&end=1240008	free-conversation	00:30:22	4	symmetric	no	free	2019	BO	0-Students	M	marche	21-25	no	_	_	_	cosa no però // no ai cazzi no // // s'' aggrappa // // // te sei sicuro che vuoi presentare questa? // // // eh oh // // ah	direi	che ci ci stiamo pure a trattenere troppo secondo me // direi (di no) // // un bel bestemmione in coro // // // // mh // eh
KIP	BOA3017	799-0	799-0	BO146	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=1237198&end=1238765	free-conversation	00:30:22	4	symmetric	no	free	2019	BO	0-Students	M	marche	21-25	no	_	_	_	sei sicuro che vuoi presentare questa? // // // eh oh // // ah direi che ci ci stiamo pure a trattenere troppo secondo me //	direi	(di no) // // un bel bestemmione in coro // // // // mh // eh quindi domani non fo fo fo un cazzo // io mi sveglio presto // io
KIP	BOA1001	105-15	105-15	BO020	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=235329&end=241680	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	0-Students	F	campania	21-25	no	_	_	_	sulla sulle mie sui miei ragazzi // mh // sì // eh quindi l'' argomento era questo ahmh non ben precisato ancora però mh io	direi	che // sì // sì provvisoriamente avevamo identif~ mh individuato quel diciamo // questo potrebbe svilupparsi // sì più
KIP	BOA1001	132-1	132-1	BO020	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=295713&end=297446	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	0-Students	F	campania	21-25	no	_	_	_	// ehmh // quindi // ma mh in realtà anche al tecnico ci sono gli stranieri ora // la scelta tra l'' uno e l'' altro uhmh // io	direi	potrebbe dipendere // scusi solo un attimo mattia se vuoi puoi chiudere la porta perché c'' è molto rumore // eh // troppo
KIP	BOA1001	207-6	207-6	BO020	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=502575&end=505788	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	0-Students	F	campania	21-25	no	_	_	_	quindi // lei lo conosce? // sì // son tre ore di inglese son tre ore di seconda lingua // sì // eh anche le ore di italiano	direi	che son le stesse // cioè da questo // da questa indagine può emergere quali lingue straniere e i tempi di di sì di della
KIP	BOA1001	226-4	226-4	BO020	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=573991&end=579200	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	0-Students	F	campania	21-25	no	_	_	_	ambito turistico poi ehmh e poi eh chiaro dipende dagli indirizzi l'' economia però // mh mh // ehmh // primo e secondo anno	direi	di no siccome la maggior parte dei // mh // e quindi mh che tipo di domande porrebbe lei cioè qual è diciamo lo scopo di
KIP	TOA1006	1081-5	1081-5	TO079	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=2636614&end=2641574	office-hours	00:45:54	3	asymmetric	no	free	2019	TO	0-Students	M	piemonte	21-25	yes	_	Filler	_	un'' ultima cosa poi vado // sì // io ieri ho provato ho d~ ho fatto una ricerchina ho provato // ho preso questo testo quindi	direi	però perché per il discorso che ci siamo fatti questo sicuramente mi può servire // eh lei dia un'' occhiata all''
ParlaTO	PTA007	324-0	324-0	TOI007	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA007&begin=457333&end=458920	semistructured-interview	00:13:23	2	asymmetric	yes	fixed	2019	TO	5-Service-Workers	M	_	21-25	no	_	_	_	molto dalla zona in cui vivi // mh mh // chiaramente in quella zona // va tutto bene è tutto molto bello quindi // mh mh //	direi	quasi di no // mi sembra tutto più o meno uguale // okay // bello tutto bellissimo poi so che in realtà // appena esci un po''
ParlaBO	PBC008	997-0	997-0	BOR005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC008&begin=2391568&end=2393442	semistructured-interview	00:58:59	3	asymmetric	yes	fixed	2022	BO	0-Students	M	_	21-25	yes	_	_	Modulazione del grado di confidenza|Approssimazione	spontaneo // e visto che comunque qua nel centro sociale de~ diciamo la fascia media d''età // comunque sono persone //	direi	dai settant''anni in su // no // cioè // principalmente adesso vedendo di là le persone che c''erano al momento //
ParlaBO	PBC008	1233-1	1233-1	BOI021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC008&begin=2950390&end=2952552	semistructured-interview	00:58:59	3	asymmetric	yes	fixed	2022	BO	0-Retired	F	_	71-75	no	_	_	_	non così fo~ cioè probabilmente però // insomma andrebbero indagate // mhmh // anche quelle probabilmente // // questa	direi	che è la cosa che più ho // eh mia suocera eh fino all''ultimo giorno ne ha parlato // in maniera sempre // compulsiva
ParlaBO	PBC008	1481-0	1481-0	BOR005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC008&begin=3536937&end=3539562	semistructured-interview	00:58:59	3	asymmetric	yes	fixed	2022	BO	0-Students	M	_	21-25	no	_	_	_	rassegni su t~ // boh vabbè // sarà stato perchè era sotto natale ed era // // // tutti impegnati in altro // va bene // beh //	direi	che ci ha dato veramente tantissime informazioni // va bene // okay // allora intanto ti chiedo che ehm che lavoro fai tu
KIP	TOD1016	1466-2	1466-2	TO070	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1016&begin=5782060&end=5784649	lecture	01:37:51	1	asymmetric	no	fixed	2019	TO	2-Professionals	F	piemonte	46-50	no	_	_	_	vari botta e risposta nella musicalità del verso intero // che però si suddivide sulla bocca di più personaggi // va bene	direi	che per questa settimana vi ho // martellato abbastanza // ci vediamo la prossima eh? // se rileggendo i vostri appunti
ParlaBO	PBB032	1472-3	1472-3	BOR031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB032&begin=2826710&end=2829282	semistructured-interview	00:47:12	3	asymmetric	yes	fixed	2024	BO	0-Students	M	_	21-25	no	_	_	_	eh lì mh // mh // sì // però se dev~ secondo me è molto bello // okay // mh una bella esperienza da fare // bene bene // okay ah io	direi	che siamo a posto // sì non mi vien niente a posto // okay cosa hai studiato te? // ho studiato // lingue all'' università di
ParlaTO	TOD2008	648-3	648-3	TO044	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2008&begin=1743220&end=1748023	semistructured-interview	00:29:54	2	symmetric	yes	fixed	2018	TO	0-Students	F	_	21-25	no	_	_	_	sere // mhmh // e e io gli ho detto ma no guarda // non non ti do il mio numero perché è stato figo così // okay // e quindi io	direi	di mantenerlo così come è stato lui fa ma io abito laggiù xx xx // // no no no ma gli ho detto non dirmelo facciamo così se ci
KIPasti	KPN015	517-0	517-0	PKP062	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN015&begin=1647827&end=1649133	free-conversation	00:38:02	3	symmetric	no	free	2020	RE	3-Technicians	M	_	56-60	no	_	_	_	che non gli abbia interesse poi a // mah se te fossi fuori da cioè se se io fossi fuori dal vino e te avessi passione allora //	direi	che val la pena // se se se io posso passarti qualche cosa // eh forse ti converrebbe farti // e e te non e te non sei
ParlaBO	PBA026	1156-4	1156-4	BOI105	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=2898747&end=2901995	semistructured-interview	00:55:57	2	asymmetric	yes	fixed	2024	BO	3-Technicians	M	_	16-20	yes	_	_	Modulazione del grado di confidenza	la festa // c~ la cosa che festeggiate di più è il natale? o ci sono delle altre occasioni durante l''anno // natale e pasqua	direi	// mhmh okay // anche // sì // se no a marzo facciamo // facciamo i compleanni // perché c''è ehm // // il ciccio che è il
KIP	TOC1004	731-0	731-0	TO018	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1968938&end=1971973	exam	01:08:11	3	asymmetric	yes	fixed	2018	TO	2-Professionals	M	piemonte	61-65	yes	_	_	Modulazione del grado di confidenza	// che ha una quantità di suinetti incredibile e quindi ne spara una quantità veramente // sì // mh che cos'' è che che che //	direi	atipico che caratterizza proprio lala // la // la nascita dei suinetti // rispetto ad altremh // non abbiamo molte altre
KIP	TOC1004	985-11	985-11	TO018	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2742625&end=2753906	exam	01:08:11	3	asymmetric	yes	fixed	2018	TO	2-Professionals	M	piemonte	61-65	yes	_	_	Modulazione del grado di confidenza	cosa // ehmh // beh grazie a lei per la presentazione // ilmh allora lei ha affrontato questi argomenti che sono legati	direi	a cioè sono una condizione intermedia tra la fisiologia e la fisiopatologia no dell'' allevamento // sì // dal punto di
KIP	TOC1004	1285-0	1285-0	TO018	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3575640&end=3576421	exam	01:08:11	3	asymmetric	yes	fixed	2018	TO	2-Professionals	M	piemonte	61-65	no	_	_	_	al quale bisogna prestare attenzione perché non venga // non venga danneggiato // eh il pe~ // nel tacchino // il petto //	direi	proprio di sì // // vada tranquilla su tutto il resto // perché // mhlei ha detto prima giustamente bisogna fare
ParlaBO	PBB029	1000-0	1000-0	BOI101	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB029&begin=2282426&end=2284013	semistructured-interview	00:38:16	2	asymmetric	yes	fixed	2024	BO	3-Technicians	M	_	31-35	no	_	_	_	portarci la cena e cenare su un telo sui colli // mhmh // sempre una cosa che mi piace fare // be ne // mhmh // vabbè si ci sta //	direi	colli come forse // ci sta ci sta // se devo adesso identificare forse i colli // mhmh // sono la cosa di bologna che più mi
KIP	TOD1005	683-3	683-3	TO017	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005&begin=1790040&end=1791220	lecture	01:02:06	1	asymmetric	no	fixed	2018	TO	2-Professionals	M	piemonte	31-35	yes	_	_	Intensificazione	di quel paese // okay // cioè in altre parole tutte le lingue sono dialetti tutti i dialetti sono lingue // e un caso	direi	// esemplare ce l'' abbiamo davanti in questo momento io // non io in quanto persona ma io che sto parlando italiano // ma l''
KIPasti	KPN017	77-2	77-2	PKP057	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=235436&end=237577	free-conversation	00:33:52	2	symmetric	no	free	2021	RE	0-Students	F	_	21-25	no	_	_	_	// ma guarda le lascio al papà così le sente bene // // tu ne hai presa una una eh? perchè qua eran due mh // una una sì // beh	direi	che non c''è paragone // beh insomma è una cosa diversa eh giada anche // stefano ieri sera m''ha chiesto la ricetta della
KIPasti	KPN017	440-3	440-3	PKP061	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=1487008&end=1490542	free-conversation	00:33:52	2	symmetric	no	free	2021	RE	8-Elementary	F	_	56-60	no	_	_	_	ti pago però perché tu non eri in regola quindi // mhmh // invece abbiamo tolto quella cosa lì capito? // sì // gli ho detto	direi	che non mh // beh direi che // cioè // mh assolutamente pero'' // visto che comunque la cifra era una cosa // mah sì // poi
KIPasti	KPN017	441-2	441-2	PKP057	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=1488497&end=1490257	free-conversation	00:33:52	2	symmetric	no	free	2021	RE	0-Students	F	_	21-25	no	_	_	_	non eri in regola quindi // mhmh // invece abbiamo tolto quella cosa lì capito? // sì // gli ho detto direi che non mh // beh	direi	che // cioè // mh assolutamente pero'' // visto che comunque la cifra era una cosa // mah sì // poi ''spetta qual è l''altra che
ParlaTO	PTA005	292-2	292-2	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=605974&end=608806	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	s~ ci impegniamo // non abbiamo ciò che ci meritiamo te l''ho detto proprio sinceramente // mh mh mh mh mh mh mh // quindi ti	direi	io dovrei // lavorare in un altro posto // ma non per il tipo di lavoro // sì sì okay // che in mano non ti rimane quello che tu
KIPasti	KPS005	737-10	737-10	PKP001	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS005&begin=2043940&end=2046780	free-conversation	00:34:42	4	symmetric	no	free	2020	MT	0-Students	F	_	21-25	no	_	_	_	// no // sì sì mamma dietro la porta c''è il tu entri nel bagno c''è il termosifone qua // poi c''è un coso per i panni sporchi che	direi	di tenere // pe~ non per i panni sporchi propri ma per quelli della casa // eh // poi c''è la lavatrice la doccia lavello
ParlaBO	PBB008	326-12	326-12	BOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=890990&end=896280	semistructured-interview	00:56:39	3	asymmetric	yes	fixed	2022	BO	0-Students	M	_	21-25	no	_	_	_	lo so mh // ok // passiamo // sì sì // se // ok // perchè noi volevamo proprio portarla sull''argomento portici così quindi	direi	che // ha già risposto // abbiamo abbiamo abbiamo dato // sì // visto che avevate nominato i portici // // sì con questo
KIP	TOA1005	325-0	325-0	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=731116&end=735407	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	che una cosa lo prendiamo per l~ poi io le do qualche qualche libretto in più che lei si legge con tutta la sua calma // ah //	direi	che poi quando lei ha dei problemi mi contatta e ne ne parliamo // okay // se non può venire fa anche su skype non è un grosso
KIP	TOA1005	397-2	397-2	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=953878&end=955472	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	mh // io vado // sì // the eternal xx // questo potrebbe esse~ // questo // va bene e via // allora // no questo uh // no questo	direi	di no // mi dica pure se torni ava~ vada indietro vada così // xxxx questo ci sta // questo // allora // poi indian xxx // xxx
KIP	TOA1005	446-0	446-0	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1074024&end=1077471	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	// questo // lanciamolo lì // allora cosmic order xx // asso~ mah vediamo vedia~ mh // vediamo // sei e uno // xxxxxx //	direi	di no perché è m~ è abbastanza tecnico magari // okay // gone to the xx vabbè // questo è sui cani // no questo direi di no //
KIP	TOA1005	450-2	450-2	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1081545&end=1083138	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	xxxxxx // direi di no perché è m~ è abbastanza tecnico magari // okay // gone to the xx vabbè // questo è sui cani // no questo	direi	di no // questo // su cose coloniali non lo so se // eh no // direi anche di no anche ques~ // okay // queste qua sono cose un po''
KIP	TOA1005	454-0	454-0	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1087928&end=1089251	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	okay // gone to the xx vabbè // questo è sui cani // no questo direi di no // questo // su cose coloniali non lo so se // eh no //	direi	anche di no anche ques~ // okay // queste qua sono cose un po'' più specifiche chissene frega // xxx questo potrebbe essere
KIP	TOA1005	477-6	477-6	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1143185&end=1145944	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	// se mi dice il titolo melo segno infatti // sì glielo do glielo glielo glielo mh // glielo dico subito due cose io	direi	di // che lei sulle quali io trovo che // come introduzione sia molto fatto bene // da una parte e come primo testo da
KIP	TOA1005	495-3	495-3	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1193054&end=1194541	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	francese lo lo capisco qu~ se lo leggo ma // un po'' meno // allora // perdon // niente niente è la mia rubrica // allora io le	direi	// questo libro qua cioè stefano piano // mh mh // sanatana // dharma // un incontro // con l'' induismo // forse delle
KIP	TOA1005	588-2	588-2	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1430245&end=1434206	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	torino // purtroppo magnanelli è una casa editrice che fa tante cose belle // però non è molto distribuita // okay // io le	direi	di scrivere direttamente alla casa editrice se vuole compra~ // alla casa editrice // okay // perfetto // perché // per
KIP	TOA1005	661-0	661-0	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1744780&end=1746645	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	// perfetto // lei ha fatto studi classici ines? // io ho fatto lingue // lingue linguistico // ho fatto il linguistico //	direi	che questo // può andare // non mi sembra che quello era quello che mi interessava vabè ma questo è un po'' troppo tecnico //
KIP	TOA1005	664-3	664-3	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1755256&end=1757535	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	// può andare // non mi sembra che quello era quello che mi interessava vabè ma questo è un po'' troppo tecnico // già già già	direi	che // questo può deve tanto poi non // questo può darle qualche aiuto in p~ futuro // mh mh // xxxx senza dubbio no // questo
KIP	TOA1005	672-3	672-3	TO075	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1778957&end=1782829	office-hours	00:32:56	2	asymmetric	no	free	2019	TO	2-Professionals	M	friuli-venezia-giulia	41-45	no	_	_	_	aiuto in p~ futuro // mh mh // xxxx senza dubbio no // questo melanges d'' indianisme // xxx no questi no // xxxx // xxxx no	direi	che // sì è questa // // ah eccoci qua // bene direi che // adesso vediamo facciamo questa cosina // e nel caso per l'' esame //
