corpus	conv_id	token_id	token_span	speaker_id	audio	type	duration	participants-number	participants-relationship	moderator	topic	year	collection-point	occupation	gender	region	age-range	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIPasti	KPS004	532-0	532-0	PKP033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=964632&end=966000	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	2-Professionals	F	emilia-romagna	26-30	no	_	_	_	// nelle buste come xxx nelle buste ci nelle scatolette che si trovano le lenticchie i ceci no? ecco // secchi // secchi //	quindi	poi l''hai messa a bagno // l''ho messa a bagno e e prima l~ le sciaquo bene poi le metto a bagno senza niente // e le lascio
KIPasti	KPS004	3151-1	3151-1	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=6942836&end=6944562	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	puglia	81-85	yes	_	_	Marcatura dell'inferenza	quindi ministeri perchè poi ha cominciato sai // andato via il re // hanno cominciato // i ministeri // eccetera	quindi	sapendo // sapendo eh xx mio padre poi c''era il socio di mio padre che era un lavativo // che mio padre per delicatezza gli
ParlaBO	PBB024	108-9	108-9	BOR030	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB024&begin=372185&end=375517	semistructured-interview	00:37:15	2	asymmetric	yes	fixed	2023	BO	0-Students	F	emilia-romagna	21-25	yes	Richiesta di accordo/conferma	_	_	da vedere // mentre per quanto riguarda le due torri? // eh considereresti magari quelle più il simbolo della città	quindi	// sì // sì sì probabilmente sì // okay // e cosa ne pensi del crollo possibile della garisenda // e mi preoccupa mi
ParlaBO	PBB024	239-0	239-0	BOR030	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB024&begin=736695&end=739542	semistructured-interview	00:37:15	2	asymmetric	yes	fixed	2023	BO	0-Students	F	emilia-romagna	21-25	yes	_	Introduzione o ripresa del topic	_	quindi // o a casa con gli amici a fare i giochi di società // o da soli a guardare un film e mangiarci una pizza // non //	quindi	magari scendere in piazza e guardare i fuochi // xxx // no zero // no ze~ l''ho fatto eh perché quando s~ quando ero giovane
ParlaBO	PBB024	300-10	300-10	BOI091	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB024&begin=919922&end=925693	semistructured-interview	00:37:15	2	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	F	emilia-romagna	46-50	no	_	_	_	fare soprattutto magari vicino a ferragosto // // a ferragosto ehm // è un periodo molto caldo dove tutti vanno in ferie	quindi	se posso lo evito a livello di vacanze proprio perché // trovi tanta gente eh è difficile muoversi in spiaggia // c''è
ParlaBO	PBB024	550-22	550-22	BOI091	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB024&begin=1712922&end=1720027	semistructured-interview	00:37:15	2	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	F	emilia-romagna	46-50	yes	_	Chiusura del topic	_	eh poi dopo ho smesso la pa~ pallamano lo facevo proprio in una squadra quindi andavamo a giocare fuori facevamo i tornei	quindi	proprio // eh poi mi hanno chiamato a giocare a calcetto ho fatto qualche anno di calcetto // ho provato a giocare //
KIP	TOA3011	453-0	453-0	TO087	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3011&begin=688238&end=690970	free-conversation	00:23:54	4	symmetric	no	free	2019	TO	0-Students	F	piemonte	21-25	no	_	_	_	eh ah io gli dico no però sta diventa~ // non è vero // ah // cioè no mio nonno era sordo e mio padre lo sta diventando // okay //	quindi	non sente un cazzo io gli dico le cose e lui ogni volta // la colpa è il fatto che io ho difetti di pronuncia // // non che lui
ParlaBO	PBA004	602-1	602-1	BOI060	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=1118340&end=1120810	semistructured-interview	00:57:15	4	asymmetric	yes	fixed	2022	BO	7-Plant-Operators	M	emilia-romagna	21-25	yes	_	Prolettico	_	co sti bimbetti di sei sette anni // c''abbiamo messo tipo non so quanto tempo // terribile // era una giornata // calda	quindi	per fortuna non era niente di // eh però a piedi // però sì c''abbiamo messo un po'' abbiamo fatto non so quante pause fra una
ParlaBO	PBA004	992-1	992-1	BOI060	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=1920970&end=1922275	semistructured-interview	00:57:15	4	asymmetric	yes	fixed	2022	BO	7-Plant-Operators	M	emilia-romagna	21-25	yes	_	Introduzione o ripresa del topic	_	e quindi cercavo proprio di il pallone no // no no sì sì // per non soffrire // e // esattamente // peccato mi dispiace // e	quindi	// dopo quello in realtà non ho avuto granchè grandi hobby ecco // mh // e poi vabbè adesso mi son fatto di nuovo male quindi
ParlaBO	PBA004	1514-7	1514-7	BOI060	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2952900&end=2957070	semistructured-interview	00:57:15	4	asymmetric	yes	fixed	2022	BO	7-Plant-Operators	M	emilia-romagna	21-25	yes	_	Chiusura del topic	_	al cortile // però erano bravi eh mi sono divertita un sacco // sì no ma eh eh diciamo // se // più che per eh brav~ ero piccolo	quindi	non è che mi mi interessasse molto // è più il genere con i video e tutto erano queste cose strane // // con immagini strane
ParlaBO	PBA020	85-2	85-2	BOI089	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA020&begin=140631&end=141785	semistructured-interview	00:25:53	3	asymmetric	yes	fixed	2023	BO	5-Service-Workers	M	estero	21-25	yes	_	Chiusura del topic	_	hai sempre vissuto qua // da bologna sono da // a febbraio prossimo anno due anni // mhmh // e carina // tanti giovani	quindi	// ho conosciuto chen voi eh // e prima dove stavi? // prima stavo // in veneto // mh // a montebelluna // un paese
ParlaBO	PBA020	369-0	369-0	BOR029	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA020&begin=682499&end=686061	semistructured-interview	00:25:53	3	asymmetric	yes	fixed	2023	BO	0-Students	M	emilia-romagna	21-25	yes	Presa di turno	_	Marcatura dell'inferenza	// mh // invece quello nostro tradizionale è proprio // fine gennaio // quest''anno è proprio fine gennaio //	quindi	per te l''anno non finisce il trentuno dicembre l''anno finisce più avanti // perché finisce trentun dicembre perché // è
ParlaBO	PBB021	220-2	220-2	BOR023	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB021&begin=797250&end=799490	semistructured-interview	00:31:13	3	asymmetric	yes	fixed	2023	BO	0-Students	F	marche	21-25	yes	_	Riformulazione	_	fr~ il pratello lo frequento comunque con qualche amico principalmente d''estate primavera così che andiamo // ah okay	quindi	okay va bene // e andiamo ogni tanto a fare due chiacchiere // diciamo che amicizie non ce ne sono moltissime anche perché
ParlaBO	PBB021	390-1	390-1	BOR023	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB021&begin=1277590&end=1283580	semistructured-interview	00:31:13	3	asymmetric	yes	fixed	2023	BO	0-Students	F	marche	21-25	yes	_	Introduzione o ripresa del topic	_	indicativamente // sarà stato boh scorso settembre no scusami // sì due anni e mezzo due anni e qualcosa // mhmh mhmh // e	quindi	eh dicevi che ti~ che ci lavori bene insomma perché comunque è una persona molto seria // sì noi non abbiamo non facciamo
ParlaTO	PTA016	194-1	194-1	TOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=378360&end=381920	semistructured-interview	00:40:23	2	asymmetric	yes	fixed	2019	TO	0-Students	F	piemonte	21-25	yes	_	_	Marcatura dell'inferenza	a tutto // mhmh // mhmh // almeno // io la penso così vicino a tutto quindi mi // okay // mi trovo strabene qua // okay // e	quindi	hai frequentato anche le scuole qua sempre // sì // okay // da asilo elementari medie superiori // okay // eh i tuoi amici
ParlaTO	PTA016	266-0	266-0	TOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=528040&end=530620	semistructured-interview	00:40:23	2	asymmetric	yes	fixed	2019	TO	0-Students	F	piemonte	21-25	yes	_	Introduzione o ripresa del topic	_	si chiama xxx // eh e quindi sono il terzo anno che partecipiamo a questo torneo // mhmh // con coi miei amici che x // okay //	quindi	sono cioè erano persone che già conoscevi // sì sì sono tutti quanti miei ex compagni di squadra // ah okay // di calcio a
ParlaTO	PTA016	296-11	296-11	TOI033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=574892&end=579530	semistructured-interview	00:40:23	2	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	piemonte	21-25	yes	Richiesta di accordo/conferma	_	_	// quando eri più piccolo // quando ero più piccolo ho provato basket // // però x è stato amore a prima vista con il calcio	quindi	sempre calcio // mhmh // quindi tipo guardi anche le partite // di calcio sì sì assolutamente // okay // assolutamente
ParlaTO	PTA016	400-0	400-0	TOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=759382&end=762820	semistructured-interview	00:40:23	2	asymmetric	yes	fixed	2019	TO	0-Students	F	piemonte	21-25	yes	Presa di turno	_	_	// quindi sì poi adesso che sono le festività // andiamo xx anche tante volte // ho capito // ehm ti volevo chiedere //	quindi	cioè mi hai detto che hai iniziato così un po'' giocando // sì // poi hai hai iniziato a produrre cose tue // sì qualcosina //
ParlaTO	PTA016	690-10	690-10	TOI033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=1266691&end=1269490	semistructured-interview	00:40:23	2	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	piemonte	21-25	yes	_	Chiusura del topic	_	mettiamola così // vabbè ma // si può rifare // assolutamente sì // // è che ibiza è tanto costosa quello lo devo ammettere	quindi	// però tu lavori // sì però diciamo che proprio andarli a spendere tutti in // // va bene // preferirei anche tenermeli un
ParlaTO	PTA016	1223-1	1223-1	TOI033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=2234211&end=2236500	semistructured-interview	00:40:23	2	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	piemonte	21-25	no	_	_	_	fuori di testa // e ne giova la mia squadra // ho capito // quindi cioè // ma tante persone sono convinte di questa cosa // e	quindi	ti diranno non è razzismo io non sono razzista // mhmh // io lo faccio per // conosci willie peyote // willieil coyote? //
ParlaTO	PTA016	1279-3	1279-3	TOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=2305190&end=2308270	semistructured-interview	00:40:23	2	asymmetric	yes	fixed	2019	TO	0-Students	F	piemonte	21-25	yes	_	_	Marcatura dell'inferenza	sì ero andato // okay // danish girl // eh // mi era quasi piaciuto è stato // okay // carino // assolutamente // se no marvel	quindi	supereroi // marvel sì quelli li ho visti tutti quanti supereroi // il tuo supereroe preferito è? // x x xxxx preferito
KIP	BOA1007	43-1	43-1	BO035	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1007&begin=189251&end=189861	office-hours	00:05:01	2	asymmetric	no	free	2018	BO	0-Students	F	emilia-romagna	21-25	yes	_	Chiusura del topic	_	tutta la prima parte del programma visto che lei // ah okay // la seconda invece così com'' è sì // rimane invariata // okay	quindi	// anche perché dev~ mh la seconda pur avendo // in quel programma precedente l'' interazione in classe non era lei non ha
KIPasti	KPC002	968-1	968-1	PKP056	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=2140184&end=2143010	free-conversation	00:49:39	3	symmetric	no	free	2020	AR	2-Professionals	F	toscana	51-55	yes	_	_	Marcatura dell'inferenza	se questi volevan campare lui ha fatto // eh appunto // certo che è andato loro so~ ehm insomma col camion han viaggato // e	quindi	proprio perché se no non puoi lavorare // lui ha preso un appartamento quando ha saputo che il fratello era in quarantena
KIP	BOD2005	105-1	105-1	BO073	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=267826&end=272751	semistructured-interview	00:33:08	3	symmetric	yes	fixed	2018	BO	0-Students	F	basilicata	21-25	yes	_	_	Marcatura dell'inferenza	rimaste vuote sono state afittate a altri però diciamo che praticamente là c'' è tutta la famiglia rossi di mia madre // e	quindi	là c'' era pure lidia mia cugina cioè stavamo sempre insieme era bellissimo // eh ma quindi tu poi ti passavi le giornate
KIP	BOD2005	424-16	424-16	BO021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1075919&end=1081605	semistructured-interview	00:33:08	3	symmetric	yes	fixed	2018	BO	0-Students	F	campania	21-25	yes	_	_	Marcatura dell'inferenza	è xxx // e le domande come le leggi? // no no ma io mo so quali sono perché appunto è un'' intervista semi strutturata	quindi	a me basta sapere qualche // le linee guida? // topic le linee guida e poi so qual è lo scopo // io lo so voi non lo saprete //
KIP	BOD2006	36-1	36-1	BO049	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2006&begin=55780&end=59030	semistructured-interview	00:18:57	2	symmetric	yes	fixed	2018	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	lingue e letterature moderne // mh // e // mi sono occupato di letterature comparate // io non lo sapevo questo // bene // e	quindi	in questo momento sei un attimo in pausa // stai lavorando? // prima di iniziare il dottorato o cosa // ho lavorato nel
KIPasti	KPN009	367-5	367-5	PKP093	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=920478&end=923951	free-conversation	00:38:12	4	symmetric	no	free	2020	BO	0-Students	M	toscana	21-25	yes	_	Introduzione o ripresa del topic	_	// son tipo quelle tipo le fave // un po'' sì // terra // son tipo le fave san di fave // eh son fave // poi si sfarinano un po''	quindi	non sembrano poi effettivamente però non sono male eh // sì poi sono fave quelle // io le odio // sì non proprio i baccelli
ParlaBO	PBA021	431-0	431-0	BOI090	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=1149264&end=1152589	semistructured-interview	00:45:31	2	asymmetric	yes	fixed	2023	BO	0-Students	F	emilia-romagna	21-25	yes	Presa di turno	_	Marcatura dell'inferenza	divertire senza fare danni ecco // quindi sì // però ecco quello è il luogo dove tutti i bolognesi vanno d''estate // mh //	quindi	se tu chiedi a un qualsiasi bolognese lui va a lido di spina d''estate // quindi tu come la maggior parte dei bolognesi da
KIPasti	KPS015	214-7	214-7	PKP083	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=299519&end=302237	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Students	F	sardegna	21-25	no	_	_	_	fa ri~ // ah // eh // che mi fa ridere è che ogni volta che ci siamo usciti // cioè che ci siamo visti // io ho portato un dolce e	quindi	// // // xxx // perchè la prima volta era il compleanno di mariachiara la coinquilina // ah // e ho portato la cheesecake //
KIPasti	KPS015	252-1	252-1	PKP083	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=348942&end=350444	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Students	F	sardegna	21-25	yes	_	_	Marcatura dell'inferenza	// ehm // e invece adesso sto boh vabbè non lo so era in un ristorante ha detto che non c''era la cheesecake // ah ah // e	quindi	aveva preso la panna cotta // ah ah? // allora lì mi è venuta l~ in mente // la mh l''idea di fare la panna cotta // panna cotta
KIPasti	KPS015	638-11	638-11	PKP083	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=876009&end=878799	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Students	F	sardegna	21-25	yes	_	Chiusura del topic	_	che ci sta di male // cioè non so nemmeno se l''hanno // che interessa // sì infa~ non so nemmeno se l''hanno letta la mail	quindi	// ah ah // eh // lo ve~ // vabbè vediamo // nel caso // cerco un numero e se non mi rispondono vado cioè a questo punto basta //
KIPasti	KPS015	858-0	858-0	PKP081	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1130684&end=1132702	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Retired	M	campania	81-85	yes	Presa di turno	_	Marcatura dell'inferenza	quei // quella mezz''oretta // aspitò // m~ buona per andare all''università quindi // ah // aspitò // // cioè è un po'' //	quindi	fa la ginnastica là vicino // // è buono // no piglia u'' pullman è quello // infatti di solito prende il pullman // ah //
KIPasti	KPS015	993-1	993-1	PKP083	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1319589&end=1320344	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Students	F	sardegna	21-25	yes	_	_	Marcatura dell'inferenza	io stavo malissimo // e infatti quando siamo tornati abbiamo abbiamo visto che avevo la febbre // eh // capito? // e	quindi	da lì // e tutto è // peggiorato perchè la notte io mi facevo // avevo tipo le allucinazioni la notte cioè io sognavo //
KIPasti	KPS015	1063-1	1063-1	PKP083	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1419265&end=1422064	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Students	F	sardegna	21-25	no	_	_	_	// c~ cioè sem~ era sembrava tipo non lo so un // morbillo // sì ma // ma peggio perchè erano mo~ cioè mi prudevano tanto // e	quindi	quando mi grattavo diventava la mano tutta gonfia // ah eh // ma era era la medicina oppure // perchè i~ // ah la medici~ //
KIPasti	KPS015	1152-0	1152-0	PKP083	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1540399&end=1541453	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Students	F	sardegna	21-25	no	_	_	_	in forma // più leggera forse mamma x // sì ma lei non se n''è manco accorta // eh accor~ // però è papi che stava male // mh //	quindi	mh // ovviamente l''ha l''ha preso l''ha presa male // mh // ma io c''è stato u~ // um~ i primi tempi proprio i primi giorni // che
KIPasti	KPS015	1772-0	1772-0	PKP083	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=2385212&end=2387713	free-conversation	00:40:01	3	symmetric	no	free	2022	CA	0-Students	F	sardegna	21-25	no	_	_	_	perchè lo conosceva gli piace no? // ah ah // e quindi cioè ho l''ho vista proprio contenta del fatto che sì // che le piace //	quindi	son rima~ cioè son rimasta contenta anche io perchè // ah ah // mi piace // e pure tu devi essere contenta // sì sì sì no ma io
KIP	BOC1004	112-17	112-17	BO091	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=322203&end=333237	exam	00:20:03	2	asymmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	no	_	_	_	inquadrano? // beh // l'' audi~ via // eh l'' abstra~ vabbè intanto eh sono tutte finalizzate cioè hanno dei fini diversi e	quindi	hanno delle esigenze div~ eh delle mo~ insomma un modo di descrivere // unehmh una fonte o comunque un un testo // diverso
KIP	BOC1004	230-3	230-3	BO091	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=634772&end=643219	exam	00:20:03	2	asymmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	no	_	_	_	nel non stroncare magari con una critica // eh molto pesante o essere invece // molto più // eh accondiscendente e	quindi	magari invece elogiare troppo o appunto perdersi xx in elogi dello stesso scritto // e eh l'' altra domanda che le avevo
KIP	BOA1001	331-5	331-5	BO026	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=885386&end=887155	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	2-Professionals	F	basilicata	56-60	yes	_	Introduzione o ripresa del topic	_	assemblare per aree tematiche // per esempio // i dati informativi la frequenza le lingue cioè // lo dico in generale no	quindi	// se qui // se dal quesito dalla dieci dalla domanda dieci alla quattor~ alla quattordici ci spostiamo sulle
KIP	BOA1001	389-1	389-1	BO026	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=1025200&end=1026133	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	2-Professionals	F	basilicata	56-60	yes	_	_	Marcatura dell'inferenza	contesto in cui la studia l'' altra no l'' altra è solo // oggetto dell'' ora di lezione no? // sì // xxx straniera sì // ehmh // e	quindi	la // lamh l~ una ricerca su // la relazione // su sulla distanza tra // la elle due l'' italiano elle due // e // eh // la lingua
KIP	BOA1001	514-1	514-1	BO026	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=1354621&end=1355697	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	2-Professionals	F	basilicata	56-60	yes	Presa di turno	_	_	ci sono risor~ // non solo non solo per assenza di risorse perché a volte // la figura competente è questa qui // sì // sì // e	quindi	// ehmh // questi dati comunque però mh poi // mh // cioè sono mh // ehmh // non mi servono pereh un'' analisi specifica cioè
ParlaTO	PTA018	396-1	396-1	TOI031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=763500&end=764180	semistructured-interview	00:57:27	2	asymmetric	yes	fixed	2019	TO	6-Craft-Workers	M	piemonte	26-30	yes	Presa di turno	Introduzione o ripresa del topic	_	un lavoro molto più divertente molto più dinamico // e // e molto più // che ne so // okay // gratificante no // ti piace // e	quindi	// quindi niente a quella famosa proposta // che prima avevo // saltato cioè avevo saltato questo pezzo di storia ho
ParlaTO	PTA018	418-1	418-1	TOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=802890&end=803550	semistructured-interview	00:57:27	2	asymmetric	yes	fixed	2019	TO	0-Students	F	piemonte	21-25	no	_	_	_	andate a casa delle persone // cioè tutte le cose strane che vi succedono // eh cose strane // // eh io lo so // eh tu lo sai // e	quindi	// parliamone // mah la giornata tipo // in realtà non è troppo strana // okay com''è la tua giornata tipo? // la giornata
ParlaTO	PTA018	703-1	703-1	TOI031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1379552&end=1381630	semistructured-interview	00:57:27	2	asymmetric	yes	fixed	2019	TO	6-Craft-Workers	M	piemonte	26-30	yes	Presa di turno	_	_	aerea // ah okay // che si utilizza // cioè almeno noi la utilizziamo per fare delle potature // d''alta quota // okay // e	quindi	era su questo cestello a venti metri // a un certo punto si è bloccato // // una giornata molto calda quaranta gradi // e
ParlaTO	PTA018	948-0	948-0	TOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1843166&end=1844931	semistructured-interview	00:57:27	2	asymmetric	yes	fixed	2019	TO	0-Students	F	piemonte	21-25	no	_	_	_	a lui piace avere il dise~ // il muscolo disegnato // quindi lui fa anche palestra a casa // però si vergogna di dirlo //	quindi	noi non lo diremo a nessuno // a nessuno // però c''è una storia da raccontare anche qui // raccontiamola // che un gran bel
ParlaTO	PTA018	1365-1	1365-1	TOI031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2733897&end=2734723	semistructured-interview	00:57:27	2	asymmetric	yes	fixed	2019	TO	6-Craft-Workers	M	piemonte	26-30	yes	_	Chiusura del topic	_	no // e in questi casi qui // in questo caso qui era era moltiplicata per in modo esponenziale // ho capito // e	quindi	niente // e sta donna poi? // il // sta donna stava partorendo davvero in casa // però // eh le contrazioni // erano ancora
ParlaBO	PBA003	90-7	90-7	BOI056	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=259451&end=262814	semistructured-interview	00:53:16	2	asymmetric	yes	fixed	2022	BO	2-Professionals	F	lazio	26-30	yes	_	Chiusura del topic	_	po'' fuori oltre porta san felice // verso via saffi // e quindi sì diciamo che // anche l''università comunque è al centro	quindi	// sì // il centro lo conosco abbastanza bene // e tipo la ricerca della casa come come è andata? // allora // il primo anno
ParlaBO	PBA003	292-19	292-19	BOI056	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=922701&end=930243	semistructured-interview	00:53:16	2	asymmetric	yes	fixed	2022	BO	2-Professionals	F	lazio	26-30	yes	_	_	Marcatura dell'inferenza	// duravano nel primo semestre fino alle quattro del pomeriggio e poi nel secondo semestre fino alle sei del pomeriggio	quindi	poi tra il viaggio di ritorno // preparare la cena e fare tutte le altre faccende a casa insomma diciamo che è stato
ParlaBO	PBA003	626-0	626-0	BOR015	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2047102&end=2053545	semistructured-interview	00:53:16	2	asymmetric	yes	fixed	2022	BO	0-Students	F	umbria	21-25	yes	_	_	Marcatura dell'inferenza	// perchè m~ comunque cioè // te adesso praticamente con il dottorato stai facendo ricerca cose così no // sì //	quindi	magari mh consiglia di far qualcosa perchè è difficile mh staccare // no ma poi avevo visto anche un ted talk a proposito
KIP	TOC1003	248-0	248-0	TO008	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1003&begin=825775&end=827132	exam	00:17:47	2	asymmetric	yes	fixed	2018	TO	0-Students	M	piemonte	31-35	no	_	_	_	che le subordinate vengono pagate rim~ pagate? eh solo dopo aver soddisfatto altri creditori della società // mh //	quindi	vengono messe in coda // mh // però possono essere anche subordinate // agli utili della società no scherzavo questa
KIP	BOD2007	69-6	69-6	BO052	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=137049&end=145536	semistructured-interview	00:28:12	2	symmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	com''è come la descriveresti? // // eh la mia camera purtroppo è rosa perché // // ci sta // non l'' abbiamo ancora dipinta	quindi	è rimasto questo tocco femminile però in verità non mi dispiace perché c'' è anche molto altro verde // okay // sono due eh
KIP	BOD2007	349-26	349-26	BO052	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=881201&end=888027	semistructured-interview	00:28:12	2	symmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	yes	_	Filler	_	// però cioè @nomeluogo alla fine t'' ho detto è un quartiere è un quartiere molto grande poi si è~ si è espanso ancora di più	quindi	// eh sì insomma ci vuole un po'' per girarlo anche anche in bici // però sì mia nonna abita mia nonna materna abita molto
KIP	BOD2007	434-9	434-9	BO052	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=1110285&end=1117353	semistructured-interview	00:28:12	2	symmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	lì c'' era un attimo da fare i turni per le doccie cose così // sì // però alla fine noi siamo un gruppo abbastanza affiatato	quindi	insomma mentre c'' è chi si lava gli altri cucinano apparecchiano // okay // e insomma xxxx si dà il cambio eh // ci son stati
KIP	BOD2007	595-0	595-0	BO049	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=1619318&end=1622246	semistructured-interview	00:28:12	2	symmetric	yes	fixed	2018	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	tra un po'' arriva a inglobare anche gli altri paesini tipo @nomeluogo cioè pian piano // in un quartiere unico? // mh //	quindi	è un quartiere grande in espansione // sì sì molto in espansione // e ci sono anche dei locali che frequenìnti o con cui //
KIP	BOD2016	66-20	66-20	BO119	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2016&begin=211524&end=219323	semistructured-interview	00:09:52	2	symmetric	yes	fixed	2018	BO	0-Students	F	umbria	21-25	yes	_	_	Marcatura dell'inferenza	// okay quindi // la casa che hai lì magari non lo so anche visto magari riguarda anche la tua infanzia e adolescenza	quindi	// sì // come la vedi? cioè come~ cosa ti viene in mente magari se pensi a quella casa? // beh la mia ca~ // casa è casa // cioè
ParlaBO	PBB001	763-1	763-1	BOI002	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=1766331&end=1767641	semistructured-interview	00:52:36	2	asymmetric	yes	fixed	2021	BO	5-Service-Workers	F	estero	51-55	yes	_	_	Marcatura dell'inferenza	serve poi il mezzo per // x abbigliamento e // cose di mh // cioè non si va in centro per fare spese // mhmh // grosse // grosse	quindi	il // problema del parcheggio // del fatto che non ci passi con la macchina // secondo me non // non ti crea differenza anzi
KIP	TOA3012	363-1	363-1	TO090	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=569350&end=571861	free-conversation	00:18:02	4	symmetric	no	free	2019	TO	0-Students	F	piemonte	21-25	yes	_	Introduzione o ripresa del topic	_	bippa // per forza // però le parolacce no // anche anche perché noi c'' abbiamo degli aggressori alle spalle // esatto	quindi	adesso diciamo tutte cose che si bippano // cioè una sera c'' hanno aggredito // via rossini // raccontiamo questa storia
