corpus	conv_id	token_id	token_span	speaker_id	audio	type	duration	participants-number	participants-relationship	moderator	topic	year	collection-point	occupation	gender	school-region	age-range	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
ParlaTO	PTB004	455-13	455-13	TOI019	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB004&begin=1047291&end=1052881	semistructured-interview	00:43:01	2	asymmetric	yes	fixed	2019	TO	0-Retired	F	_	over85	no	_	_	_	beh // e è stato difficile abituarsi alla città? // no no // no? // io sono una che m~ mi so adattare la mia sofferenza è stata	sai	cosa è stata la mia sofferenza? // che mh // sedici mesi prima era morto mio padre // mh // era morto così quasi
ParlaTO	PTA005	170-16	170-16	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=295753&end=300508	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Marcatura della conoscenza condivisa	_	Marcatura dell'inferenza	padre oltre a quello fa anche // ha aperto anche un locale dove ci lavora dentro quindi lavora venti ore al giorno quindi	sai	// va verso i sessant''anni ma niente lo ferma // // non è così facile certe volte // però puoi solo che stimarlo quindi // mh
ParlaTO	PTA005	178-8	178-8	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=312801&end=315458	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Richiesta di accordo/conferma	_	_	stimarlo quindi // mh mh mh mh // star a fianco a lui e poi è il tuo lavoro // certo // senza quello non puoi fare niente allora	sai	// hai sempre fatto quel lavoro? // sì solo quello // okay ti piacerebbe andare avanti a fare lo stesso lavoro o vorresti
ParlaTO	PTA005	367-8	367-8	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=759795&end=764370	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Marcatura della conoscenza condivisa	_	_	la rigidità sotto certi aspetti // mh mh // mh mh // e ti faccio esempio // comunque ho operai che han lavorato in germania	sai	prendo sempre quello come punto di riferimento // mh mh mh // ma perché là sono molto rigidi // mh mh // nel senso tu lavori
ParlaTO	PTA005	574-8	574-8	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=1209796&end=1213198	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	io // imparassi l''inglese come vorrei fare // imparassi un po'' il computer // posso mangiare in testa a tanta altra gente	sai	perché? // beh certo // perché dormono // mh mh mh mh // poi impari a svegliarti poi però è normale // e non so fare alcune
ParlaTO	PTA005	831-1	831-1	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=1861203&end=1863207	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Marcatura della conoscenza condivisa	_	_	a disegnare la gioconda // // posso garantire che disegnato con una matita su un foglio // è andata proprio bene // però	sai	son quelle cose // mi son spinto un po'' olt~ // // no forse avrei dovuto intraprendere ecco quello // se dovevo dirti c~ mi
ParlaTO	PTA005	907-2	907-2	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=1994940&end=1997707	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Marcatura della conoscenza condivisa	Esemplificazione	_	o verso lingotto? // no qua // qua in zona // son quelli di football // ah okay // poi vabbè è cambiato tante cose // nel senso	sai	e inizi a convivere // si sono allargate le amicizie // però ti devo dire gli amici // xx anche i miei amici // gli amici //
ParlaTO	PTA005	1432-1	1432-1	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=2962506&end=2964610	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	non siamo mai andati? // voglio andare coi vecchi al cinema // ma perché tu vuoi andare sempre nei soliti posti // però	sai	perché va avanti? guarda // ecco l''altro giorno dicevo // quest''estate // l''eliseo lo vedo chiudere che fa vacanza // sì
ParlaTO	PTA005	1481-4	1481-4	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=3070390&end=3072407	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	_	Esemplificazione	_	// quindi c''era il sano razzismo // cioè su via frejus era proprio cartelli // razzismo // ne parliamo ancora adesso	sai	// quando sono arrivati i rumeni // ma dimentichiamo quello che realmente han passato chi veniva da giù // mio nonno si è
ParlaTO	PTA005	1760-6	1760-6	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=3680644&end=3683776	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	spaccio di roba // di di case occupate // ma è normale che in una città non ci sia il controllo // qua non si sta parla~ perché	sai	cos''è il problema vero // e se tu fai un discorso del genere ti vie~ razzista // tu cosa pensi // ma non c''entra niente è que~
ParlaTO	PTA005	1809-4	1809-4	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=3818060&end=3821897	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Marcatura della conoscenza condivisa	_	_	// lui fa guarda noi avevamo il il dovere // comunque di andare in giro sai dove spacciavano // loro riprendevano	sai	facevano i filmati // mh mh // intercettavano dove spacciavano pesantemente // poi facevan le retate quelle vere //
ParlaTO	PTA005	1922-3	1922-3	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4059299&end=4061255	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	li hanno spostati di là // perché questi son delle marionette non c''entran niente loro // mh mh mh // però il problema	sai	cos''è // la marionetta superata l''ora che non ha dato la roba // vuoi vogliamo andarli a riprendere alle tra di notte? //
ParlaTO	PTA005	1938-7	1938-7	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4095559&end=4100087	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	razzismo né altro ma questo è // e poi c''è troppi drogati in giro // non è per niente ma nel mio lavoro // ma se tu vai in giro ma	sai	quanta gente mi arriva che è pippata da far schifo // ecco se quello che vuoi che ti dico gira veramente troppa coca // mh mh
ParlaTO	PTA005	1955-0	1955-0	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4123297&end=4126212	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	tempi dei nostri genitori c''era l''eroina // mh mh // xx xx // però che cosa succedeva vedevi proprio le siringhe in giro //	sai	che c''è stato il periodo pesante dell''eroina // eh // infatti e poi son riusciti // si è tramutata un po'' in cocaina sai
ParlaTO	PTA005	1980-1	1980-1	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4181158&end=4184743	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	eh ma tanti // perché molti non sanno realmente in giro che cosa c''è // tanto ti richiudi alle nove di sera sei a casa // tu	sai	cosa c''è guarda fidatevi lì in giro non è così bello // superata una certa ora // e il problema è c''è veramente veramente
ParlaTO	PTA005	2261-2	2261-2	TOR002	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4656264&end=4658773	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	2-Professionals	M	_	26-30	no	_	_	_	più giocare // non puoi più giocare? // no ma s~ // okay // però ti piace allenare quindi come dire // sì sì // sì sì // ma tu	sai	giocare a madden con la play? // sì // xxx // vabbè ci giocavo anni fa // ah okay // perché // perché io me l''ero preso //
ParlaTO	PTA005	2448-0	2448-0	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4916181&end=4918286	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	il problema è che gli è piaciuto anche a lei // xxxx // poi ora fa la gradassa però il discorso è questo // eh no vabbè //	sai	perché t~ ti potrebbe piacere? // poi non lo so se ti piace il genere però // tu ti guardi il trono di spade // il trono di
ParlaTO	PTA005	2719-2	2719-2	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=5350217&end=5352996	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	no	_	_	_	// sì // hai guardato star wars? // sì non m''è piaciuto // l''ultimo star wars non non è stato bello // più che al~ // perché	sai	che ora è sotto la disney? // sì sì sì // mh mh // c~ c''erano i pokemon in questo star wars // sì // non c''erano gl~ gli animali
ParlaTO	PTA005	2779-5	2779-5	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=5480534&end=5483399	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Marcatura della conoscenza condivisa	_	_	no davvero // dart fener // e anche l''attore che ha fatto anakin i primi era ragazzino // negli ultimi comunque la faccia	sai	la era // un attore pr~ becchi sto deficiente cioè ma raga // mh // che delusione // // che delusione // va bene che lei è una
ParlaTO	PTA005	2830-3	2830-3	TOI005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=5587304&end=5591370	semistructured-interview	01:44:43	3	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	_	26-30	yes	Marcatura della conoscenza condivisa	_	_	macchina ascolto la musica classica che mi rilassa // // che ti devo dire quando c''ho i momenti eh // xxx musica classica	sai	c''è rai uno lì come si chiama // e basta // poi ascolto di tutto e di più // xx // okay // vai ai concerti? // x sono andato ai
ParlaBO	PBB001	670-2	670-2	BOR001	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=1516500&end=1517905	semistructured-interview	00:52:36	2	asymmetric	yes	fixed	2021	BO	0-Students	F	_	21-25	no	_	_	_	ma anche lo stadio // anche se non sei troppo vabbè così tifosa // però eh // cosa ne pensi del fatto di fare mh // gli stadi	sai	che adesso c''è // un po'' la controversia su stadio // il dall''ara in particolare lo vogliono rifare nuovo // e non si sa se
KIPasti	KPN031	309-4	309-4	PKP036	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=493900&end=495080	free-conversation	00:52:03	3	symmetric	no	free	2024	BO	2-Professionals	F	_	26-30	yes	_	_	Modulazione del grado di confidenza	// no forse era prima del giappone la pizza // eh // davvero? // è da prima che ci sto pensando ma secondo me sì // mi sa di sì	sai	// quindi mi potete raccontare // perché era ancora un po'' estate // mi dovete raccontare del giappone // circa // eh già
KIPasti	KPN031	544-7	544-7	PKP033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=891713&end=893633	free-conversation	00:52:03	3	symmetric	no	free	2024	BO	2-Professionals	F	_	26-30	no	_	_	_	tokyo // ah sì // ma a tokyo cosa si vede // xxx // a tokyo è tipo // son cinque città insieme // new york boh // ah no ma a new york	sai	che // cioè io voi ci siete stati // no no // mhmh // cioè secondo me dopo qualche giorno // non c''è più niente // cioè o uno fa
KIPasti	KPN031	1780-2	1780-2	PKP033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=2938089&end=2938499	free-conversation	00:52:03	3	symmetric	no	free	2024	BO	2-Professionals	F	_	26-30	no	_	_	_	adesso // datemi gli aggiornamenti ultimi ma cos''è il progetto? // okay // dell''assegno un prin? no // xxx // xx // non lo	sai	// no non xx non // cioè da dove arrivano i soldi? // sì dal pnrr // okay ok~ okay okay // giusto // ehm // sì // però niente è
KIPasti	KPS014	43-0	43-0	PKP096	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS014&begin=140619&end=141648	free-conversation	00:35:07	3	symmetric	no	free	2020	FG	2-Professionals	F	_	61-65	no	_	_	_	// sì // cinquecento euro // si soprattutto se hanno fatto di nuovo la passerella ciclabile // eh eh // al mare //	sai	com''è utile // così puoi acquistare una bicicletta che ti permetta di non cadere // sì che ti tiene a piombo // a piombo sul
KIPasti	KPS014	400-2	400-2	PKP096	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS014&begin=1419777&end=1423089	free-conversation	00:35:07	3	symmetric	no	free	2020	FG	2-Professionals	F	_	61-65	no	_	_	_	permesso di aprire // per la merenda c''era la merenda però mo non ricordo a che ora perchè sono passati molti anni // non lo	sai	se era lo spuntino di metà mattina oppure // era lo spuntino di metà mattina si era // ci consentivano di aprire il panaro
KIPasti	KPS004	814-8	814-8	PKP033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=1457898&end=1459939	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	2-Professionals	F	_	26-30	yes	Marcatura della conoscenza condivisa	_	Modulazione del grado di confidenza	qualcuna di te giovane con la lambretta? // eh quella tipo tutte quelle mie persona~ // ma me ne hai data qualcuna già xxx	sai	// sul cantiere // sulle co~ // secondo me qualcuna me l''hai data // eh beh mo le vedi // io voglio vedere veracruz voglio
KIPasti	KPS004	1157-29	1157-29	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=2188640&end=2194861	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	yes	_	Marca di generalizzazione	_	è andata a finire là dentro subito il nero è sceso e l''ha salvata sì perchè tutti volevamo vedere eccetera e allora	sai	// vero? // che guarda un po'' dentro è scivolante cioè l''attenzione // e poi abbiamo visto i leoni i leoni madonna mia eh //
KIPasti	KPS004	1194-2	1194-2	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=2252871&end=2254062	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	go~ // però guarda // e poi cattivini // no ma poi ci stavan~ ci stavano i neri // i i masai è un discorso // so'' belli // che ne	sai	tu xxx // però dei masai un altro // xxxxxxxx // xxxx // ah ma ci sono più // i m~ i masai li devi andare a trovare fuori dalla //
KIPasti	KPS004	1224-0	1224-0	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=2304850&end=2308111	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	// passami quel finoccchio // io i kenyoti viene proprio per i neri xxxxxxxxxx quel vecchio là // e poi mi ricordo //	sai	che facevano quelle feste là sai quando fanno nel xx // le feste allora devono // ma comunque // sì quello che mi ricordo
KIPasti	KPS004	1783-2	1783-2	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=3481080&end=3484731	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	yes	Marcatura della conoscenza condivisa	Esemplificazione	_	// qui c''è un museo // fammi andare a vedere quello che c''è andiamo insieme voglio vedere quello che c''è // ad esempio	sai	nei musei ci sta tutta la storia de~ del posto // eh sì eh sì // e io guarda luna di miele // ma poi non è la luna di miele // è è una
KIPasti	KPS004	1832-32	1832-32	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=3558795&end=3567816	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	sopra tutto vedi tutto poi scendemmo ha detto nonna camminiamo qua che qua è bello ecce~ dopo un po'' la nonna mia madre	sai	che disse // dice ma non // non si mangia dice // // voleva anda'' a mangia'' // vedi questa è la sostanza // dice tu // dice ma
KIPasti	KPS004	2010-2	2010-2	PKP035	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=3915653&end=3918597	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	M	_	over 85	no	_	_	_	non s''è voluta andare // attraverso villa borghese // ma non siamo già andati al pincio lì c''è il pincio // allora // tu la	sai	quelle filastrocche senza senso? // a ai tempi di rascel renato rascel hai sentito nominare? // no no no no // comico
KIPasti	KPS004	2086-7	2086-7	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=4068398&end=4069655	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	io mi ricordo a quei tempi xx // ma non è stata male? // è sta~ quella volta che è stata male // è quella quando è stata male lo	sai	// sì sì sì // allora stavamo // sì no questa la so // stavamo a positano // e io avevo fatto già i biglietti tutta per il
KIPasti	KPS004	2112-1	2112-1	PKP035	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=4106356&end=4107440	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	M	_	over 85	no	_	_	_	poi mettiamo den~ dentro i xx lì // ho detto // xx ecco // usciamo un''altra volta perchè amalfi siamo andati // questo	sai	come si dice? // mh // #menescia // mh // #menescia dentro // cioè la minestra // #lì rovesciata menescia // ah dici che è la
KIPasti	KPS004	2354-2	2354-2	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=4783756&end=4785734	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	tante cose su google c''è questo su questo no mamma mia xx // ma posso fare un caffè? // certo xx // stai bella seduta // ma non	sai	come devo fare io // ma l''ho già fatto per due giorni di seguito // stai // cosa // no puoi stare bella seduta // no perchè io
KIPasti	KPS004	2467-5	2467-5	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=5055286&end=5057768	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	proprio sono contenta guarda // lo so lo so // ora io non mi voglio neanche riempire di cose che // vabbè è una cosa che	sai	che te la metti non la butti // infatti // questa non piglia manco tanto posto tanto è leggera // no no ma lo so // è che ho poco
KIPasti	KPS004	2668-14	2668-14	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=5528124&end=5532327	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	tremendo guarda mio nonno giovane era // ehm era giovane rispetto a mia nonna perchè avevano vent''anni di differenza lo	sai	no? // mhmh // e quindi lui partiva s''organizzava tutto bene e partiva // e andò lì // e poi quando andò a trovare questi
KIPasti	KPS004	2768-12	2768-12	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=5788325&end=5792367	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	yes	Marcatura della conoscenza condivisa	_	_	tengo // poi dipende eh // non ho cose di san gabriele inso~ // e faceva i lavoretti così con le perline per la chiesa perchè	sai	a quei tempi // facevano tutte ste no e facevano tutt~ e si passa il tempo con ste cose qui della chiesa // mio nonno // la
KIPasti	KPS004	2904-12	2904-12	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=6187081&end=6192673	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	yes	Marcatura della conoscenza condivisa	_	_	è stato pio dodi~ sì dodicesimo senz''altro // che mandava gli auguri perchè mio padre aveva lasciato una mancia una	sai	come fai nella chiesa e quindi arrivava ques~ // poi loro partirono subito in viaggio di nozze // e andarono // a a napoli a
KIPasti	KPS004	2974-4	2974-4	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=6409224&end=6411381	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	yes	Marcatura della conoscenza condivisa	Marca di generalizzazione	_	nella guerra che stess~ stavan~ // in previsione pot~ che potevano // che potevano peggiorare // perchè era l''inizio	sai	le cose eccetera // eccetera e lui allora disse allora mo prendo u~ una ca~ un''altra casa // l''ha presa lì eh // a quella lì
KIPasti	KPS004	3013-1	3013-1	PKP034	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=6513091&end=6515755	free-conversation	02:02:15	3	symmetric	no	free	2022	LE	0-Retired	F	_	81-85	no	_	_	_	detto ma dov''è capito? // mia madre dice sì va bene // però poi non sei curata che ha det~ che ha // che le~ // la so questa // la	sai	sta cosa e lei la cristiana se n''è scesa // mhmh // per conto suo e io scesa per conto mio // xx quattro piani a piedi // allora
KIPasti	KPC001	356-5	356-5	PKP025	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC001&begin=850367&end=854228	free-conversation	00:32:59	2	symmetric	no	free	2022	AN	0-Students	F	_	21-25	no	_	_	_	è piccolissima poi c''è quella sala rossa // minusc~ // no piccola no // piccolissima // quella rossa è piccolissima ma	sai	cos''è è che le porte so chiuse // sì ma lì cosa c''era // l''afro // eh // bellissima però era talmente piccola e chiusa // e poi
KIP	BOA3011	79-2	79-2	BO097	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3011&begin=242387&end=246468	free-conversation	00:15:17	2	symmetric	no	free	2018	BO	0-Students	F	lombardia	21-25	no	_	_	_	// un po'' raffreddata // xxxx // se ti va abbiamo le tisanine quelle allo zenzero quelle fanno bene per la gola // sì no	sai	che ieri me ne sono mangiata un sacco di zenzero // perché mi piace un sacco quello candito // quello candito? // cioè non
KIP	BOA3011	94-1	94-1	BO095	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3011&begin=283799&end=285212	free-conversation	00:15:17	2	symmetric	no	free	2018	BO	0-Students	F	sicilia	21-25	no	_	_	_	adesso mi voglio muovere un po'' // pilates? // sì dopo all'' una // mi devo fare la ceretta // // non la faccio da secoli // io	sai	cosa non faccio da secoli? // mh // la spesa // devo fare anche quella dopo // non c'' ho voglia // // dice e che mangi? boh // //
KIP	BOA3011	137-2	137-2	BO097	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3011&begin=671340&end=673354	free-conversation	00:15:17	2	symmetric	no	free	2018	BO	0-Students	F	lombardia	21-25	no	_	_	_	di sforzi // // sperando che abbiano cachimela decenti alla coop perché ogni volta mamma mia me li giro tutti // // eva tu	sai	per caso che cos'' è? // eh una cosa che si chiama hera? xxx? // qui a bologna? // mh sì è l'' azienda che distribuisce gas e luce
ParlaTO	PTD016	205-1	205-1	TOR004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=366270&end=366670	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	0-Students	F	_	21-25	no	_	_	_	ciucci // mh mh // però i ciucci durano meno // ogni tot lo puoi mettere nell''acqua a bollire e lo sterilizzi così // ah // lo	sai	che // cioè ad esempio le coppette cioè sostituiscono i // i gli assorbenti eh risparmi in un anno se fai xxx hanno fatto un
ParlaTO	PTD016	266-0	266-0	TOR004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=448565&end=449105	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	0-Students	F	_	21-25	no	_	_	_	e // un po'' di tutto // mh mh // da // ma? // da // da? // // eh che senti che scuole avete fatto? // da è russo // che ne so // da no //	sai	che da // // magari secondo me è // eh eh no // per esempio il suo amichetto diceva da che è rumeno // da è russo e si anche
ParlaTO	PTD016	553-10	553-10	TOI076	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=992030&end=995520	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	0-Unemployed	F	_	26-30	no	_	_	_	quando faccio un pezzo cioè un quadro metto già i gancetti dietro // oltre che esserci anche il mio timbro il sigillo cioè	sai	che è dritto // sì // ma è matta // ah okay // lei l''ha completamente girata // e l''ha appoggiata // e l''ha appoggiata gli ho
ParlaTO	PTD016	561-15	561-15	TOI076	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1003920&end=1007926	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	0-Unemployed	F	_	26-30	no	_	_	_	ma guarda x è al contrario // eh ma è lì come interpreti il lavoro // sì ma ci sono i due gancetti se c~ c''è il gancetto in alto	sai	che devi appenderlo // ah beh quello sì // quello è vero era a prova di scemo proprio // eh // però lei poi completamen~ //
ParlaTO	PTD016	608-2	608-2	TOI077	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1076325&end=1078620	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	1-Managers	M	_	36-40	yes	Marcatura della conoscenza condivisa	_	_	// ha fatto l''idraulico ha fatto // giulio sa tutto // come mio papà praticamente // giulio sa tutto cioè // sì // servono	sai	quelli sono vecchio stampo // sì sì sì sì // sì che tipo ti si rompe qualche mio papà mi ricordo si è rotto un
ParlaTO	PTD016	621-1	621-1	TOI076	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1098216&end=1099956	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	0-Unemployed	F	_	26-30	yes	Marcatura della conoscenza condivisa	_	Approssimazione	mette lì apre tutto ripara cosa // poi lui // ha fatto tutto ha fatto l''idraulico ha fatto // elettricista eh eh // poi // ma	sai	ha fatto anche il salda~ no // qualche cosa di elettricista poi // tubista forse no // sì poi ha fatto // in aziende ha
ParlaTO	PTD016	737-5	737-5	TOI077	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1273593&end=1277883	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	1-Managers	M	_	36-40	yes	_	_	Modulazione del grado di confidenza	conosciuta bene // eh vabbè poi dopo però // // xx // subito così e ho detto mah // xx // faccio vedere però // mi sa che que~ eh	sai	quando vedi quello perché devi xxx son passati eh di di di gente // non avevo le unghie già lì dovevi capire se x ho le unghie
ParlaTO	PTD016	970-0	970-0	TOI077	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1659080&end=1662870	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	1-Managers	M	_	36-40	yes	Marcatura della conoscenza condivisa	Introduzione o ripresa del topic	_	fare le torte zia ma io non so neanche montare la panna cioè // // voglio dire // mh // eh però boh almeno io preferirei pu~ //	sai	te da quello che mi raccontava lei comunque in cassa dopo un po'' minchia sei sempre lì // la cassa è sempre una cosa al // in
ParlaTO	PTD016	1544-3	1544-3	TOR004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2597210&end=2599415	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	0-Students	F	_	21-25	no	_	_	_	e tutto // // io mi ricordo che ogni tanto aprivo gli occhi e facevo così // // vi giuro madonna mia che roba // ma tu la	sai	la storia di mia nonna e le mummie? // infatti non mi ricordo poco e niente mi ricordo // infatti sa un cacchio lei quando
ParlaTO	PTD016	1558-1	1558-1	TOR004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2613013&end=2616113	semistructured-interview	00:55:23	3	asymmetric	yes	fixed	2019	TO	0-Students	F	_	21-25	no	_	_	_	// ma tu la sa~ voi la sapete la storia di mia nonna e la bresaola? // no // forse sì non so non mi ricordo // praticamente //	sai	che mia nonna aveva il banco? che vendeva i salumi? // eh // eh praticamente l''hanno portata a vedere il museo egizio // e
ParlaBO	PBB025	142-3	142-3	BOI092	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=507684&end=509592	semistructured-interview	00:45:12	2	asymmetric	yes	fixed	2023	BO	6-Craft-Workers	F	_	51-55	no	_	_	_	per altri lavorano e quindi // tu quando eri piccola fes~ cioè era festeggiava san petronio? // eh // a // la mia famiglia	sai	che non mi ricordo // boh non me lo ricordo cioè proprio // però le scuole venivano chiuse // eh anche questo sai che non me
