corpus	conv_id	token_id	token_span	speaker_id	audio	type	duration	participants-number	participants-relationship	moderator	topic	year	collection-point	occupation	gender	region	age-range	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIP	TOA3011	730-3	730-3	TO087	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3011&begin=1108049&end=1113443	free-conversation	00:23:54	4	symmetric	no	free	2019	TO	0-Students	F	piemonte	21-25	no	_	_	_	chiama? // il menarca // menar~ // e tra l'' altro in tutto questo disagio a luglio io la devo eh sterilizzare // sì quindi io	immagino	soltanto sto cane che pure è appena sterilizzato isterico in vacanza con noi // mai voluto un cane nella mia vita // no
ParlaBO	PBA004	103-13	103-13	BOR018	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=222440&end=226727	semistructured-interview	00:57:15	4	asymmetric	yes	fixed	2022	BO	0-Students	F	calabria	21-25	yes	_	_	Marcatura dell'inferenza	mai qua a bologna però // ti devi solo abituare un po'' // sì // secondo me è terribile cioè sono pazzi qua a guidare e voi pure	immagino	xxx // allora // // allora per esperieza mia lavorativa che viaggio in tutta italia // bologna è // un paradiso // ah per~
ParlaBO	PBA004	1046-1	1046-1	BOR018	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2039410&end=2041730	semistructured-interview	00:57:15	4	asymmetric	yes	fixed	2022	BO	0-Students	F	calabria	21-25	yes	_	_	Modulazione del grado di confidenza	però sì non ho mai avuto a parte il basket quando ero piccolo non ho mai avuto grandi hobby // mhmh // boh a parte quello // ma	immagino	a questo punto // che eri un~ eri e sei magari un grande appassionato della virtus della cioè lo senti il // il~ il ~ la //
ParlaBO	PBA004	1110-5	1110-5	BOI061	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2191880&end=2196930	semistructured-interview	00:57:15	4	asymmetric	yes	fixed	2022	BO	5-Service-Workers	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	invece è jamaicano // è bello cattivo // mh // e prima di questo ho fatto // e kungfu // eh un''arte marziale cinese	immagino	comunque voi facendo cinese // // eh meh no e // lì ero anche abbastanza bravina // mh ho fatto nazionali // confermo // le
KIP	BOD2001	154-32	154-32	TO999	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2001&begin=811735&end=825910	semistructured-interview	00:16:00	2	symmetric	yes	fixed	2018	BO	2-Professionals	M	piemonte	26-30	no	_	_	_	come al solito cioè se io abito in un posto non è che ho poi tanto interesse a conoscere chi chi viene da fuori perché cioè	immagino	che l'' austriaco di turno avrà il suo giro avrà // mh // mh sì esatto esatto sì poi loro son molto chiusi quindi comun~ molto
ParlaBO	PBC010	368-7	368-7	BOR001	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC010&begin=1552907&end=1556200	semistructured-interview	00:45:06	2	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	// tu riconosci nell''altro qualità che magari tu non hai // sì // sì sì // e~ ehm ehm // lei dice di essere di bologna quindi	immagino	che abbia lavorato // cioé se è qui da sette anni avrà lavorato prim~ prima in altre // sì ho lavorato parecchio fuori
KIP	BOD2005	386-2	386-2	BO073	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1002805&end=1003947	semistructured-interview	00:33:08	3	symmetric	yes	fixed	2018	BO	0-Students	F	basilicata	21-25	no	_	_	_	è una cosa che puoi anche immaginare cioè non che ci sta g~ lo giustifico però // si // no vab~ però uno sa che succede // me lo	immagino	// eh me lo immagino // già prima so che cosa posso trovare // che so uscivo io ogni tanto senza maurizio che aveva da fare //
KIP	BOD2005	387-3	387-3	BO073	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1004007&end=1004998	semistructured-interview	00:33:08	3	symmetric	yes	fixed	2018	BO	0-Students	F	basilicata	21-25	no	_	_	_	immaginare cioè non che ci sta g~ lo giustifico però // si // no vab~ però uno sa che succede // me lo immagino // eh me lo	immagino	// già prima so che cosa posso trovare // che so uscivo io ogni tanto senza maurizio che aveva da fare // ma maglie anche
KIP	BOD2006	279-14	279-14	BO049	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2006&begin=805460&end=810160	semistructured-interview	00:18:57	2	symmetric	yes	fixed	2018	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Modulazione del grado di confidenza|Attenuazione	in altre in altre band ecco diciamo vedi questa // e quindi questo cioè la musica ti porta via gran parte del tuo tempo	immagino	// non é che me lo porta via me lo porta in casa é tempo mio sì sì // si // okay // beh sì si prende una bella fetta di tempo // bene
ParlaBO	PBA021	962-5	962-5	BOR030	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=2475863&end=2477895	semistructured-interview	00:45:31	2	asymmetric	yes	fixed	2023	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	va molto va davvero tanto // però sì ascolto generi abbastanza come dire tranquilli ecco // mh // e vai anche a concerti	immagino	// sì // assolutamente sono una patita di concerti // a quali sei andata recentemente? // recentemente ne ho fatti tre //
KIP	BOA1001	194-7	194-7	BO020	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=465455&end=469186	office-hours	00:37:20	2	asymmetric	no	free	2018	BO	0-Students	F	campania	21-25	no	_	_	_	non potrei fa~ cioè mh mi sembra difficile d~ raccogliere dei dati così approfonditi // eh su tante scuole anche perché	immagino	che // sì no questo non è possibile infatti cioè le domande del questionario ehmh mh // sì // per altro a risposta aperta
KIP	BOD2007	286-1	286-1	BO049	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=726618&end=727547	semistructured-interview	00:28:12	2	symmetric	yes	fixed	2018	BO	0-Students	F	emilia-romagna	21-25	yes	Accordo	_	_	in centro però // è più raro? // cioè andare in campagna coi miei amici insomma è un'' idea che mi piacerebbe molto // eh	immagino	// feste tutte le sere // però // xxx tutte le sere // bello // no però insomma // e com'' è // alla fine anche andare in una casa
KIPasti	KPS006	131-0	131-0	PKP005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=215995&end=216955	free-conversation	00:34:12	5	symmetric	no	free	2020	MT	4-Clerical-Workers	M	basilicata	56-60	no	_	_	_	sarebbe andata via // è grande // non è che // eh // sarebbe stata una cosa // comunque // che sarebbe successa // xxx //	immagino	il papà // eh // anche il papà sta abbastanza male // non è che mi può accusare // che stando in campagna // io non la facevo
KIPasti	KPS006	195-0	195-0	PKP006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=320424&end=321395	free-conversation	00:34:12	5	symmetric	no	free	2020	MT	2-Professionals	F	basilicata	81-85	yes	Accordo|Conferma dell'attenzione	_	_	questo secondo me // il punto fondamentale è // che cosa dice la gente di questa storia // uh // più che // la cosa in sé //	immagino	// mettili tutti che fai? // è troppo mamma // ma lascia stare // xxx // xxx // di cose // xxx // eh // xx // li congelo
KIPasti	KPS006	661-3	661-3	PKP004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=1176794&end=1177846	free-conversation	00:34:12	5	symmetric	no	free	2020	MT	2-Professionals	F	puglia	51-55	no	_	_	_	proprio di questo // lui e // la sua equipe // vabbè il primario del sant''orsola non può essere un cazzone // eh beh lo	immagino	// ma poi le recensioni sono tutte // ottime // così quello lì // della spalla // come si chiama? // rossini // rossi~ //
KIP	TOA3012	202-0	202-0	TO089	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=313896&end=315013	free-conversation	00:18:02	4	symmetric	no	free	2019	TO	0-Students	F	piemonte	21-25	yes	Accordo	_	_	poverella // chi? // io // ti sembro fusa? // sì // // eheh vedi? // come aldo proprio // in maniera molto molto simpatica //	immagino	// prova a firmare se riesci // è vero // non lo so bip // bip // non è che bippi te tutto te bippano loro // no no mica si bippano
ParlaBO	PBB004	226-1	226-1	BOR005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=402580&end=404380	semistructured-interview	00:35:54	3	asymmetric	yes	fixed	2021	BO	0-Students	M	marche	21-25	no	_	_	_	abitavo a pianoro ma ero sempre a bologna comunque cioè // mh // e // rispetto cioè quindi prima a pianoro // comunque	immagino	sia un piccolo comune // beh insomma piccolo neanche tanto insomma // è un bel comune // abbastanza grandino c''avrà non
KIPasti	KPS021	696-0	696-0	PKP126	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1297600&end=1299246	free-conversation	00:54:20	3	symmetric	no	free	2020	CE	0-Unemployed	M	campania	26-30	no	_	_	_	il bene però // vabbè // de gustibus alla fine // lo capisco io adesso cioè nel senso // se razionalizzo capisco perché //	immagino	che tu tip~ metti // un carciofo davanti che a me i carciofi fanno // marò buonissimi // cioè a me anche l''odore dei
KIPasti	KPS021	973-1	973-1	PKP127	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1871301&end=1872352	free-conversation	00:54:20	3	symmetric	no	free	2020	CE	0-Students	F	campania	26-30	yes	Accordo|Conferma dell'attenzione	_	_	le // cioè lei pe~ per lei secondo me il momento // si sentiva // più brutto della sua vita è stato perdere sua figlia // eh	immagino	// cioè ma si vede proprio // che dopo quel momento la sua vita // infatti non ne ha voluto neanche parlare oggi cioé ha
KIPasti	KPS021	1494-5	1494-5	PKP126	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=3154422&end=3156425	free-conversation	00:54:20	3	symmetric	no	free	2020	CE	0-Unemployed	M	campania	26-30	no	_	_	_	// ua // ma stai scherzando non hai mai sentito parlare del // scuola cadute quelle fatte di amianto // ma l''amianto me lo	immagino	diverso non lo so poi eh // matteo l''amianto l''hai mai visto xx di amia~ eh quel // sì // mi sembra più // x però l''amianto
KIP	TOA3008	1038-1	1038-1	TO050	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=3278355&end=3283500	free-conversation	01:31:46	4	symmetric	no	free	2018	TO	0-Students	M	campania	21-25	no	_	_	_	// il barbiere // fa la barba // a chi non la fa da sè // sì // quando la persona non la fa da sè? // cioè lui la fa // quindi	immagino	il barbiere che controlla se lui ti fa la barba da mh da te da sè come si dice // se lui fa la barba da solo // se non ti fai la
ParlaTO	PTA015	410-0	410-0	TOR006	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=931228&end=933090	semistructured-interview	00:37:36	2	asymmetric	yes	fixed	2019	TO	0-Students	F	piemonte	21-25	yes	_	_	Marcatura dell'inferenza	di usare // diciamo questa tua // competenza // per fare delle cose sceme? // cioè nel senso tu sei un grafico sai fare //	immagino	delle cose grafiche // l''hai mai usato per fare scherzi o // ma non lo so l''ultima roba che mi viene in mente è un video che ho
ParlaTO	PTA015	688-3	688-3	TOI032	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=1520875&end=1522360	semistructured-interview	00:37:36	2	asymmetric	yes	fixed	2019	TO	7-Plant-Operators	M	friuli-venezia-giulia	21-25	yes	_	_	Modulazione del grado di confidenza|Approssimazione	casa mh // eh la casa che di sicuro mi è piaciuta di più era quella in cui ero fino a due ani f~ // d~ di più // eh // cinque anni fa	immagino	// mh mh // ehmh // perché aveva il giardino // // okay // però in realtà eh ora abito in un appartamento in un condominio //
ParlaBO	PBB007	655-5	655-5	BOI024	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB007&begin=1518135&end=1520161	semistructured-interview	00:37:32	3	asymmetric	yes	fixed	2022	BO	3-Technicians	F	emilia-romagna	36-40	yes	_	_	Modulazione del grado di confidenza	perchè ovviamente se i locali si chiudono // mh // la gente non non insomma va da un''altra parte // a casa a dormire	immagino	// // ci sono anche altre forme cioè i ragazzi anche ognuno in casa sua eh può essere molto più facilmente in contatto con
ParlaBO	PBC013	195-27	195-27	BOR009	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=919090&end=926090	semistructured-interview	01:08:09	2	asymmetric	yes	fixed	2022	BO	0-Students	F	piemonte	21-25	yes	_	_	Modulazione del grado di confidenza	// e lei ha sempre poi vissuto perché mi diceva nella casa a ca'' de fiori ha s~ ha sempre vissuto lì o adesso non vive più lì	immagino	// no // no no no dunque ho vissuto lì coi miei genitori // okay infatti // ho vissuto lì coi miei genitori intanto
ParlaBO	PBC013	385-9	385-9	BOI035	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=1763974&end=1770413	semistructured-interview	01:08:09	2	asymmetric	yes	fixed	2022	BO	0-Retired	F	emilia-romagna	76-80	yes	_	_	Marcatura dell'inferenza	// mh un po'' tutti un po'' in emilia romagna fu particolamente // intensa questa attività ma anche altre regioni le marche	immagino	anche il piemonte immagino // sicuramente in emilia romagna che aveva una forte tradizione anche comunista laddove
ParlaBO	PBC013	385-13	385-13	BOI035	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=1763974&end=1770413	semistructured-interview	01:08:09	2	asymmetric	yes	fixed	2022	BO	0-Retired	F	emilia-romagna	76-80	yes	_	_	Marcatura dell'inferenza	romagna fu particolamente // intensa questa attività ma anche altre regioni le marche immagino anche il piemonte	immagino	// sicuramente in emilia romagna che aveva una forte tradizione anche comunista laddove comunista significa
KIP	BOD2018	275-5	275-5	BO118	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2018&begin=1074185&end=1082910	semistructured-interview	00:28:08	2	symmetric	yes	fixed	2018	BO	0-Students	F	marche	21-25	no	_	_	_	della città cioè io // sì xx // poi una città come bologna che comunque è una città universitaria // si // cioè io non me lo	immagino	da grande coi miei figli fare una passeggiata per bologna con tutti studenti cioè preferisco farmi una passeggiata a
KIPasti	KPN014	241-0	241-0	PKP057	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN014&begin=699930&end=700550	free-conversation	00:53:52	2	symmetric	no	free	2020	RE	0-Students	F	emilia-romagna	21-25	yes	Conferma dell'attenzione	_	_	misurare cose diverse e solo questo // xxx // e c''è rimasto bene? // sì gli è piaciuto un sacco // bene // era ben piegato //	immagino	// era ben piegato e // fatto eravamo in un circolo lì vicino ai petali // tipo sembra una bociofila // eh // è tipo un grosso
ParlaBO	PBB023	328-7	328-7	BOR026	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=870110&end=875340	semistructured-interview	00:33:46	4	asymmetric	yes	fixed	2023	BO	0-Students	M	sardegna	21-25	no	_	_	_	male // vanno anche gestiti x // sì assolutamente sì assolutamente sì // sì // eh invece vabbè per il mangiare comunque	immagino	sia cioè li~ come mangiano come gli altri cani no o // sì sì // sì sì assolutamente // sì // assolutamente // noi siamo col //
ParlaBO	PBB023	636-2	636-2	BOI087	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=1606310&end=1612767	semistructured-interview	00:33:46	4	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	M	emilia-romagna	51-55	no	_	_	_	storicamente l''emilia romagna non è una zona // particolarmente // eh // bigotta diciamo dai // come dire ecco // per cui	immagino	di sì immagino che sia una zona dove rispetto ad altre zone d''italia c''è un po'' più di // ateismo insomma // ci sta ci sta //
ParlaBO	PBB023	636-5	636-5	BOI087	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=1606310&end=1612767	semistructured-interview	00:33:46	4	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	M	emilia-romagna	51-55	no	_	_	_	l''emilia romagna non è una zona // particolarmente // eh // bigotta diciamo dai // come dire ecco // per cui immagino di sì	immagino	che sia una zona dove rispetto ad altre zone d''italia c''è un po'' più di // ateismo insomma // ci sta ci sta // credo // non lo
KIPasti	KPN025	1580-1	1580-1	PKP110	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=1662278&end=1663873	free-conversation	00:31:32	4	symmetric	no	free	2020	FC	0-Students	F	emilia-romagna	16-20	no	_	_	_	// e fa la mamma vuole discutere riguardo al treno // così // quindi hanno avuto questa discussione che // quanto	immagino	abbia parlato solo l''anna // e gli ha detto che non potevano andare giù // eh // dai // ci avrà riflettuto di notte // sì // ci
ParlaBO	PBA002	37-1	37-1	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=103250&end=109390	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	medievale // figurante // mh // se fai fai tu? stai facendo tu l''intervista grazie // // e // quindi vabbè p~ ehm // quindi	immagino	che non abbiate cioè avete sempre vissuto comunque a san lazzaro e lì in zona non penso bologna eh deduco // no io a bologna
ParlaBO	PBA002	71-2	71-2	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=162440&end=165249	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	dai // non so mai girato un po''? // sì // // beh apprezzo // apprezzo // mano male // e non so poi ci sono cose che // tene~ non	immagino	che cose che migliorereste di // son le vostre città // immagino di no // quest~ da come mi dite // mh // da me no // forse //
ParlaBO	PBA002	73-0	73-0	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=166580&end=167331	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	// mano male // e non so poi ci sono cose che // tene~ non immagino che cose che migliorereste di // son le vostre città //	immagino	di no // quest~ da come mi dite // mh // da me no // forse // stefano // da migliorare // miglio~ i i rapporti tra vicini // //
ParlaBO	PBA002	83-2	83-2	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=176430&end=177800	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	come mi dite // mh // da me no // forse // stefano // da migliorare // miglio~ i i rapporti tra vicini // // quello sì // tu xxxx	immagino	// abbastanza // dipende dai vicini però // si sentiva xx per il lanciafiamme // // lo sapevo // e // invece bologna vabbè
ParlaBO	PBA002	114-5	114-5	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=234650&end=236950	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Modulazione del grado di confidenza	modi se se non hai una macchina che può entrare in ztl di arrivare in centro in modo comodo ecco // eh sì perchè gli autobus	immagino	sarebbe un po'' // eh l''autobus eh è comodo però se devi tornare tardi // a un certo punto finiscono le corse e // ciao // // da
ParlaBO	PBA002	123-0	123-0	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=250080&end=250943	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	Accordo	_	_	devi tornare tardi // a un certo punto finiscono le corse e // ciao // // da soli // sì no non è il massimo // x x x // mamma mia //	immagino	// arrivo anch''io quindi // e poi cosa volevo chiedervi? ehm // vabbè e quindi comunque siete cioè per attività che fate
ParlaBO	PBA002	338-2	338-2	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=700920&end=704630	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	sotto i portici? // ma eh // diciamo un po'' impazzisce ecco che a volte non non prende // ah // mettiamo il gps // ecco quindi	immagino	che in realtà l''obiettivo non fosse esattamente quello però // eh sì // non so ecco oh finalmente tra l''altro ho trovato
ParlaBO	PBA002	508-2	508-2	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1070370&end=1071610	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	// d''impianti // oka~ oka~ // elettricista // fai? // okay // collaudatore // ah okay // per grandi aziende // che quindi	immagino	// sia un po'' di tempo anche perchè // x xx // lui sì // sì lavorerò tipo // da // una decina d''anni // sì // giovanissimo
ParlaBO	PBA002	546-4	546-4	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1134360&end=1136359	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	invitare tutti i cinesi // eh // che sembra una battuta molto razzista non voleva esserlo // no // ehm // l''hai mai quindi	immagino	che per stefano abbia // eh fatto sì prestissimo lavoro deduco ehm // e anche // sì sì sì // sì sì // voi // io sì // tutt''e due
ParlaBO	PBA002	558-5	558-5	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1151460&end=1154943	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	// sì sì // voi // io sì // tutt''e due // che bello // per ora // mh // e comunque boh ecco un''al~ vabbè // penso tutt''e due però	immagino	soprattutto alessia visto che studi cinese però // sì // studiate cioè ti piacerebbe vi piacerebbe andare anche in
ParlaBO	PBA002	565-0	565-0	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1165360&end=1165960	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	Conferma dell'attenzione	_	_	andare anche in altri paesi a lavorare oppure // no // sì cioè lavorare no // a studiare sì // ah ecco immaginavo //	immagino	// in cina ovviamente // non avevo dubbi // ma cioè perchè ti t''ispira proprio la cultura // anche anche ma anche per
ParlaBO	PBA002	609-5	609-5	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1242260&end=1244269	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Modulazione del grado di confidenza	// // stefano è silenzioso in tutto questo // no sì sì non // non mi sento preso in causa diciamo // xxx // non so se anche tu	immagino	vuoi cambiare o // stare qua // oddio mh // un''altra delle peculiarità di bologna // in più per l''emilia romagna // è il
ParlaBO	PBA002	645-4	645-4	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1319080&end=1325970	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza	// ecco mh vabbè non so se questo fosse un po'' più personale di ovviamente di tema ma se voelte // mhmh // e cioè v~ vabbè	immagino	forse stefano forse no però abitate ancora con i genitori se t~ oppure siete usciti a vivere da soli // io vivo da solo // eh
ParlaBO	PBA002	656-0	656-0	BOI053	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1343540&end=1344947	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	// perchè mio padre abita in germania // che bello // non lo so non ci son mai stata dove abita lui adesso // che bello //	immagino	che sia // freddo // ma carino // cioè è una città non è famosa hannover è quasi // è molto a nord // l''ho già sentita io in
ParlaBO	PBA002	686-0	686-0	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1397680&end=1398890	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	un po'' // più in campagna diciamo // beh sì cas~ // castel san pietro è un po'' // ah beh giusto è vero // è molto periferica //	immagino	che solo a bologna // sì sì no qua costerebbe molto di più // eh immagino perchè vedo i miei compagni tutti eh ragazzi devo
ParlaBO	PBA002	688-1	688-1	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1402910&end=1408065	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	Accordo	_	_	po'' // ah beh giusto è vero // è molto periferica // immagino che solo a bologna // sì sì no qua costerebbe molto di più // eh	immagino	perchè vedo i miei compagni tutti eh ragazzi devo cercare una casa aiuto // praticamente // vabbè poi // domande sugli
ParlaBO	PBA002	714-10	714-10	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1458780&end=1461180	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	emilia-romagna	21-25	yes	_	_	Marcatura dell'inferenza|Modulazione del grado di confidenza	in giro // mh // non tanto // eh ci sta dai // ma alla fine neanche io // mh // ah beh sì forse tu lavori ancora più di lei	immagino	// no beh alla sera comunque // se c''è da uscire sì ci sta // però si va lì a // all''old bridge comunque dei posti comodi non //
ParlaBO	PBA030	74-0	74-0	BOR031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=104743&end=105197	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	emilia-romagna	21-25	yes	Accordo	_	Marcatura dell'inferenza	il piano bi perchè volevo fare medicina solo che non è andato bene quindi // ah okay // mhmhmh // e entrambi a bologna? //	immagino	// sì sì a bologna // sì // e come vi trovate vi piace l''università lì? // molto bene sì // molto bene? // sì bene bene // sì //
ParlaBO	PBA030	541-1	541-1	BOR031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=825328&end=826407	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	emilia-romagna	21-25	no	_	_	_	// sì // e x x x x // i mh // voi che x qua a medicina siete diciamo quasi a metà // tra romagna emilia e emilia no? // sì // quindi	immagino	che eh // non so la differenza te lo dico già non la so // // // // // ogni volta litigo perchè non non so mai la cosa emilia
ParlaBO	PBA030	1315-2	1315-2	BOR031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=2038833&end=2041873	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	emilia-romagna	21-25	no	_	_	_	neanche pescare adesso // pesci piccolini // mh // ah beh // mhmh // xx però lo fan lo stesso è buona // mh // // // i~ io	immagino	che voi non riusciate andare al mare qua perchè // eh io ho dei parenti in sicilia e ci vado s~ non ci vado spesso però // la
ParlaBO	PBA030	1317-5	1317-5	BOR031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=2046587&end=2048857	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	emilia-romagna	21-25	no	_	_	_	andare al mare qua perchè // eh io ho dei parenti in sicilia e ci vado s~ non ci vado spesso però // la sento la differenza non	immagino	voi // no // sì si sente troppo cioé è bellissimo noi siamo andati tipo a riccione cervia // mhmh // comunque son posti
ParlaBO	PBA030	1514-0	1514-0	BOR031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=2335926&end=2337946	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	emilia-romagna	21-25	yes	Accordo|Conferma dell'attenzione	_	_	quando è così sì // quindi // sì // poi sì troppo grande avevamo l''itis vicino e davvero facevano un casino // va bene // //	immagino	// sì non // va bene // niente io sono a posto in realtà // ah già // con le domande sì sì sì sì sì // okay // // ciao // ciao // come
KIP	BOA3003	67-0	67-0	BO017	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3003&begin=126682&end=128240	free-conversation	01:20:01	4	symmetric	no	free	2018	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	posso mangiare le tue frittelle di riso? // // vai // perché ioho fame // vi odio // uh xxx // ma cosa c'' è dentro scusami //	immagino	che sia immagino che s~ // riso // ehm // // // immagino che siano fritte poi // sì certo // è è riso e basta? // no è riso tipo
