corpus	conv_id	token_id	token_span	speaker_id	audio	type	duration	participants-number	participants-relationship	moderator	topic	year	collection-point	occupation	gender	school-region	age-range	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
ParlaTO	PTD003	1029-4	1029-4	TOI048	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD003&begin=1857119&end=1860110	semistructured-interview	00:32:04	2	asymmetric	yes	fixed	2019	TO	2-Professionals	F	_	36-40	yes	_	Prolettico	_	// tra l''altro con persone però che lavorano veramente bene // ci sono molti volontari ma ci sono // anche non volontari e	comunque	tutti quanti // hanno una formazione o la stanno prendendo per fare quello che fanno // e secondo me é una realtà di in cui
ParlaBO	PBC021	491-2	491-2	BOR012	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC021&begin=1093105&end=1094465	semistructured-interview	00:51:51	2	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	_	Specificazione	come sono scesa dal treno ho sentito che questa era la mia città // ah // era casa mia insomma mi son sentita // sì // cioè sì	comunque	// a casa // magari // se lo dico io è scontato perchè son nata qua comunque // sì sì // rispetto anche alle altre città che ho
ParlaBO	PBB020	679-4	679-4	BOI059	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB020&begin=1511778&end=1514180	semistructured-interview	00:33:08	2	asymmetric	yes	fixed	2022	BO	2-Professionals	F	_	36-40	yes	_	_	Marcatura dell'inferenza	secondo la geopolitica attuale // castelfranco è sotto modena // okay // ma secondo la diocesi // è sotto bologna quindi	comunque	rimane nostro // // che cosa ne pensi dunque dello stato attuale dei nostri portici? c''è qualcosa che si potrebbe
ParlaTO	PTA012	312-4	312-4	TOR001	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA012&begin=615810&end=617878	semistructured-interview	00:30:28	3	asymmetric	yes	fixed	2019	TO	2-Professionals	F	_	26-30	yes	_	_	Marcatura dell'inferenza	ho questa difficoltà a trovare persone voglio aiutare il prossimo // okay // facendogli provare su di me // mh mh c''é	comunque	uno scambio diciamo // assolutamente // okay // ma tipo a me diceva sto ragazzo che // che ho conosciuto che tatua anche
ParlaTO	PTA012	492-4	492-4	TOR001	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA012&begin=1016651&end=1019000	semistructured-interview	00:30:28	3	asymmetric	yes	fixed	2019	TO	2-Professionals	F	_	26-30	no	_	_	_	lavorativa i mezzi // mh mh // tutte delle dinamiche che non oh no ho visto invariate ecco // okay quindi ti sembra	comunque	statica cioè // sì // mi sembra che la situazione non sia troppo diversa rispetto a qualche anno fa // okay e in termini per
ParlaTO	PTA012	595-1	595-1	TOI014	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA012&begin=1249503&end=1252400	semistructured-interview	00:30:28	3	asymmetric	yes	fixed	2019	TO	0-Unemployed	M	_	16-20	no	_	_	_	me le tue abitu~ // cioè sei inserito nelle abitudini di altre persone non // xxx // sì io sono fortunato // sì no sì // sono	comunque	fortunato perché vivo con mio papà // eh io ho la mia stanza mio papà ha la sua // é un po'' come a barcellona quando ero coi
KIP	TOC1006	49-0	49-0	TO022	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1006&begin=239085&end=241308	exam	00:13:52	2	asymmetric	yes	fixed	2018	TO	0-Students	F	campania	21-25	yes	_	_	Marcatura dell'inferenza	eh presentato come un codice rivoluzionario anche se poi se andiamo a vedere non è che fosse tanto rivoluzionario //	comunque	sanciva comunque // però diciamo il movimento di pensiero che ha portato all'' idea che fosse una buona cosa quasi
KIP	TOC1006	156-19	156-19	TO022	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1006&begin=753579&end=765928	exam	00:13:52	2	asymmetric	yes	fixed	2018	TO	0-Students	F	campania	21-25	no	_	_	_	// // non vigeva un solo diritto in india quindi poter mh far apprendere quello che era il diritto inglese risolto	comunque	difficile all'' inizio proprio perché non riuscì ad essere permeabile // ma gli inglesi secondo lei volevano fare
KIP	BOD2009	179-8	179-8	BO054	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=374459&end=379171	semistructured-interview	00:23:42	2	symmetric	yes	fixed	2018	BO	0-Students	F	emilia-romagna	21-25	no	_	_	_	sì // cioè se io tipo avevo lezione alle otto e mezza lei alle dieci per dire // uscivo prima andavo a prepararmi in bagno o	comunque	lì fuori cioè fuori comunque // in bagno magari sì // quindi sono andata a casa e ho iniziato a fare del terrorismo ai miei
KIP	BOD2009	290-2	290-2	BO056	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=550711&end=552490	semistructured-interview	00:23:42	2	symmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	yes	_	Introduzione o ripresa del topic	_	si risentono loro continuano a farlo se ne fregano non è che si risentono è come se non dicessi nien~ // ah sì sì // guarda	comunque	mia sorella uguale // cioè comunque vai // no no vabbè no // meno grave ma uguale come atteggiamento cioè // lei è una che
KIP	BOD2009	470-13	470-13	BO056	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=969557&end=974142	semistructured-interview	00:23:42	2	symmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	no	_	_	_	eh sai lui anche lui di origine albanese come afrin // però lui al contrario di afrin penso che sia addirittura nato qui o	comunque	nato là e si è trasferito qua che era piccolissimo // mh okay // cioè lui alla fine è italiano sì sì sì sì // cioè ha preso
KIP	BOD2009	575-7	575-7	BO056	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=1186146&end=1188601	semistructured-interview	00:23:42	2	symmetric	yes	fixed	2018	BO	0-Students	M	emilia-romagna	21-25	yes	_	Filler	_	sarà // sai che penso avvocata? no però è brutto // no avvocatess~ sindaca magari // sì però erano eh non mi ricordo	comunque	// vabbè comunque // e vabbè e tipo e questo avvocatessa proprietaria di casa nostra aveva la sorella di questo ragazzo
KIP	TOA3014	5-1	5-1	TO091	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3014&begin=8990&end=9889	free-conversation	00:13:06	3	symmetric	no	free	2019	TO	0-Students	F	umbria	21-25	yes	_	Prolettico	_	// quindi conoscete la gente andate in giro salutate la gente cazzo bello // vabbè che poi a perugia è diverso // perché	comunque	// vabbè però metti che comunque esci conosci la gente ed è il tuo posto no? // cioè // sì // e lei se mette a fa'' la cogliona
KIPasti	KPS022	430-0	430-0	PKP125	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=941479&end=942470	free-conversation	00:47:01	3	symmetric	no	free	2020	CE	0-Students	M	_	26-30	yes	_	Introduzione o ripresa del topic	_	nella polo // o forse te // a me piace camminare a piedi // // // vabbè dico // a parte questo piccolo dettaglio // mh //	comunque	pensavo // quando // a te ti capita mai che tipo c''è qualcuno che guida al posto tu~ cioè tu sei davanti c''è qualcuno a
KIPasti	KPS022	773-1	773-1	PKP129	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=1807339&end=1808300	free-conversation	00:47:01	3	symmetric	no	free	2020	CE	5-Service-Workers	F	_	26-30	yes	Interruzione	_	_	la ma~ // è una persona falsa pure la mamma eh perché non sono persone leali // e persone di cuore // non lo sono // però	comunque	// ma lei e il padre // e chi lo è non c''è più // lei e il padre alberto mi devi credere // entrano non dicono nemmeno
KIPasti	KPS022	989-8	989-8	PKP128	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2407820&end=2413790	free-conversation	00:47:01	3	symmetric	no	free	2020	CE	5-Service-Workers	F	_	26-30	no	_	_	_	ha preso un patto dici è un problema tuo come vieni a lavoro non è un problema mio // però forse qua è un poco diverso perchè	comunque	tu ti sei seduta a tavolino e stiamo perlando di una perso~ e io ti giuro alberto // mi ha tartassato l''esistenza // che
KIPasti	KPS022	1002-10	1002-10	PKP128	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2456650&end=2460762	free-conversation	00:47:01	3	symmetric	no	free	2020	CE	5-Service-Workers	F	_	26-30	yes	_	Introduzione o ripresa del topic	_	r~ // e gina faceva guarda che io c''ho un altro lavoro // comunque non mi sembra il caso di lasciarlo eccetera eccetera	comunque	ho una certa stabilità // no // eh io ti do di più ch''io mo fa~ mo lascia stare che è successo il fatto della covid nessuno
KIPasti	KPS022	1057-3	1057-3	PKP128	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2610250&end=2612724	free-conversation	00:47:01	3	symmetric	no	free	2020	CE	5-Service-Workers	F	_	26-30	no	_	_	_	di soldi chiù // cioè in cinque di noi sempre io ti devo venire incontro? // anche perché io gliel''ho detto // io che sono	comunque	la responsabile dei ragazzi // ho detto albe'' // cioè per me non sta né in cielo né in terra che alla fine di tutto è gina // mo
KIPasti	KPS022	1083-1	1083-1	PKP128	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2691647&end=2693216	free-conversation	00:47:01	3	symmetric	no	free	2020	CE	5-Service-Workers	F	_	26-30	yes	_	Prolettico	_	// la presi da parte e dissi guarda alberta arrivata a questo punto an~ visto che anche due persone sono andate via // e	comunque	il brodo questo è // eh eh perché albe'' a fine mese questo è // soprattutto all''inizio che abbiamo aperto non veniva
ParlaTO	TOD2004	235-3	235-3	TO084	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2004&begin=542671&end=545488	semistructured-interview	00:11:02	2	symmetric	yes	fixed	2018	TO	0-Students	F	_	21-25	yes	_	Introduzione o ripresa del topic	_	a ritmo del della musica che nonostante tutto il diluvio non si era fermata // e vabbè poi scivoloni // cose del genere	comunque	quella è stata une balla scena // divertente // anche quella mi ha // è stato molto molto interessante come serata // // e
ParlaTO	TOD2004	261-7	261-7	TO084	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2004&begin=607273&end=609826	semistructured-interview	00:11:02	2	symmetric	yes	fixed	2018	TO	0-Students	F	_	21-25	yes	_	Prolettico	_	di xx con mamma e papà // sì sì sì // sì sì sì // mimh // avrei proprio tanta voglia di // di f~ di fare questa esperienza perché	comunque	// arrivatamh // arrivata ad una certa // a una certa età // comunque penso si debba fare per quello // certo e ti
KIP	TOD1017	1191-4	1191-4	TO077	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1017&begin=4941975&end=4946842	lecture	01:41:25	1	asymmetric	no	fixed	2019	TO	2-Professionals	M	piemonte	61-65	no	_	_	_	l'' assenso del re e il voto di fiducia // della camera e per contro tutti quei caratteri palesemente // di illegalità o che	comunque	alludevano chiaramente // all'' idea di uno stravolgimento dello stato liberale // il fascismo italiano qui cerco un
KIP	TOD1017	1211-3	1211-3	TO077	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1017&begin=5032548&end=5035308	lecture	01:41:25	1	asymmetric	no	fixed	2019	TO	2-Professionals	M	piemonte	61-65	yes	Presa di turno	_	_	di vista formale // eh // ormai come si di~ si usa un termine gior~ che non mi piace molto ormai si dice // bypassare no?	comunque	// bypassandolo // la lettera dello statuto albertino // si andava verso misure // cioè quando un governo decreta la
ParlaBO	PBC011	465-2	465-2	BOI032	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC011&begin=1410492&end=1414068	semistructured-interview	01:16:04	2	asymmetric	yes	fixed	2022	BO	0-Retired	F	_	76-80	no	_	_	_	gli adulti lo vedevano volentieri cioé come a scuola no? xxxxxx però ci dicevano state zitti allora // // è rimasto	comunque	qualcosa anche se non hai // poi qualcuno è stato più spinto era interessato eccetera qualcun''altro poi dipendeva
KIPasti	KPN019	327-5	327-5	PKP144	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN019&begin=892550&end=897720	free-conversation	00:30:06	4	symmetric	no	free	2020	VE	2-Professionals	M	_	61-65	yes	_	Prolettico	_	in appartamento ghe ze sta'' ''na sparatoria // mhmh // okay // #a un certo punto i ghe spara eo casca // #no se ga capìo cosa	comunque	ze ze morto in quel momento là ghe ga trovà un frammento sopra l''ombelico // mhmh // e e sembra che siccome usava uhm
ParlaBO	PBA009	222-1	222-1	BOI068	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=585562&end=589989	semistructured-interview	00:25:56	2	asymmetric	yes	fixed	2023	BO	7-Plant-Operators	F	_	16-20	no	_	_	_	molto giovane era tipo mi sa il suo primo anno come prof di ruolo quindi // mhmh // mh // eh mh // cioè // mi piaceva // #perchè	comunque	era un prof molto scialla nel senso molto polleg ecco // però // comunque // non era serio quanto la prof che avevo avuto i
ParlaBO	PBB031	224-1	224-1	BOI108	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=431050&end=431860	semistructured-interview	00:49:58	3	asymmetric	yes	fixed	2024	BO	5-Service-Workers	F	_	56-60	yes	Presa di turno	_	_	proprio in questo modo per farti vedere certe cose o ti fanno entrare in certe chiese perché ci sono certe situazioni // e	comunque	// non ah // eh mh sì noi abbiamo un po'' utilizzato queste situa~ queste cose // e mh con queste visite abbiamo fatto
ParlaBO	PBB031	503-12	503-12	BOI108	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=924430&end=932680	semistructured-interview	00:49:58	3	asymmetric	yes	fixed	2024	BO	5-Service-Workers	F	_	56-60	no	_	_	_	fuori // sì eh è ve~ è vero // no ma infatti anche perché noi magari qua // non lo sentiam così tanto perché è mh più fresco	comunque	siamo fuori ma chi abita a bologna sicuramente // mh // o stai dentro con l''aria condizionata oppure queste~ queste
ParlaBO	PBB031	644-13	644-13	BOI108	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=1196550&end=1201560	semistructured-interview	00:49:58	3	asymmetric	yes	fixed	2024	BO	5-Service-Workers	F	_	56-60	yes	_	Prolettico	_	adesso è pieno // mhmh // adesso è pieno // eh // poi magari non sono loro che creano problemi ci sono altre situazioni però	comunque	anche questa // mhmh // questa mh // questa situazione non aiuta // perché io mi ricordo eh non dovevi stare attento a non
ParlaBO	PBB031	1217-4	1217-4	BOI109	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2415750&end=2420490	semistructured-interview	00:49:58	3	asymmetric	yes	fixed	2024	BO	5-Service-Workers	M	_	56-60	no	_	_	_	divertirsi per fare baracca per per autofinianziarsi per piccole cosine quindi // bah // nell''autonomia ti lasciano	comunque	fare e quindi uno ci ci va ecco // bello // poi tutti e poi tutti appunto // l~ l~ l~ la // sono tre giorni che poi c''é tutta la
ParlaBO	PBB031	1414-0	1414-0	BOI109	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2787460&end=2790480	semistructured-interview	00:49:58	3	asymmetric	yes	fixed	2024	BO	5-Service-Workers	M	_	56-60	no	_	_	_	cose particolari ci siano // però sì // più o meno noi siamo emiliani // cioè // okay // mh le nonne ci hanno ins~ ci ha //	comunque	tra qui e bologna sì mh più o meno sono sempre quelle // sì // okay // simile molto simile immaginavo sì // sì molto simile sì
KIP	TOA3009	100-1	100-1	TO052	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=268725&end=269496	free-conversation	00:22:29	3	symmetric	no	free	2018	TO	0-Students	M	sicilia	26-30	no	_	_	_	miei cantanti preferiti // ah la guerra del sale // io non l'' ho mai sentita xx // e invece è un pezzo di merda // eh ehmh // o	comunque	// mediocre eh ehmh // non è fantatisca // ora ha fatto xx un featuring con gli exotago come si chiamano // non so non me li
KIP	TOA3009	252-0	252-0	TO052	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=697108&end=698422	free-conversation	00:22:29	3	symmetric	no	free	2018	TO	0-Students	M	sicilia	26-30	yes	Presa di turno	Introduzione o ripresa del topic	_	x c'' è un messaggio solo si è caricato che ha fatto vvvv // vedi se sopra c'' è un'' icona // what''sapp telegram polpette //	comunque	i~ xx // what''sapp e telegram e una e una d che non capisco // comunque alla fine volevo dire che // il primo motivo per cui
KIP	TOA3009	385-4	385-4	TO048	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=1114886&end=1117123	free-conversation	00:22:29	3	symmetric	no	free	2018	TO	0-Students	F	sicilia	21-25	yes	Presa di turno	_	_	volo di di // xxxxxxxxxxxx // il nuovo saggio di brecht // // l~ l'' ultimo saggio di xxx // e fabio volo // xx xx proprio tu	comunque	// minchia se ti regalava fabio volo non legge fabio volo vero? // no no // sicuro? // no no sicuro sicuro // il suo migliore
ParlaBO	PBB010	47-6	47-6	BOR007	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=127280&end=133787	semistructured-interview	00:31:28	2	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	no	_	_	_	mh ti trovi t~ in generale ti trovi bene a bologna // no no mi trovo bene mi trovo bene // mhmh // e torneresti nel tuo paese o	comunque	hai intenzione di rimare qua comunque a continuare a lavorare non so // allora ho intenzione di t~ di ritornare per non
ParlaBO	PBB010	258-11	258-11	BOI030	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=620090&end=623521	semistructured-interview	00:31:28	2	asymmetric	yes	fixed	2022	BO	5-Service-Workers	F	_	31-35	yes	_	_	Marcatura dell'inferenza	eh @nomeluogo // sì // guarda io ho trovato un altro posto e // quindi // dovrei andar via ma loro mi cioè c~ volevan tenermi	comunque	alla fine // mhmh // lei mi diceva va bene // mi dispiace però // se abbiam bisogno come ex xxx certo // sì // io ci sono sempre
ParlaBO	PBB010	842-3	842-3	BOR007	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=1741689&end=1744460	semistructured-interview	00:31:28	2	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	Filler	_	parole // eh sì // mhmh // ehm // chissà se un giorno vincerò il gratta e vinci comprerò una villa là // // una bella vista	comunque	su bologna eh // se vicin~ sei più vicina a san luca fai senza fare tutta quella fatica sì sì // mamma mia guarda // e invece
KIP	TOC1005	36-7	36-7	TO021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1005&begin=218695&end=223927	exam	00:24:56	2	asymmetric	yes	fixed	2018	TO	0-Students	F	piemonte	21-25	yes	_	Filler	_	che il patrimonio si perpetrasse all'' interno della sua dinastia // perpe~? // s~ si si continua~ cioè ehrimanesse	comunque	all'' interno deleh della propria dinastia di conseguen~ // alloraperpetuasse // si perp~ sì si perpetuasse all''
KIP	TOC1005	58-26	58-26	TO021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1005&begin=320835&end=331450	exam	00:24:56	2	asymmetric	yes	fixed	2018	TO	0-Students	F	piemonte	21-25	yes	_	_	Specificazione	coluiche detiene la lamh la moralità deleh del sovrano di conseguenza attraverso questi criteri che possono sembrare	comunque	vaghi // si riusciva non a contraddire il common law perché equity follows the law abbiamo detto // ma ehmh si si cercava
ParlaBO	PBA018	154-0	154-0	BOI082	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA018&begin=379402&end=382116	semistructured-interview	00:35:01	2	asymmetric	yes	fixed	2023	BO	7-Plant-Operators	M	_	21-25	yes	_	Introduzione o ripresa del topic	_	// allora sì // un pochino potresti capirlo // e niente poi // in realtà io già durante il primo mese // non non volevo //	comunque	s~ sembra tipo una seduta di psicologia cioè sta // no ma a me va bene cioè ste son cose di cui non parlo mai // quindi perché
KIP	BOD2017	54-5	54-5	BO121	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=208308&end=213686	semistructured-interview	00:25:10	2	symmetric	yes	fixed	2018	BO	0-Students	M	abruzzo	21-25	no	_	_	_	conservare un ricordo meraviglioso di bologna quindi quando vedrò che la mia vita sarà o // in una fase discendente o	comunque	non avrò più dentro quella felicità che mi spinge a stare qui // deciderò che forse quello sarà il momento in cui
KIP	BOD2017	153-3	153-3	BO121	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=521900&end=525326	semistructured-interview	00:25:10	2	symmetric	yes	fixed	2018	BO	0-Students	M	abruzzo	21-25	yes	_	Prolettico	Specificazione	possibile // e curo molto gli aspetti estetici della casa // e per quanto mi riesce per quanto è nei limiti // dato che vivi	comunque	fai convivenza con altre persone // con altre persone // ehm // questo // poi la terza domanda era? // bologna // bologna
KIP	BOD2017	341-3	341-3	BO121	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1228173&end=1235406	semistructured-interview	00:25:10	2	symmetric	yes	fixed	2018	BO	0-Students	M	abruzzo	21-25	yes	_	Prolettico	_	cacciavo dalle tasche che ne so // un rimmel un rossetto che avevo rubato uno per mamma e una per sabrina // ma è qualcosa	comunque	è un amore normale in quegli anni così come è normale l'' odio che magari seguiva dieci minuti dopo per una cazzata // e odio
KIP	BOD2017	352-5	352-5	BO121	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1269009&end=1271268	semistructured-interview	00:25:10	2	symmetric	yes	fixed	2018	BO	0-Students	M	abruzzo	21-25	yes	_	Prolettico	_	un po'' che non hai equilibri quindi non puoi sentire troppo questa mancanza ti piace magari anche // il fatto di non avere	comunque	un altro // un'' altra appendice materna che ti è vicina ma comunque sentirsi un po'' più liberi // mh mh // arrivato all''
KIP	BOD2017	353-9	353-9	BO121	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1271610&end=1275712	semistructured-interview	00:25:10	2	symmetric	yes	fixed	2018	BO	0-Students	M	abruzzo	21-25	yes	_	Introduzione o ripresa del topic	_	mancanza ti piace magari anche // il fatto di non avere comunque un altro // un'' altra appendice materna che ti è vicina ma	comunque	sentirsi un po'' più liberi // mh mh // arrivato all'' università eh // è di nuovo cambiato il nostro rapporto perché all''
KIP	BOD2017	357-10	357-10	BO121	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1285168&end=1289998	semistructured-interview	00:25:10	2	symmetric	yes	fixed	2018	BO	0-Students	M	abruzzo	21-25	yes	_	_	Marcatura dell'inferenza	nuovo cambiato il nostro rapporto perché all'' università abbiamoehm // dovendo vivere in quegli anni che sono gli anni	comunque	appunto del distacco dalla casa // certo // dell'' abbandono dei luoghi più familiari e normali // eh il nostro rapporto è
KIP	BOD2017	381-8	381-8	BO121	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1383127&end=1389193	semistructured-interview	00:25:10	2	symmetric	yes	fixed	2018	BO	0-Students	M	abruzzo	21-25	yes	_	Prolettico	_	così vicino a te // quindi magari certe volte mi // mi piacerebbe essere più // più libero e allo stesso tempo vedo che	comunque	mia sorella anche sta cominciando a sentire un po'' l'' esigenza di // mh // eh di essere un po'' più // lontana e autonoma da
KIP	TOA3001	446-0	446-0	TO033	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3001&begin=1297064&end=1299299	free-conversation	00:31:46	3	symmetric	no	free	2018	TO	0-Students	F	piemonte	21-25	yes	Presa di turno	_	_	// eh xxx va da erika // e dice scusa ma // no ad alta vo~ o no? // no no secondo me è andato // no perché forse matteo no ma xxx //	comunque	si si stavano sì perché // sottovoce // c'' era una tensione tra di loro una cosa // esatto tipo alla terza persona che
KIP	BOA1012	80-0	80-0	BO026	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1012&begin=187861&end=189761	office-hours	00:03:35	2	asymmetric	no	free	2018	BO	2-Professionals	F	basilicata	56-60	yes	Presa di turno	_	_	di cioè penso di farcela in un modo o nell'' altro // allora // emh // possibilmente non il dodici // esatto // luglio //	comunque	lei poi guarda nelle liste // certo // che saranno online è d'' accordo? // sì // e va bene // non il dodici perché anche se
ParlaBO	PBC006	158-8	158-8	BOI017	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC006&begin=516060&end=519153	semistructured-interview	00:52:08	3	asymmetric	yes	fixed	2022	BO	6-Craft-Workers	F	_	66-70	no	_	_	_	eh che comunque ovviamente ci possono aiutare nella realizzazione di questa anche se // non sono eh artisti ma sono mh e	comunque	ehm // profondi conoscitori della storia di bologna // e o comunque insegnanti quindi insomma // ehm e quindi appunto //
ParlaBO	PBC006	830-3	830-3	BOI017	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC006&begin=2051468&end=2054410	semistructured-interview	00:52:08	3	asymmetric	yes	fixed	2022	BO	6-Craft-Workers	F	_	66-70	no	_	_	_	cose appunto un po'' per venire sempre // eh al discorso che faceva al l~ la domanda che faceva prima lei // e puntare sempre	comunque	ad una // eh // a a ad una caratterizzazione didattico divulgativa // utilizzando sempre l''arte come medium // sì // mhmh
KIP	TOD1002	291-0	291-0	TO004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=906165&end=907235	lecture	01:29:28	1	asymmetric	no	fixed	2018	TO	2-Professionals	M	N/A	N/A	no	_	_	_	// evidente // sono appunto // le espressioni del volto che in molti casi sono inconsapevoli ma sono comunicative //	comunque	// perché una delle cose su cui ci soffermeremo // è che molte volte comunichiamo senza rendercene conto // addirittura
KIP	TOD1002	484-1	484-1	TO004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=1468510&end=1471550	lecture	01:29:28	1	asymmetric	no	fixed	2018	TO	2-Professionals	M	N/A	N/A	no	_	_	_	implicite // però diciamo che formalmente tutti hanno lo stesso diritto alla parola // e tutti parlano a tutti // ma	comunque	è una situazione complessiva di re~ // di reciprocità sia pure // una reciprocità che può mascherare // una effettiva //
KIP	TOD1002	519-0	519-0	TO004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=1590655&end=1600617	lecture	01:29:28	1	asymmetric	no	fixed	2018	TO	2-Professionals	M	N/A	N/A	no	_	_	_	// il che non significa che non possiate scrivere // a // bruno vespa // bisogna vedere se bruno vespa vi risponde // o se //	comunque	vi dà spazio magari qualche volta può capitare bruno vespa che dice mi ha scritto una signora di novant'' anni sapete
KIP	TOD1002	702-16	702-16	TO004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=2145923&end=2150536	lecture	01:29:28	1	asymmetric	no	fixed	2018	TO	2-Professionals	M	N/A	N/A	no	_	_	_	a molti // che poteva esistere prima del web? // dam~ da scusatemi da massa a massa no da molti a molti è ancora diverso ma	comunque	diciamo // sì // tendenzialmente da massa a massa ma // avete capito // vogliamo fare un esempio? // un corteo // in un
ParlaBO	PBC007	527-0	527-0	BOI019	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC007&begin=1396370&end=1399570	semistructured-interview	01:02:55	2	asymmetric	yes	fixed	2022	BO	0-Retired	F	_	over 85	yes	Presa di turno	_	_	// dunque la poi è stata dedicata una parte della biblioteca // alla a una partigiana che ha voluto questo monumento //	comunque	letizia manzuccato è stata l''architetto // eh // sono non non mi sovviene il nome del~ della partigiana // nella mi pare
ParlaBO	PBC007	993-1	993-1	BOR005	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC007&begin=2785950&end=2787610	semistructured-interview	01:02:55	2	asymmetric	yes	fixed	2022	BO	0-Students	M	_	21-25	yes	_	_	Marcatura dell'inferenza	// e quindi sono stati un po'' diciamo tu~ // tutto quello che lei ha vissuto che l''hanno portata ad unirsi ad anpi? // o	comunque	ha collaborato con anpi? // certo certo certo anche perchè mio marito era iscritto all''anpi // ti dirò mi sono iscritta
KIP	BOA3001	635-14	635-14	BO002	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=1366300&end=1371082	free-conversation	01:08:22	2	symmetric	no	free	2018	BO	0-Students	F	toscana	21-25	yes	_	_	Marcatura dell'inferenza	a stare con te a dirti i gossip // sì ci divertiahm~ // poi sono contenta perché la sofia mi diceva sempre eh la ex di marco	comunque	// mi diceva sei più bellina teeh // però diceva eh sai ha un bel fisico comunque // sì però non è quello perché alla fine il
