corpus	conv_id	token_id	token_span	speaker_id	audio	type	duration	participants-number	participants-relationship	moderator	topic	year	collection-point	occupation	gender	school-region	age-range	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
ParlaBO	PBC005	211-10	211-10	BOI014	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=637460&end=641790	semistructured-interview	01:01:27	2	asymmetric	yes	fixed	2021	BO	0-Retired	F	_	76-80	no	_	_	_	// pippo // che era // eh l''aereo // che che // dava l''allarme no? // mhmh // e // eh non so se era pippo che dava l''allarme	comunque	c''era sto pippo non lo so xx // ma era una persona o era un nome per qualcosa? // no no un aereo un aereo // ah era un aereo //
ParlaBO	PBC005	215-7	215-7	BOI014	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=644690&end=647360	semistructured-interview	01:01:27	2	asymmetric	yes	fixed	2021	BO	0-Retired	F	_	76-80	yes	_	Prolettico	_	// ma era una persona o era un nome per qualcosa? // no no un aereo un aereo // ah era un aereo // vero credo che fosse l''aereo	comunque	// eh // quando suonava l''allarme tutti andavano a nei rifugi // uno è in via dei bregoli // ah // non l''hai mai visto?
ParlaBO	PBC005	263-1	263-1	BOR002	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=768412&end=774290	semistructured-interview	01:01:27	2	asymmetric	yes	fixed	2021	BO	0-Students	F	_	21-25	yes	_	Prolettico	_	// la le pagnotte hai capito? // mio fratello era fenomenale // eh i tuoi fratelli? // ma anche semplicemente la zia // che	comunque	è nata prima di te ti hanno mai raccontato qualcosa? perchè questo te l''ha raccontato tua mamma ma magari loro // me l''ha
ParlaBO	PBC005	396-0	396-0	BOI014	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=1062050&end=1065464	semistructured-interview	01:01:27	2	asymmetric	yes	fixed	2021	BO	0-Retired	F	_	76-80	yes	Presa di turno	_	_	era un uomo in gamba intelligente aveva anche studiato per i suoi tempi no? // faceva parte del comitato // va bene? //	comunque	gli avevano dato un piano intero // i mh i i preti // perchè i seminaristi c''erano ancora eh // mhmh // gli aveva il ve~ il
ParlaBO	PBC005	1228-9	1228-9	BOR002	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=3083100&end=3089950	semistructured-interview	01:01:27	2	asymmetric	yes	fixed	2021	BO	0-Students	F	_	21-25	yes	_	Prolettico	_	eh // mh // eh // pensa te // mh // e no volevo chiederti mh // insomma un contributo personale nel senso dal momento che	comunque	di crisi a livello // si'' mondiale economico eh universale a livello psicologico sicuramente ne hai passati di più //
KIPasti	KPS018	164-2	164-2	PKP136	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=348762&end=352109	free-conversation	00:43:58	3	symmetric	no	free	2022	MT	0-Students	M	_	21-25	yes	_	_	Specificazione	già // non c''eravamo infatti eravamo già qua che andai al comune a chiedere // se potessimo x x // esattamente // però no	comunque	no non è là che l''ho persa l''ho persa in centro // ah // e dopo e quindi non si sa se è la mattina o il pomeriggio no perché // no
KIPasti	KPS018	217-21	217-21	PKP136	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=483127&end=489416	free-conversation	00:43:58	3	symmetric	no	free	2022	MT	0-Students	M	_	21-25	yes	_	Chiusura del topic	_	// quelle della commissione ci sono ancora a giurisprudenza non ne ho idea perchè là penso la discutano dopo cinque anni	comunque	// mh // mentre noi no non dovendola nè discutere nè niente // è una formalità quella di stamparla cioè uno se la stampa per
KIPasti	KPS018	393-0	393-0	PKP137	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=814626&end=815395	free-conversation	00:43:58	3	symmetric	no	free	2022	MT	2-Professionals	F	_	56-60	yes	_	Introduzione o ripresa del topic	_	tesi copertine delle tesi // quante pagine erano le vostre tesi? // buh andiamo a vedere ce l''ho qua // xxx un centinaio //	comunque	erano ce~ // un centinaio? // # ammazza // io forse la mia di meno // boh non mi ricordo // a noi in triennale sono un minimo di
KIPasti	KPS018	550-1	550-1	PKP136	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=1145629&end=1148306	free-conversation	00:43:58	3	symmetric	no	free	2022	MT	0-Students	M	_	21-25	yes	_	_	Marcatura dell'inferenza	vuoi fare l''avvocato non ti serve andare // no però // ti serve andare dopo // a fare la scuola di specializzazione // però	comunque	considera che hai sempre un punto per la laurea // se fai un''esperienza all''estero apprezzano lo sforzo e quindi // ti
ParlaBO	PBB023	328-6	328-6	BOR026	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB023&begin=870110&end=875340	semistructured-interview	00:33:46	4	asymmetric	yes	fixed	2023	BO	0-Students	M	_	21-25	yes	_	Introduzione o ripresa del topic	_	bene e nel male // vanno anche gestiti x // sì assolutamente sì assolutamente sì // sì // eh invece vabbè per il mangiare	comunque	immagino sia cioè li~ come mangiano come gli altri cani no o // sì sì // sì sì assolutamente // sì // assolutamente // noi
KIPasti	KPN025	1530-0	1530-0	PKP110	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=1607356&end=1607978	free-conversation	00:31:32	4	symmetric	no	free	2020	FC	0-Students	F	_	16-20	yes	_	Introduzione o ripresa del topic	_	e ha detto eh perchè poi il nonno // quì e là e tutto quanto // eh // ma scusami // ma perchè? // ma se l''ilaria va dall''amica //	comunque	// non ci andrà in treno dall''amica scusami? // non // da che amica va? // eh // prima di andare su dal no~ // giù dal nonno //
ParlaBO	PBA002	53-6	53-6	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=130333&end=133810	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	Introduzione o ripresa del topic	_	// comunque vi piace // questi cioè // cioè vi trovate comunque bene anche lì nella // zona anche se non conoscete bologna	comunque	vi piace non so vi // xxxx // a me sì san lazzaro è molto è molto tranquilla // ordinata sono in una zona // pacifica // ma n~ //
ParlaBO	PBA002	251-1	251-1	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=509540&end=511650	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	no	_	_	_	di dicevate anche un po'' di sporcizia di cose secon~ cioè // okay // avete notato non so secondo voi son ben tenuti sono // o	comunque	andrebbe migliorato qualcosa // visto che // ultimamenti mi sembra che un po'' di lavori li abbiano fatti // però // sì c''è
ParlaBO	PBA002	591-1	591-1	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1212700&end=1215135	semistructured-interview	00:27:58	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	no	_	_	_	dire ah quindi comunque // ma se dovessi scegliere preferiresti tra l''altro lavorare con dei cioè in italia ma // o	comunque	tutte e due a bologna o // in altre città // mh // non so // se posso // no comunque direi // a bologna // o in zona // in
ParlaBO	PBC009	598-10	598-10	BOI022	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=2481410&end=2485240	semistructured-interview	01:36:37	3	asymmetric	yes	fixed	2022	BO	0-Retired	M	_	71-75	no	_	_	_	no dov''era? // quella era prima ancora // ah ecco io ho saltato degli anni // eh // e era sì in una laterale di via ugo bassi	comunque	// ah è vero è vero // sì // non ci andai ma sì // adesso non mi ricordo il nome scusate // però ecco li'' ho trovato // eh mi
ParlaBO	PBC009	901-0	901-0	BOI022	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=4237900&end=4243280	semistructured-interview	01:36:37	3	asymmetric	yes	fixed	2022	BO	0-Retired	M	_	71-75	yes	_	_	Marcatura dell'inferenza	le prime cure e dopo poi lui alla fine rimane in in brigata // per fo~ // per fortuna era solo un trauma cranico e basta //	comunque	dopo poi a fine guerra sarà operato alla testa per sistemare le cose // ovviamente gl~ qualcosa gli rimane // nel senso
KIPasti	KPS025	45-0	45-0	PKP132	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS025&begin=130319&end=131181	free-conversation	00:34:04	3	symmetric	no	free	2020	CE	0-Retired	F	_	61-65	yes	_	Chiusura del topic	_	ragazzi che si sono divertiti tanto tanto tanto // mh // // che è? // ah sta // // #e chest fa part pur // vabbè ci voleva //	comunque	// // cinque giorni sono stati confort // xxxx che che non faceva faceva caldo però non s~ non si sudava perchè era secco //
KIPasti	KPS025	249-0	249-0	PKP132	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS025&begin=620232&end=621212	free-conversation	00:34:04	3	symmetric	no	free	2020	CE	0-Retired	F	_	61-65	yes	_	Introduzione o ripresa del topic	_	po'' di // e che hanno fatto? // hanno creato // era mo è n''impero // delle la zona per gli eventi bellissima la piscina //	comunque	// e poi si è la mo~ lì poi ha conosciuto la moglie era // era una // era una spiaggiante ja una turista de~ di quel perchè lui
KIPasti	KPS025	320-1	320-1	PKP132	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS025&begin=786065&end=787000	free-conversation	00:34:04	3	symmetric	no	free	2020	CE	0-Retired	F	_	61-65	yes	_	Introduzione o ripresa del topic|Chiusura del topic	_	che cresce // #se vedi il ramo giù è identica stessa pianta infatti gigi dice~ chesta diventa un albero immenso // e	comunque	// tu hai detto io ti ho portato una composizione di piante grasse // la foto // ah la foto // che devi fare // infatti me
ParlaTO	PTB007	340-6	340-6	TOR004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=769332&end=773490	semistructured-interview	01:28:07	2	asymmetric	yes	fixed	2019	TO	0-Students	F	_	21-25	no	_	_	_	vado // e invece del // ah // sempre del viaggio ce l''hai una raccor~ un ricordo divertente // una cosa che di~ divertente o	comunque	una cosa che è successa che ti // ma // se posso raccontare questo episodio che // il mese di agosto tutti gli emigranti
ParlaTO	PTB007	509-1	509-1	TOI021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=1162505&end=1164991	semistructured-interview	01:28:07	2	asymmetric	yes	fixed	2019	TO	0-Retired	F	_	66-70	yes	_	Introduzione o ripresa del topic	_	// ecco che è un una decina di chilometri da dove abitavo prima // ecco // sì // mh // ehm // sì tornando a venaria // però // e	comunque	voglio ancora dire una cosa è che io // dimmi // in ogni casa che i miei genitori cambiavano // certo l''ho capito dopo
ParlaTO	PTB007	1680-2	1680-2	TOR004	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=3765059&end=3767399	semistructured-interview	01:28:07	2	asymmetric	yes	fixed	2019	TO	0-Students	F	_	21-25	no	_	_	_	insomma le tradizioni non le hanno mai perse // e anche parlare parlano quasi sempre il dialetto quindi // sì nonostante	comunque	leggano si // si tengono informati a loro piace parlare il dialetto // #cos''era che è successo un po'' di tempo fa che ha
ParlaTO	PTB007	1692-9	1692-9	TOI021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=3790340&end=3793897	semistructured-interview	01:28:07	2	asymmetric	yes	fixed	2019	TO	0-Retired	F	_	66-70	yes	_	Chiusura del topic	_	il siciliano poi come ho detto prima così // però un siciliano che // non // che non non si capiva che si faceva capire	comunque	// sì // perchè caltanissetta era già una cittadina non è come nei paesi // sì sì // eh // che si parla magari // patois e non
ParlaTO	PTB007	1814-2	1814-2	TOI021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=4059064&end=4062748	semistructured-interview	01:28:07	2	asymmetric	yes	fixed	2019	TO	0-Retired	F	_	66-70	no	_	_	_	delle amiche delle sorelle // che noi ci chiamiamo sorelle in cristo // e fratelli in cristo ecco in gesù // emh che	comunque	mi hanno supportata // mi hanno supportata? // sì // eh mi hanno // aiutata // ti hanno sostenuta // sì mi hanno sostenuta
ParlaTO	PTB007	2305-0	2305-0	TOI021	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=5115445&end=5118366	semistructured-interview	01:28:07	2	asymmetric	yes	fixed	2019	TO	0-Retired	F	_	66-70	yes	_	_	Marcatura dell'inferenza	// questi tedeschi // e tutto quanto perché dice // era la guerra // e loro si difendevano così lui li aveva perdonati //	comunque	aveva avuto l''umiltà di perdonare queste persone // certo // ehm // eh eh ~spetta perché // a volte magari dimentico //
ParlaTO	TOD2007	389-0	389-0	TO043	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2007&begin=1017154&end=1020367	semistructured-interview	00:30:21	2	symmetric	yes	fixed	2018	TO	0-Students	F	_	21-25	no	_	_	_	anche il bello dello studiare in una città che non sia la tua // mhmh // conoscere gente e farti nuove esperienze è bello //	comunque	sono amici che ti restano perché siamo comunque // sono amicizie // sì // tutti più o meno della stessa zona e ti incontri
ParlaTO	TOD2007	614-13	614-13	TO043	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2007&begin=1562018&end=1568102	semistructured-interview	00:30:21	2	symmetric	yes	fixed	2018	TO	0-Students	F	_	21-25	no	_	_	_	// esatto // o cuneo // non sei abituato alla // alla città alla vita freneticaa tutta quella movimento e quindi ti piace	comunque	avere // la casa // in un luogo tranquillo anche la notte sai // sì infatti io mi ricordo quando viaggiavo // perché sei
KIPasti	KPN002	476-0	476-0	PKP031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN002&begin=1188005&end=1191945	free-conversation	00:31:56	5	symmetric	no	free	2020	VE	0-Students	M	_	21-25	yes	_	Introduzione o ripresa del topic	_	tutti in giro e non ha amici ma ci credo se hai un atteggiamento così // #so fiha // #so fiha // poverina aiutala // eh //	comunque	queste queste persone con la flavia hanno vita breve abbiamo capito // // no vabbé ma ci sono anche loro non puoi // eh // sì
KIPasti	KPN002	602-3	602-3	PKP011	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN002&begin=1392785&end=1395400	free-conversation	00:31:56	5	symmetric	no	free	2020	VE	0-Students	M	_	21-25	yes	_	Chiusura del topic	_	hai fatto i conti per xxxxx // certo per essere precisa // ma io mi fido? che ci siano tutti // contali contali // contabile	comunque	// no vabbè mi fido ecco // tra l''altro devo pagare anche internet di verona ah volevi un po'' di moneta? // no grazie cara //
KIPasti	KPN002	831-0	831-0	PKP038	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN002&begin=1824145&end=1834565	free-conversation	00:31:56	5	symmetric	no	free	2020	VE	2-Professionals	F	_	21-25	yes	_	Introduzione o ripresa del topic	_	toscano // bene sto facendo però siccome ho fatto l''esame la settimana scorsa adesso ci do dentro perché mi manca //	comunque	là i sto facendo anche i laboratori interessante però cioè sto facendo laboratorio lavoro di gruppo e poi lavorare
ParlaBO	PBB002	161-2	161-2	BOI003	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=470134&end=471765	semistructured-interview	00:35:54	2	asymmetric	yes	fixed	2021	BO	4-Clerical-Workers	F	_	56-60	yes	_	_	Marcatura dell'inferenza|Intensificazione	ad oggi // mh // e adesso il traffico è veramente // cioè micidiale // fare pochi chilometri ci metti un sacco di tempo // e e	comunque	// sono anche abbastanza fortunata che non devo traversare la città // cioè praticamente dal luogo di lavoro arrivo a
ParlaBO	PBB002	324-7	324-7	BOI003	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=918047&end=925328	semistructured-interview	00:35:54	2	asymmetric	yes	fixed	2021	BO	4-Clerical-Workers	F	_	56-60	no	_	_	_	più turisti // s~ // mh // sì io penso di sì infatti che già si è iniziato questo periodo // mh // ehm e in più sì mis~ erché	comunque	eh il fatto dei turisti a bologna è una cosa che // ehm // è iniziata qualche anno fa diciamo // prima c''è stato per tanti
ParlaBO	PBB002	736-1	736-1	BOR001	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=2095714&end=2096500	semistructured-interview	00:35:54	2	asymmetric	yes	fixed	2021	BO	0-Students	F	_	21-25	no	_	_	_	// e comunque // niente nonostante // insomma // considerando tutto // eh così // il traffico le // le cose eccetera // tu	comunque	// ami bologna vuoi restare qua xx // sì // sì // cioé vivi bene in questa città non è che hai mai pensato di cambiare perché
ParlaBO	PBA030	96-6	96-6	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=142900&end=146712	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	no	_	_	_	magari non riesce ad accedere a bologna perchè comunque c''è tutta una mh selezione // sì sì // poi eh viene presa a rimini	comunque	deve fare // un bel tragitto // eh si // e e non si può neanche fare il cambio per dire una ragazza è stata presa a rimini ma è
ParlaBO	PBA030	182-9	182-9	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=294530&end=297876	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	no	_	_	_	a studiare // mhmh // okay // e ma anche il centro secondo me è molto bello // ehm // però io non ci vado spesso sia perchè	comunque	// okay // molti miei amici sono qua mh poi faccio anche pallavolo quindi sono anche un po'' occupata in quello // mh // però
ParlaBO	PBA030	276-8	276-8	BOI116	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=448271&end=450900	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	_	21-25	no	_	_	_	zone non in centro in centro ma ti trovi un quartiere più distaccato // sì // hai sempre s~ perchè è tutta ben collegata	comunque	quindi // quello sì sicuramente sì // mhmh // no poi c''è da considerare che col tempo comunque sta anche cambiando
ParlaBO	PBA030	279-9	279-9	BOR031	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=453440&end=457479	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	_	21-25	yes	_	Introduzione o ripresa del topic	_	è tutta ben collegata comunque quindi // quello sì sicuramente sì // mhmh // no poi c''è da considerare che col tempo	comunque	sta anche cambiando bologna ehm // da quello che so prima era anche meno caotica non so se poi col tempo cambierà questa
ParlaBO	PBA030	380-1	380-1	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=608018&end=610720	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	yes	_	Introduzione o ripresa del topic	_	è vero // è vero anche quello // organizza~ da due anni organizzano tornei e c''èsempre qualcosa anche quello // okay // e	comunque	vengono persone anche non solo di medicina // in estate è divertente // sì è vero vengono ragazzi di ravenn~ qualcuno di
ParlaBO	PBA030	468-1	468-1	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=725360&end=728259	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	no	_	_	_	mh perchè poi // tutta la gradinata dopo un po'' stanca cioè è un po'' diciamo pallosa // eh sì sì è faticoso // okay // perchè	comunque	è bella lunga ci metti un bel po'' e devi solo // fare dei gradini non è che ci sono attrazioni secondo me // ah mh // poi invece
ParlaBO	PBA030	565-3	565-3	BOI116	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=866728&end=869822	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	_	21-25	no	_	_	_	proprio // addirittura // sì mh non // mai alla fine // eh però sì la differenza si sente // abbastanza anche perchè	comunque	noi ci spostiamo per eh // ehm // come società noi siamo sesto imolese che // mh // è ancora più a metà // è provincia di imola
ParlaBO	PBA030	758-1	758-1	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=1154323&end=1156470	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	yes	_	Introduzione o ripresa del topic	_	o sbaglio? // sì sì sì sì // sì sì sì // ci mettiamo venti minuti // ci // mhmh // quarto d''ora venti minuti // okay // sì // e	comunque	sì è una buona via di mezzo secondo me // mhmh // okay e di mh // mh medicina ci sono delle cose che? // ehm modifichereste
ParlaBO	PBA030	777-8	777-8	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=1188692&end=1193785	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	no	_	_	_	pulizia però è abbastanza pulita medicina // sì sì // ah la pulizia okay // sì // anche mh sì è pulita anche ben organizzata	comunque	con i i mh nuovi // mhmh // cassonetti della spazzatura diciamo // ah okay // sì sì sì // ehm xxx // magari la riaprire la
ParlaBO	PBA030	1486-3	1486-3	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=2290717&end=2296064	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	no	_	_	_	// esatto // però io so // però c''è qualcuno che va a fare anche // lo scientifico // sì // lo scientifico a imola // sì c''è	comunque	che si chi si sposta allo scientifico scienze applicate che comunque c''è anche qua // mhmh // va a medici~ a mh imola //
ParlaBO	PBA030	1494-3	1494-3	BOI115	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=2301770&end=2304729	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	F	_	16-20	yes	_	Introduzione o ripresa del topic	_	anche qua // mhmh // va a medici~ a mh imola // mhmh // sì // ho capito // non capisco il perchè però // // anche per amicizie	comunque	eh sì si fa xx // eh si comunque alle medie c''hai quello che va a imola fa qualcosa vabbè dai stiam vicini andiamo con te però
ParlaBO	PBA030	1495-2	1495-2	BOI116	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=2304340&end=2310123	semistructured-interview	00:39:04	3	asymmetric	yes	fixed	2024	BO	0-Students	M	_	21-25	yes	_	Introduzione o ripresa del topic	_	a mh imola // mhmh // sì // ho capito // non capisco il perchè però // // anche per amicizie comunque eh sì si fa xx // eh si	comunque	alle medie c''hai quello che va a imola fa qualcosa vabbè dai stiam vicini andiamo con te però // ah // eh sì // anch''io
ParlaBO	PBB009	616-3	616-3	BOI027	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=1520980&end=1523240	semistructured-interview	01:12:38	3	asymmetric	yes	fixed	2022	BO	2-Professionals	M	_	31-35	yes	_	Prolettico	_	due anni // in realtà la mia condizione non è cambiata molto rispetto a quella dello studente // mhmh // nel senso che	comunque	tutto sommato // eh la mia la mia realtà personale non era quella di una persona che si stava fermando ma era la f~ // cioè mh
ParlaBO	PBB009	868-9	868-9	BOR007	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=2117794&end=2126848	semistructured-interview	01:12:38	3	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	no	_	_	_	delle zone più comode che io abbia mai vissuto frequentato // sì // mhmh // ehm // ci son~ cioè magari adesso hai detto che	comunque	come come zona ti piace molto però ci sono magari dei problemi degli aspetti che in questa zona che // eh r~ // rispetto a
ParlaBO	PBB009	1043-13	1043-13	BOI027	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=2533499&end=2538570	semistructured-interview	01:12:38	3	asymmetric	yes	fixed	2022	BO	2-Professionals	M	_	31-35	yes	_	_	Specificazione	lockdown // e noi stiamo parlando dopo sei mesi? // mh beh sì // sì // dal da che si è ricominciato a fare un vita più normale e	comunque	stiamo parlando // sì sì sì // che in tre indossiamo le ffpdue // mhmh // quindi // cioè no~ no~ non ti so dire quanto è
KIP	BOA3003	1152-0	1152-0	BO018	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3003&begin=1955959&end=1957201	free-conversation	01:20:01	4	symmetric	no	free	2018	BO	0-Students	F	toscana	21-25	yes	_	Introduzione o ripresa del topic|Chiusura del topic	_	lei non sapeva // hai preso trenta e lode te // scusa xxxxxx // ah // devi rispondere alle domande che gli altri non sanno //	comunque	di voti sono alti // sì // io non mi voglio fà abbassà la media // sì // io ho bisogno di quel trenta per avere la media
ParlaBO	PBC019	42-1	42-1	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC019&begin=124440&end=128190	semistructured-interview	00:34:20	2	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	_	Marcatura dell'inferenza	qua // entrare dalla parte di qua di via azzurra che è già tutta più // xx più popolata // più più case più fitta // quindico	comunque	diceva che c''erano anche dei luoghi di incontro molto // sì diciamo // in cui andava spesso? oppure // diceva // no lì mi
ParlaBO	PBC019	429-10	429-10	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC019&begin=1356383&end=1360200	semistructured-interview	00:34:20	2	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	Chiusura del topic	_	paio di volte in macchina ma non // ma non sono mai andato su a piedi // ah quindi neanche cioè non ha mai visitato il posto	comunque	non so // sì sì ci son stato su ma xxxxxxxxxxxxx // mi ricordo la funivia quando c''era e poi dopo // anche quella non ci son
ParlaBO	PBC019	507-20	507-20	BOR010	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC019&begin=1590760&end=1597680	semistructured-interview	00:34:20	2	asymmetric	yes	fixed	2022	BO	0-Students	F	_	21-25	yes	_	_	Specificazione	// non so forse lei sarebbe dacco~ cioè secondo lei invece andrebbe comunque insegnato? non so anche a scuola o	comunque	dai parenti // sì e sarebbe meglio perché // però quando // andavo a scuola io sgridavano se parlavi in dialetto e allora
ParlaBO	PBA013	515-7	515-7	BOI074	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1026907&end=1029755	semistructured-interview	00:55:52	3	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	M	_	21-25	no	_	_	_	poter viaggiare // cioè col non mi vedrei stabilmente qua // ah // mh // per quanto bologna sia bella // e parte di me perché	comunque	rimane parte di te // mh // però l''hai vissuta abbastanza ecco // sì // sì sì sì // cioè // come tipo // cioè xx comunque
ParlaBO	PBA013	522-2	522-2	BOI074	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1035955&end=1039027	semistructured-interview	00:55:52	3	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	M	_	21-25	yes	_	_	Marcatura dell'inferenza	comunque rimane parte di te // mh // però l''hai vissuta abbastanza ecco // sì // sì sì sì // cioè // come tipo // cioè xx	comunque	bisogna ammetterlo non è un realtà metropolitana da dire // mh // una città sempre enorme sempre in continua espansione
ParlaBO	PBA013	908-0	908-0	BOI074	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1745105&end=1753184	semistructured-interview	00:55:52	3	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	M	_	21-25	yes	_	Introduzione o ripresa del topic	_	dici? // sì non ho il ci due // // non ho il ci due di dialetto bolognese ecco // e mh bi uno ma neanche cioè // bi uno dai //	comunque	se uno mi parla in dialetto bolognese lo capisco gli potrei rispondere ma non riesco mai a fare delle frasi complesse con
ParlaBO	PBA013	927-0	927-0	BOI074	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1789535&end=1790575	semistructured-interview	00:55:52	3	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	M	_	21-25	yes	_	Introduzione o ripresa del topic	_	// franca tra // varia gente che veniva da varie parti di bologna in aggiunta ai fuori sede // ah // quindi // eh // è //	comunque	è un gergo // miscuglio bolognese e altro // #bologn~ ecco è bolognese perché anche polleg // #viene preso da da da fuori
ParlaBO	PBA013	931-0	931-0	BOI074	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1800788&end=1803432	semistructured-interview	00:55:52	3	asymmetric	yes	fixed	2023	BO	4-Clerical-Workers	M	_	21-25	yes	_	_	Specificazione	ecco è bolognese perché anche polleg // #viene preso da da da fuori come vez da bologna passa da altre parti cioè //	comunque	c''è una comunicazione in entrata e in uscita // e il gergo bolognese riguarda più che altro // attività // che fa uno // e o
